唐海馬,#genre#
天映经典,http://127.0.0.1:43251/aHR0cDovLzY0Ljc0LjE2Ny4xNDY6OTU2MC90aWFueWluZ2pkZ3VvL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjE1MyZ2LnR5cGU9MSZpcHM9MTQ0LjIxNy42Ny4yMDA6MTk1OTE=
探索频道,http://127.0.0.1:43251/aHR0cDovLzYzLjE0MS4yNTAuMTQ2Ojk1NjAvZGlzY292ZXJ5dHcvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0yMTU4JnYudHlwZT0xJmlwcz0zOC43NS4xMzYuMjI2OjE4MzQ0
探索科学,http://127.0.0.1:43251/aHR0cDovLzYzLjE0MS4yNTAuMTQ2Ojk1NjAvZGlzY292ZXJ5c2NpZW5jZS9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxNTkmdi50eXBlPTEmaXBzPTM4Ljc1LjEzNi4yMjY6MTgzNDQ=
DMAX,http://127.0.0.1:43251/aHR0cDovLzYzLjE0MS4yNTAuMTQ2Ojk1NjAvRE1BWC9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxNjAmdi50eXBlPTEmaXBzPTM4Ljc1LjEzNi4yMjY6MTgzNDQ=
探索亚洲,http://127.0.0.1:43251/aHR0cDovLzYzLjE0MS4yNTAuMTQ2Ojk1NjAvZGlzY292ZXJ5YXNpYS9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxNjEmdi50eXBlPTEmaXBzPTM4Ljc1LjEzNi4yMjY6MTgzNDQ=
国家地理,http://127.0.0.1:43251/aHR0cDovLzYzLjE0MS4yNTAuMTQ2Ojk1NjAvbmF0Z2VvL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjE2MiZ2LnR5cGU9MSZpcHM9MzguNzUuMTM2LjIyNjoxODM0NA==
国家地理野生,http://127.0.0.1:43251/aHR0cDovLzYzLjE0MS4yNTAuMTQ2Ojk1NjAvbmF0Z2Vvd2lsZC9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxNjMmdi50eXBlPTEmaXBzPTM4Ljc1LjEzNi4yMjY6MTgzNDQ=
动物星球,http://127.0.0.1:43251/aHR0cDovLzYzLjE0MS4yNTAuMTQ2Ojk1NjAvYW5pbWFscGxhbmV0L2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjE2NCZ2LnR5cGU9MSZpcHM9MzguNzUuMTM2LjIyNjoxODM0NA==
历史频道 1,http://127.0.0.1:43251/aHR0cDovLzYzLjE0MS4yNTAuMTQ2Ojk1NjAvaGlzdG9yeTEvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0yMTY1JnYudHlwZT0xJmlwcz0zOC43NS4xMzYuMjI2OjE4MzQ0
历史频道 2,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL2hpc3RvcnkyL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjE2NiZ2LnR5cGU9MSZpcHM9MzguNzUuMTM2LjIyNjoxODM0NA==
亚洲美食,http://127.0.0.1:43251/aHR0cDovLzYzLjE0MS4yNTAuMTQ2Ojk1NjAvYWZuL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjE2NyZ2LnR5cGU9MSZpcHM9MzguNzUuMTM2LjIyNjoxODM0NA==
美食星球,http://127.0.0.1:43251/aHR0cDovLzYzLjE0MS4yNTAuMTQ2Ojk1NjAvZm9vZHBsYW5ldC9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxNjgmdi50eXBlPTEmaXBzPTM4Ljc1LjEzNi4yMjY6MTgzNDQ=
亚洲旅游,http://127.0.0.1:43251/aHR0cDovLzYzLjE0MS4yNTAuMTQ2Ojk1NjAvYXNpYXRyYXZlbC9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxNjkmdi50eXBlPTEmaXBzPTM4Ljc1LjEzNi4yMjY6MTgzNDQ=
BBC Lifestyle,http://127.0.0.1:43251/aHR0cDovLzYzLjE0MS4yNTAuMTQ2Ojk1NjAvQkJDTGlmZXN0eWxlL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjE3MCZ2LnR5cGU9MSZpcHM9MzguNzUuMTM2LjIyNjoxODM0NA==
Smithsonian Channel,http://127.0.0.1:43251/aHR0cDovLzYzLjE0MS4yNTAuMTQ2Ojk1NjAvU21pdGhzb25pYW5DaGFubmVsL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjE3MSZ2LnR5cGU9MSZpcHM9NTEuNzkuNzguODo5NTkw
Lifetime,http://127.0.0.1:43251/aHR0cDovLzYzLjE0MS4yNTAuMTQ2Ojk1NjAvTGlmZXRpbWUvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0yMTcyJnYudHlwZT0xJmlwcz0zOC43NS4xMzYuMjI2OjE4MzQ0
Love Nature,http://127.0.0.1:43251/aHR0cDovLzYzLjE0MS4yNTAuMTQ2Ojk1NjAvTG92ZU5hdHVyZS9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxNzMmdi50eXBlPTEmaXBzPTM4Ljc1LjEzNi4yMjY6MTgzNDQ=
BBC earth,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL2JiY2VhcnRoL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjE3NCZ2LnR5cGU9MSZpcHM9MzguNzUuMTM2LjIyNjoxODM0NA==
CI罪案侦查,http://127.0.0.1:43251/aHR0cDovLzE3My4yMzQuMjUuOTA6OTU2MC9DSS9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxNzUmdi50eXBlPTEmaXBzPTEwOC4xODEuMi4xOTM6MjEyNjM=
视纳华仁纪实,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL3NoaW5hcmVuaHVhL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjE3NiZ2LnR5cGU9MSZpcHM9MTA4LjE4MS4yLjE5MzoyMTI2Mw==
CCTV 9 纪录片,http://127.0.0.1:43251/aHR0cDovLzQ1Ljg4LjE1MS42Njo5NTYwLzA5Y2N0djkvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0yMTc3JnYudHlwZT0xJmlwcz01MS43OS4xNy4zODoxOTk4NA==
CCTV 10 科教,http://127.0.0.1:43251/aHR0cDovLzQ1Ljg4LjE1MS42Njo5NTYwLzEwY2N0djEwL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjE3OCZ2LnR5cGU9MSZpcHM9NTEuNzkuMTcuMzg6MTk5ODQ=
CCTV 12 社法,http://127.0.0.1:43251/aHR0cDovLzQ1Ljg4LjE1MS42Njo5NTYwLzEyY2N0djEyL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjE3OSZ2LnR5cGU9MSZpcHM9NTEuNzkuMTcuMzg6MTk5ODQ=
Discovery US,http://127.0.0.1:43251/aHR0cDovLzUxLjE2MS44Ny4xMDg6OTU2MC9kaXNjb3ZlcnkvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0yMTgwJnYudHlwZT0xJmlwcz01MS43OS43Mi4xNjg6Mjk1OTM=
NatGeo US,http://127.0.0.1:43251/aHR0cDovLzUxLjE2MS44Ny4xMDg6OTU2MC9uYXRnZW8vaW5kZXgubTN1OD92LmNoYW5uZWxpZD0yMTgxJnYudHlwZT0xJmlwcz01MS43OS43Mi4xNjg6Mjk1OTM=
NatGeo Wild US,http://127.0.0.1:43251/aHR0cDovLzEwNC4xNDkuMTUwLjg2Ojk1NjAvTmF0R2VvV2lsZC9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxODImdi50eXBlPTEmaXBzPTY2LjcwLjE3Ni4yMjI6OTU5OA==
Discovery Science US,http://127.0.0.1:43251/aHR0cDovLzE0OC4yNTEuNjYuMjY6OTU2MC9kaXNjb3ZlcnlzY2llbmNlL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjE4MyZ2LnR5cGU9MSZpcHM9OTQuMTMwLjguMTg3Ojk1OTA=
Investigation Discovery US,http://127.0.0.1:43251/aHR0cDovLzUxLjE2MS4xMTYuOTM6OTU2MC9JbnZlc3RhZ2F0aW9uRGlzY292ZXJ5L2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjE4NCZ2LnR5cGU9MSZpcHM9MTQ4LjExMy4xNzYuNDc6MTk2OTg=
Animal Planet US,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL2FuaW1hbHBsYW5ldC9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxODUmdi50eXBlPTEmaXBzPTUxLjc5LjcyLjE2ODoyOTU5Mw==
History 1 US,http://127.0.0.1:43251/aHR0cDovLzEwNC4xNDkuMTUwLjg2Ojk1NjAvSGlzdG9yeS9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxODYmdi50eXBlPTEmaXBzPTY2LjcwLjE3Ni4yMjI6OTU5OA==
History 2 US,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL0hpc3RvcnkyL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjE4NyZ2LnR5cGU9MSZpcHM9NTEuNzkuNzguODo5NTkw
Science US,http://127.0.0.1:43251/aHR0cDovLzUxLjE2MS44Ny4xMDg6OTU2MC8xOVNjaWVuY2UvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0yMTg4JnYudHlwZT0xJmlwcz01MS43OS43Mi4xNjg6Mjk1OTM=
TLC US,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL1RMQy9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxODkmdi50eXBlPTEmaXBzPTE0OC4xMTMuMTc2LjQ3OjE5Njk4
粤语经典,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL3l1ZW11L2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjE5MCZ2LnR5cGU9MSZpcHM9NjUuMjEuOTMuMjA3OjE5NTk1
粤语歌曲1974-94,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL3l1ZTc0OTQvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0yMTk0JnYudHlwZT0xJmlwcz02NS4yMS45My4yMDc6MTk1OTU=
香港怀旧金曲,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL3l1ZW9sZC9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxOTUmdi50eXBlPTEmaXBzPTY1LjIxLjkzLjIwNzoxOTU5NQ==
陈百强,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL2NoZW5iYWlxaWFuZy9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxOTYmdi50eXBlPTEmaXBzPTY1LjIxLjkzLjIwNzoxOTU5NQ==
刘德华,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL2xpdWRlaHVhL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjE5NyZ2LnR5cGU9MSZpcHM9NjUuMjEuOTMuMjA3OjE5NTk1
陈慧娴,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL2NoZW5odWl4aWFuL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjE5OCZ2LnR5cGU9MSZpcHM9NjUuMjEuOTMuMjA3OjE5NTk1
Beyond黄家驹,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL2JleW9uZC9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxOTkmdi50eXBlPTEmaXBzPTY1LjIxLjkzLjIwNzoxOTU5NQ==
郑少秋,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL3poZW5nc2hhb3FpdS9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIyMDAmdi50eXBlPTEmaXBzPTY1LjIxLjkzLjIwNzoxOTU5NQ==
王菲,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL3dhbmdmZWkvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0yMjAxJnYudHlwZT0xJmlwcz02NS4yMS45My4yMDc6MTk1OTU=
刘若英,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL2xpdXJ1b3lpbmcvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0yMjAyJnYudHlwZT0xJmlwcz02NS4yMS45My4yMDc6MTk1OTU=
周华健,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL3pob3VodWFqaWFuL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjIwMyZ2LnR5cGU9MSZpcHM9NjUuMjEuOTMuMjA3OjE5NTk1
90年代华语经典,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwLzkwc2NuL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjE5MSZ2LnR5cGU9MSZpcHM9NjUuMjEuOTMuMjA3OjE5NTk1
00年代华语经典,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwLzAwcy9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxOTImdi50eXBlPTEmaXBzPTY1LjIxLjkzLjIwNzoxOTU5NQ==
10年代华语经典,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwLzEwcy9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIxOTMmdi50eXBlPTEmaXBzPTY1LjIxLjkzLjIwNzoxOTU5NQ==
郁可唯,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL3l1a2V3ZWkvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0yMjA0JnYudHlwZT0xJmlwcz02NS4yMS45My4yMDc6MTk1OTU=
王心凌,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL3dhbmd4aW5saW5nL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjIwNSZ2LnR5cGU9MSZpcHM9NjUuMjEuOTMuMjA3OjE5NTk1
徐佳莹,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL3h1amlheWluZy9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIyMDYmdi50eXBlPTEmaXBzPTY1LjIxLjkzLjIwNzoxOTU5NQ==
徐佳莹,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL3h1amlheWluZy9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIyMDcmdi50eXBlPTEmaXBzPTY1LjIxLjkzLjIwNzoxOTU5NQ==
陈绮贞,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL2NoZW5xaXpoZW4vaW5kZXgubTN1OD92LmNoYW5uZWxpZD0yMjA4JnYudHlwZT0xJmlwcz02NS4yMS45My4yMDc6MTk1OTU=
戴佩妮,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL2RhaXBlaW5pL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MjIwOSZ2LnR5cGU9MSZpcHM9NjUuMjEuOTMuMjA3OjE5NTk1
那英,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL25heWluZy9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIyMTAmdi50eXBlPTEmaXBzPTY1LjIxLjkzLjIwNzoxOTU5NQ==
任然,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL3JlbnJhbi9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIyMTEmdi50eXBlPTEmaXBzPTY1LjIxLjkzLjIwNzoxOTU5NQ==
TVB翡翠,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwLzAxdHZiamFkZTI2NC9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTU4MCZ2LnR5cGU9MSZpcHM9MTUuMjM1LjExNy44NTozMTM0Mg==
TVB翡翠(4K),http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL3R2YmphZGUvaW5kZXgubTN1OD92LmNoYW5uZWxpZD01ODEmdi50eXBlPTEmaXBzPTUxLjc5LjE3LjM4OjE5OTg0
TVB无线新闻,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwLzAzdHZibmV3czI2NC9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTU4MiZ2LnR5cGU9MSZpcHM9MTUuMjM1LjExNy44NTozMTM0Mg==
TVB Plus,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwLzA0dHZiajUyNjQvaW5kZXgubTN1OD92LmNoYW5uZWxpZD01ODQmdi50eXBlPTEmaXBzPTEwOC4xODEuNC4xOTM6OTY5MA==
TVB明珠,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwLzA1dHZicGVhcmwyNjQvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0xMDkwJnYudHlwZT0xJmlwcz0xMDguMTgxLjQuMTkzOjk2OTA=
Viu TV,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwLzA2dml1dHYyNjQvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0xMDkzJnYudHlwZT0xJmlwcz0xMDguMTgxLjQuMTkzOjk2OTA=
Viu 6,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwLzA3dml1dHY2MjY0L2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MTEwNyZ2LnR5cGU9MSZpcHM9MTA4LjE4MS40LjE5Mzo5Njkw
NOWTV新闻,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwLzE2bm93bmV3cy9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTEyNTkmdi50eXBlPTEmaXBzPTE1LjIzNS4xMTcuODU6MzEzNDI=
NOWTV财经,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwLzE4bm93YnVzaS9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTEyNjEmdi50eXBlPTEmaXBzPTEwOC4xODEuNC4xOTM6OTY5MA==
香港HOY TV,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL2hveXR2L2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MTEwOCZ2LnR5cGU9MSZpcHM9MTUuMjM1LjExNy44NTo5OTcw
香港HOY TV资讯,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL2hveXR2engvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0xOTA5JnYudHlwZT0xJmlwcz0xMDguMTgxLjQuMTkzOjk2OTA=
香港电台RTHK31,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwLzEwcnRoazMxL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MTI2NSZ2LnR5cGU9MSZpcHM9MTUuMjM1LjExNy44NTo5OTcw
香港电台RTHK32,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwLzExcnRoazMyL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MTI2NiZ2LnR5cGU9MSZpcHM9MTUuMjM1LjExNy44NTo5OTcw
凤凰香港,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwLzA5Zmhoay9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTExNzkmdi50eXBlPTEmaXBzPTE1LjIzNS4xMTcuODU6OTk3MA==
凤凰卫视,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwLzA4Zmh3cy9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTExNzcmdi50eXBlPTEmaXBzPTE1LjIzNS4xMTcuODU6OTk3MA==
凤凰资讯,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwLzA3Zmh6eC9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTExNzgmdi50eXBlPTEmaXBzPTE1LjIzNS4xMTcuODU6MzEzNDI=
NOW星影,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwLzE5bm93eGluZ3lpbmcvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0xMjYyJnYudHlwZT0xJmlwcz0xMDguMTgxLjQuMTkzOjk2OTA=
NOW爆谷,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwLzIwbm93YmFvZ3UvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0xMjYzJnYudHlwZT0xJmlwcz0xMDguMTgxLjQuMTkzOjk2OTA=
NOW剧集,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL25vd2p1amkvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0xODE2JnYudHlwZT0xJmlwcz0xMDguMTgxLjQuMTkzOjk2OTA=
NOW华剧,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL25vd2h1YWp1L2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MTgxNyZ2LnR5cGU9MSZpcHM9MTA4LjE4MS40LjE5Mzo5Njkw
NOW紫金,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL25vd2plbGxpL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MTgyNiZ2LnR5cGU9MSZpcHM9MTUuMjM1LjExNy44NTo5OTcw
HBO HK,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL2hib3l1ZS9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTE4MTgmdi50eXBlPTEmaXBzPTEwOC4xODEuNC4xOTM6OTY5MA==
美亚电影,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMS4xMDY6OTU2MC9tZWl5YXl1ZS9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTEyNjQmdi50eXBlPTEmaXBzPTE1LjIzNS4xMTcuODU6OTk3MA==
TVB经典,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwLzEzdHZiY2xhc3NpYy9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTEyNjcmdi50eXBlPTEmaXBzPTE1LjIzNS4xMTcuODU6OTk3MA==
TVB星河(粤),http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwLzE1dHZieGluZ2h5dWUvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0xOTExJnYudHlwZT0xJmlwcz0xNS4yMzUuMTE3Ljg1Ojk5NzA=
TVB星河(国),http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwLzE2dHZieGluZ2hlZ3VvL2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MTA5OSZ2LnR5cGU9MSZpcHM9MTUuMjM1LjExNy44NTo5OTcw
TVB娱乐新闻,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwLzE0dHZiZW5ld3MvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0xMjY4JnYudHlwZT0xJmlwcz0xNS4yMzUuMTE3Ljg1Ojk5NzA=
TVB黄金翡翠,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL3R2YmdvbGQvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0xODI3JnYudHlwZT0xJmlwcz0xNS4yMzUuMTE3Ljg1Ojk5NzA=
TVB功夫片,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL3R2YmFjdGlvbi9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTE4Mjgmdi50eXBlPTEmaXBzPTE1LjIzNS4xMTcuODU6OTk3MA==
TVB粤语片,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL3R2Ynl1ZXl1L2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MTgyOSZ2LnR5cGU9MSZpcHM9MTUuMjM1LjExNy44NTo5OTcw
TVB华语剧,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL3R2Ymh1YXl1L2luZGV4Lm0zdTg/di5jaGFubmVsaWQ9MTgzMSZ2LnR5cGU9MSZpcHM9MTUuMjM1LjExNy44NTo5OTcw
TVB亚洲剧,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL3R2YmFzaWEvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0xODMwJnYudHlwZT0xJmlwcz0xNS4yMzUuMTE3Ljg1Ojk5NzA=
TVB亚洲综艺,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL3R2YmFzaWF6eS9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTE4MzMmdi50eXBlPTEmaXBzPTE1LjIzNS4xMTcuODU6OTk3MA==
TVB戏曲,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL3R2YnhpcXUvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0xODMyJnYudHlwZT0xJmlwcz0xNS4yMzUuMTE3Ljg1Ojk5NzA=
TVB赛马18,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL3R2YnJhY2luZy9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTE4MTkmdi50eXBlPTEmaXBzPTEwOC4xODEuNC4xOTM6OTY5MA==
黄金华剧台,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL2hqaHVhanUvaW5kZXgubTN1OD92LmNoYW5uZWxpZD0yMjMxJnYudHlwZT0xJmlwcz0xNS4yMzUuMTE3Ljg1OjMxMzQy
Thrill,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL3RocmlsbC9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIyMzMmdi50eXBlPTEmaXBzPTE1LjIzNS4xMTcuODU6MzEzNDI=
28AI智慧跑马,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwLzI4YWlwYW9tYS9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTIyMzcmdi50eXBlPTEmaXBzPTE1LjIzNS4xMTcuODU6OTk3MA==
NOW体育 1,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL25vd3NwMS9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTE4MjImdi50eXBlPTEmaXBzPTE1LjIzNS4xMTcuODU6OTk3MA==
NOW体育 2,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL25vd3NwMi9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTE4MjMmdi50eXBlPTEmaXBzPTE1LjIzNS4xMTcuODU6OTk3MA==
NOW体育 3,http://127.0.0.1:43251/aHR0cDovLzEyNy4wLjAuMTo5NTYwL25vd3NwMy9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTE4MjQmdi50eXBlPTEmaXBzPTE1LjIzNS4xMTcuODU6OTk3MA==
NOW体育 4,http://127.0.0.1:43251/aHR0cDovLzEwMy4yMTQuMTA4LjIyNjo5NTYwL25vd3NwNC9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTE5MDImdi50eXBlPTEmaXBzPTE1LjIzNS4xMTcuODU6OTk3MA==
NOW体育 5,http://127.0.0.1:43251/aHR0cDovLzEwMy4yMTQuMTA4LjIyNjo5NTYwL25vd3NwNS9pbmRleC5tM3U4P3YuY2hhbm5lbGlkPTE5MDMmdi50eXBlPTEmaXBzPTE1LjIzNS4xMTcuODU6OTk3MA==
