2完美咪咕,#genre#
洪雅新闻综合,http://58.144.234.4/live2.rxip.sc96655.com/live/hyzh_2000.m3u8?E=&U=&A=&K=&P=&S=
华蓥综合,http://58.144.234.4/live2.rxip.sc96655.com/live/hyxw_2000.m3u8?E=&U=&A=&K=&P=&S=
会理新闻,http://58.144.234.4/live2.rxip.sc96655.com/live/hlyt_4000.m3u8?E=&U=&A=&K=&P=&S=
夹江新闻综合,http://58.144.234.4/live2.rxip.sc96655.com/live/jjxw_2000.m3u8?E=&U=&A=&K=&P=&S=
简阳新闻综合,http://58.144.234.4/live2.rxip.sc96655.com/live/jyxwzh_2000.m3u8?E=&U=&A=&K=&P=&S=
剑阁综合,http://58.144.234.4/live2.rxip.sc96655.com/live/jgxwzhH265_4000.m3u8?E=&U=&A=&K=&P=&S=
江安电视台,http://58.144.234.4/live2.rxip.sc96655.com/live/jat_2000.m3u8?E=&U=&A=&K=&P=&S=
江油综合,http://58.144.234.4/live2.rxip.sc96655.com/live/jyxwHD_2000.m3u8?E=&U=&A=&K=&P=&S=
金口河综合,http://58.144.234.4/live2.rxip.sc96655.com/live/jkhdst_2000.m3u8?E=&U=&A=&K=&P=&S=
金牛,http://58.144.234.4/live2.rxip.sc96655.com/live/jnyx_2000.m3u8?E=&U=&A=&K=&P=&S=
金堂电视台,http://58.144.234.4/live2.rxip.sc96655.com/live/jtzhpd_2000.m3u8?E=&U=&A=&K=&P=&S=
开江新闻综合,http://58.144.234.4/live2.rxip.sc96655.com/live/kjxwzh_2000.m3u8?E=&U=&A=&K=&P=&S=
乐山公共,http://58.144.234.4/live2.rxip.sc96655.com/live/lsggpd_4000.m3u8?E=&U=&A=&K=&P=&S=
乐山新闻综合,http://58.144.234.4/live2.rxip.sc96655.com/live/lsxwzh_4000.m3u8?E=&U=&A=&K=&P=&S=
利州综合,http://58.144.234.4/live2.rxip.sc96655.com/live/lzxwzh_2000.m3u8?E=&U=&A=&K=&P=&S=
凉山新闻综合,http://58.144.234.4/live2.rxip.sc96655.com/live/lsxwHDH265_4000.m3u8?E=&U=&A=&K=&P=&S=
凉山彝语综合,http://58.144.234.4/live2.rxip.sc96655.com/live/yyzh_2000.m3u8?E=&U=&A=&K=&P=&S=
邻水,http://58.144.234.4/live2.rxip.sc96655.com/live/lsxw_2000.m3u8?E=&U=&A=&K=&P=&S=
龙泉综合,http://58.144.234.4/live2.rxip.sc96655.com/live/lqxw_2000.m3u8?E=&U=&A=&K=&P=&S=
隆昌综合,http://58.144.234.4/live2.rxip.sc96655.com/live/lcxw_2000.m3u8?E=&U=&A=&K=&P=&S=
芦山综合频道,http://58.144.234.4/live2.rxip.sc96655.com/live/lszh_2000.m3u8?E=&U=&A=&K=&P=&S=
罗江,http://58.144.234.4/live2.rxip.sc96655.com/live/ljxwzh_2000.m3u8?E=&U=&A=&K=&P=&S=
马边综合,http://58.144.234.4/live2.rxip.sc96655.com/live/mbxwzh_2000.m3u8?E=&U=&A=&K=&P=&S=
马尔康,http://58.144.234.4/live2.rxip.sc96655.com/live/mekxwzhpd_2000.m3u8?E=&U=&A=&K=&P=&S=
眉山综合,http://58.144.234.4/live2.rxip.sc96655.com/live/msxwzhgq_2000.m3u8?E=&U=&A=&K=&P=&S=
米易综合,http://58.144.234.4/live2.rxip.sc96655.com/live/myxwzh_2000.m3u8?E=&U=&A=&K=&P=&S=
绵阳科技,http://58.144.234.4/live2.rxip.sc96655.com/live/myetH265_4000.m3u8?E=&U=&A=&K=&P=&S=
绵阳新闻综合,http://58.144.234.4/live2.rxip.sc96655.com/live/myytH265_4000.m3u8?E=&U=&A=&K=&P=&S=
绵竹,http://58.144.234.4/live2.rxip.sc96655.com/live/mzxwzh_2000.m3u8?E=&U=&A=&K=&P=&S=
冕宁综合,http://58.144.234.4/live2.rxip.sc96655.com/live/mnxw_2000.m3u8?E=&U=&A=&K=&P=&S=
名山电视台,http://58.144.234.4/live2.rxip.sc96655.com/live/msdstH265_2000.m3u8?E=&U=&A=&K=&P=&S=
木里,http://58.144.234.4/live2.rxip.sc96655.com/live/mltHD_4000.m3u8?E=&U=&A=&K=&P=&S=
纳溪-1,http://58.144.234.4/live2.rxip.sc96655.com/live/nxxw_2000.m3u8?E=&U=&A=&K=&P=&S=
南部综合,http://58.144.234.4/live2.rxip.sc96655.com/live/nbxw_2000.m3u8?E=&U=&A=&K=&P=&S=
南充综合,http://58.144.234.4/live2.rxip.sc96655.com/live/ncxwzh_2000.m3u8?E=&U=&A=&K=&P=&S=
南江电视台,http://58.144.234.4/live2.rxip.sc96655.com/live/njxw_2000.m3u8?E=&U=&A=&K=&P=&S=
南溪综合,http://58.144.234.4/live2.rxip.sc96655.com/live/nxt_2000.m3u8?E=&U=&A=&K=&P=&S=
内江公共,http://58.144.234.4/live2.rxip.sc96655.com/live/njgg_4000.m3u8?E=&U=&A=&K=&P=&S=
内江综合,http://58.144.234.4/live2.rxip.sc96655.com/live/njzh_4000.m3u8?E=&U=&A=&K=&P=&S=
宁南综合,http://58.144.234.4/live2.rxip.sc96655.com/live/nnt_4000.m3u8?E=&U=&A=&K=&P=&S=
攀钢新闻综合,http://58.144.234.4/live2.rxip.sc96655.com/live/pgxwzh_2000.m3u8?E=&U=&A=&K=&P=&S=
攀枝花新闻综合,http://58.144.234.4/live2.rxip.sc96655.com/live/pzhytH265_4000.m3u8?E=&U=&A=&K=&P=&S=
彭山综合,http://58.144.234.4/live2.rxip.sc96655.com/live/pszh_2000.m3u8?E=&U=&A=&K=&P=&S=
彭州综合,http://58.144.234.4/live2.rxip.sc96655.com/live/pzxwzh_2000.m3u8?E=&U=&A=&K=&P=&S=
蓬安综合,http://58.144.234.4/live2.rxip.sc96655.com/live/pazh_2000.m3u8?E=&U=&A=&K=&P=&S=
蓬溪新闻综合,http://58.144.234.4/live2.rxip.sc96655.com/live/pxxw_2000.m3u8?E=&U=&A=&K=&P=&S=
平昌综合,http://58.144.234.4/live2.rxip.sc96655.com/live/pcxw_2000.m3u8?E=&U=&A=&K=&P=&S=
平武综合,http://58.144.234.4/live2.rxip.sc96655.com/live/pwgq_4000.m3u8?E=&U=&A=&K=&P=&S=
屏山综合,http://58.144.234.4/live2.rxip.sc96655.com/live/psxwzh_2000.m3u8?E=&U=&A=&K=&P=&S=
蒲江综合,http://58.144.234.4/live2.rxip.sc96655.com/live/pjxw_4000.m3u8?E=&U=&A=&K=&P=&S=
普格综合,http://58.144.234.4/live2.rxip.sc96655.com/live/pgt_4000.m3u8?E=&U=&A=&K=&P=&S=
前锋,http://58.144.234.4/live2.rxip.sc96655.com/live/qfxw_2000.m3u8?E=&U=&A=&K=&P=&S=
青白江综合,http://58.144.234.4/live2.rxip.sc96655.com/live/qbjxwzh_2000.m3u8?E=&U=&A=&K=&P=&S=
青川综合,http://58.144.234.4/live2.rxip.sc96655.com/live/qcxwzhH265_4000.m3u8?E=&U=&A=&K=&P=&S=
青神综合,http://58.144.234.4/live2.rxip.sc96655.com/live/qszh_2000.m3u8?E=&U=&A=&K=&P=&S=
渠县新闻综合,http://58.144.234.4/live2.rxip.sc96655.com/live/qxxwzh_2000.m3u8?E=&U=&A=&K=&P=&S=
仁和新闻,http://58.144.234.4/live2.rxip.sc96655.com/live/rhxwH264_2000.m3u8?E=&U=&A=&K=&P=&S=
荣县综合,http://58.144.234.4/live2.rxip.sc96655.com/live/rxzh_2000.m3u8?E=&U=&A=&K=&P=&S=
三台TV,http://58.144.234.4/live2.rxip.sc96655.com/live/stxwHD_2000.m3u8?E=&U=&A=&K=&P=&S=
射洪综合,http://58.144.234.4/live2.rxip.sc96655.com/live/shzhH264_2000.m3u8?E=&U=&A=&K=&P=&S=
石棉,http://58.144.234.4/live2.rxip.sc96655.com/live/smxwzh_2000.m3u8?E=&U=&A=&K=&P=&S=
什邡新闻综合,http://58.144.234.4/live2.rxip.sc96655.com/live/sfx_2000.m3u8?E=&U=&A=&K=&P=&S=
双流综合,http://58.144.234.4/live2.rxip.sc96655.com/live/slgq_2000.m3u8?E=&U=&A=&K=&P=&S=
松潘,http://58.144.234.4/live2.rxip.sc96655.com/live/spxwzhpdH264_2000.m3u8?E=&U=&A=&K=&P=&S=
遂宁综合,http://58.144.234.4/live2.rxip.sc96655.com/live/snxwzhHDH265_4000.m3u8?E=&U=&A=&K=&P=&S=
天全新闻,http://58.144.234.4/live2.rxip.sc96655.com/live/tqzh_2000.m3u8?E=&U=&A=&K=&P=&S=
通川区,http://58.144.234.4/live2.rxip.sc96655.com/live/xcxwzhH264_2000.m3u8?E=&U=&A=&K=&P=&S=
通江综合,http://58.144.234.4/live2.rxip.sc96655.com/live/tjxwH265_4000.m3u8?E=&U=&A=&K=&P=&S=
万源,http://58.144.234.4/live2.rxip.sc96655.com/live/wyxwzh_2000.m3u8?E=&U=&A=&K=&P=&S=
旺苍新闻综合,http://58.144.234.4/live2.rxip.sc96655.com/live/wcxwzhH265_4000.m3u8?E=&U=&A=&K=&P=&S=
温江综合频道,http://58.144.234.4/live2.rxip.sc96655.com/live/wjytH264_2000.m3u8?E=&U=&A=&K=&P=&S=
武胜综合,http://58.144.234.4/live2.rxip.sc96655.com/live/wsxw_2000.m3u8?E=&U=&A=&K=&P=&S=
五通桥,http://58.144.234.4/live2.rxip.sc96655.com/live/wtqxwzh_2000.m3u8?E=&U=&A=&K=&P=&S=
西昌,http://58.144.234.4/live2.rxip.sc96655.com/live/xctHD_2000.m3u8?E=&U=&A=&K=&P=&S=
西充综合,http://58.144.234.4/live2.rxip.sc96655.com/live/xczh_2000.m3u8?E=&U=&A=&K=&P=&S=
喜德,http://58.144.234.4/live2.rxip.sc96655.com/live/xdxw_4000.m3u8?E=&U=&A=&K=&P=&S=
新都综合,http://58.144.234.4/live2.rxip.sc96655.com/live/xdzhpd_2000.m3u8?E=&U=&A=&K=&P=&S=
新津,http://58.144.234.4/live2.rxip.sc96655.com/live/xjzh_4000.m3u8?E=&U=&A=&K=&P=&S=
兴文电视台,http://58.144.234.4/live2.rxip.sc96655.com/live/xwt_2000.m3u8?E=&U=&A=&K=&P=&S=
叙永电视台,http://58.144.234.4/live2.rxip.sc96655.com/live/xyxw_2000.m3u8?E=&U=&A=&K=&P=&S=
叙州新闻综合,http://58.144.234.4/live2.rxip.sc96655.com/live/ybx_2000.m3u8?E=&U=&A=&K=&P=&S=
宣汉综合,http://58.144.234.4/live2.rxip.sc96655.com/live/xhxwzh_2000.m3u8?E=&U=&A=&K=&P=&S=
雅安公共,http://58.144.234.4/live2.rxip.sc96655.com/live/yagg_2000.m3u8?E=&U=&A=&K=&P=&S=
雅安新闻综合,http://58.144.234.4/live2.rxip.sc96655.com/live/yazh_2000.m3u8?E=&U=&A=&K=&P=&S=
雅安雨城,http://58.144.234.4/live2.rxip.sc96655.com/live/ycpd_2000.m3u8?E=&U=&A=&K=&P=&S=
盐边电视台,http://58.144.234.4/live2.rxip.sc96655.com/live/ybtgq_2000.m3u8?E=&U=&A=&K=&P=&S=
盐亭1,http://58.144.234.4/live2.rxip.sc96655.com/live/ytzh_2000.m3u8?E=&U=&A=&K=&P=&S=
雁江,http://58.144.234.4/live2.rxip.sc96655.com/live/yjxw_2000.m3u8?E=&U=&A=&K=&P=&S=
仪陇新闻综合,http://58.144.234.4/live2.rxip.sc96655.com/live/ylxw_2000.m3u8?E=&U=&A=&K=&P=&S=
宜宾公共,http://58.144.234.4/live2.rxip.sc96655.com/live/ybetH264_2000.m3u8?E=&U=&A=&K=&P=&S=
宜宾新闻综合,http://58.144.234.4/live2.rxip.sc96655.com/live/ybytH264_2000.m3u8?E=&U=&A=&K=&P=&S=
营山,http://58.144.234.4/live2.rxip.sc96655.com/live/ysxw_2000.m3u8?E=&U=&A=&K=&P=&S=
越西综合,http://58.144.234.4/live2.rxip.sc96655.com/live/yxt_4000.m3u8?E=&U=&A=&K=&P=&S=
岳池,http://58.144.234.4/live2.rxip.sc96655.com/live/ycxw_2000.m3u8?E=&U=&A=&K=&P=&S=
昭化综合,http://58.144.234.4/live2.rxip.sc96655.com/live/zhxwzh_2000.m3u8?E=&U=&A=&K=&P=&S=
中江新闻综合,http://58.144.234.4/live2.rxip.sc96655.com/live/zjxwzh_2000.m3u8?E=&U=&A=&K=&P=&S=
资阳新闻综合,http://58.144.234.4/live2.rxip.sc96655.com/live/zyxwzh_2000.m3u8?E=&U=&A=&K=&P=&S=
资中综合,http://58.144.234.4/live2.rxip.sc96655.com/live/zzzh_2000.m3u8?E=&U=&A=&K=&P=&S=
自贡文化生活,http://58.144.234.4/live2.rxip.sc96655.com/live/zggg_4000.m3u8?E=&U=&A=&K=&P=&S=
自贡综合,http://58.144.234.4/live2.rxip.sc96655.com/live/zgxw_4000.m3u8?E=&U=&A=&K=&P=&S=
郫县新闻综合,http://58.144.234.4/live2.rxip.sc96655.com/live/pxds1_2000.m3u8?E=&U=&A=&K=&P=&S=
荥经电视台,http://58.144.234.4/live2.rxip.sc96655.com/live/xjdst_2000.m3u8?E=&U=&A=&K=&P=&S=
阆中综合,http://58.144.234.4/live2.rxip.sc96655.com/live/lzxw_2000.m3u8?E=&U=&A=&K=&P=&S=
沐川综合,http://58.144.234.4/live2.rxip.sc96655.com/live/mcxw_2000.m3u8?E=&U=&A=&K=&P=&S=
泸定综合频道,http://58.144.234.4/live2.rxip.sc96655.com/live/ldxw_4000.m3u8?E=&U=&A=&K=&P=&S=
泸县综合,http://58.144.234.4/live2.rxip.sc96655.com/live/lxxwzh_2000.m3u8?E=&U=&A=&K=&P=&S=
泸州公共,http://58.144.234.4/live2.rxip.sc96655.com/live/lzgg_2000.m3u8?E=&U=&A=&K=&P=&S=
珙县新闻,http://58.144.234.4/live2.rxip.sc96655.com/live/gxzh_2000.m3u8?E=&U=&A=&K=&P=&S=
梓潼综合,http://58.144.234.4/live2.rxip.sc96655.com/live/ztgq_2000.m3u8?E=&U=&A=&K=&P=&S=
犍为新闻综合,http://58.144.234.4/live2.rxip.sc96655.com/live/qwxwzh_2000.m3u8?E=&U=&A=&K=&P=&S=
筠连TV,http://58.144.234.4/live2.rxip.sc96655.com/live/ylyt_2000.m3u8?E=&U=&A=&K=&P=&S=
CGTN-俄语,http://58.144.234.4/live2.rxip.sc96655.com/live/ey_2000.m3u8?E=&U=&A=&K=&P=&S=
CGTN-法语,http://58.144.234.4/live2.rxip.sc96655.com/live/fy_2000.m3u8?E=&U=&A=&K=&P=&S=
CGTN-西语,http://58.144.234.4/live2.rxip.sc96655.com/live/xbyy_2000.m3u8?E=&U=&A=&K=&P=&S=
CGTN-英语,http://58.144.234.4/live2.rxip.sc96655.com/live/CGTN_4000.m3u8?E=&U=&A=&K=&P=&S=
风尚购物,http://58.144.234.4/live2.rxip.sc96655.com/live/fsgw_4000.m3u8?E=&U=&A=&K=&P=&S=
家家购物,http://58.144.234.4/live2.rxip.sc96655.com/live/jjgw_4000.m3u8?E=&U=&A=&K=&P=&S=
家有购物,http://58.144.234.4/live2.rxip.sc96655.com/live/jygw_4000.m3u8?E=&U=&A=&K=&P=&S=
央广购物,http://58.144.234.4/live2.rxip.sc96655.com/live/yggwgq_4000.m3u8?E=&U=&A=&K=&P=&S=
优购物,http://58.144.234.4/live2.rxip.sc96655.com/live/ygw_4000.m3u8?E=&U=&A=&K=&P=&S=
翡翠台字幕,http://mytv.cdn.loc.cc/o12.php?id=fct
明珠台字幕,http://mytv.cdn.loc.cc/o12.php?id=mzt
翡翠台4K(多音轨字幕),https://o11.163189.xyz/stream/tvb/fct4k/
翡翠台(多音轨字幕),https://o11.163189.xyz/stream/tvb/fct/
TVB PLUS(多音轨字幕),https://o11.163189.xyz/stream/tvb/tvbp/
明珠台(多音轨字幕),https://o11.163189.xyz/stream/tvb/mzt/
华丽翡翠台(多音轨字幕),https://o11.163189.xyz/stream/live/hlt/
华丽翡翠台(新加坡),https://o11.163189.xyz/stream/live/jade/
千禧经典台,https://o11.163189.xyz/stream/live/tvbc/
天映频道,https://o11.163189.xyz/stream/live/typd/
天映经典,https://o11.163189.xyz/stream/live/ccm/
翡翠台4K,https://cdn6.163189.xyz/163189/fct4k
翡翠台4K,https://o11.163189.xyz/stream/tvb/fct4k/
凤凰资讯Bxtv,http://rihou.cc:555/tv/[Bx]凤凰资讯
凤凰香港Bxtv,http://rihou.cc:555/tv/[Bx]凤凰香港
无线翡翠Bxtv,http://rihou.cc:555/tv/[Bx]无线翡翠
无线明珠Bxtv,http://rihou.cc:555/tv/[Bx]无线明珠
无线千禧Bxtv,http://rihou.cc:555/tv/[Bx]无线千禧
无线赛马Bxtv,http://rihou.cc:555/tv/[Bx]无线赛马
有线新闻Mttv,http://rihou.cc:555/tv/[Mt]有线新闻
无线新闻Mttv,http://rihou.cc:555/tv/[Mt]无线新闻
Now新闻Mttv,http://rihou.cc:555/tv/[Mt]Now新闻
无线翡翠Mttv,http://rihou.cc:555/tv/[Mt]无线翡翠
无线明珠Mttv,http://rihou.cc:555/tv/[Mt]无线明珠
有线赛讯Mttv,http://rihou.cc:555/tv/[Mt]有线赛讯
有线综合Mttv,http://rihou.cc:555/tv/[Mt]有线综合
Plus综合Mttv,http://rihou.cc:555/tv/[Mt]Plus综合
Now财经Mttv,http://rihou.cc:555/tv/[Mt]Now财经
Now直播Mttv,http://rihou.cc:555/tv/[Mt]Now直播
Now体育Mttv,http://rihou.cc:555/tv/[Mt]Now体育
VIUTV'壹Mttv,http://rihou.cc:555/tv/[Mt]VIUTV壹
VIUTV'贰Mttv,http://rihou.cc:555/tv/[Mt]VIUTV贰
VIUTV'粤Mttv,http://rihou.cc:555/tv/[Mt]VIUTV粤
VIUTV'英Mttv,http://rihou.cc:555/tv/[Mt]VIUTV英
RTHK-31Mttv,http://rihou.cc:555/tv/[Mt]RTHK-31
凤凰中文Bxtv,http://rihou.cc:555/tv/[Bx]凤凰中文
TVBS,http://61.221.215.25:8800/hls/9/index.m3u8
阳光佳乐台(备),https://live.ottiptv.cc/huya/11602086
星空娱家台,http://yylunbo.ottiptv.cc/yy/1450556636
星河戏剧台,http://yylunbo.ottiptv.cc/yy/1382736807
星河华剧台,http://php.jdshipin.com:8880/TVOD/iptv.php?id=aod
星河功夫台,http://yylunbo.ottiptv.cc/bilibili/2506186
星河影剧台,http://yylunbo.ottiptv.cc/bilibili/27719619
星空电视剧台,http://yylunbo.ottiptv.cc/yy/1354952229
风云家乐台,http://yylunbo.ottiptv.cc/yy/1382736903
翡翠台-CH1,http://php.jdshipin.com/TVOD/iptv.php?id=fct3
翡翠台-CH2,http://php.jdshipin.com/TVOD/iptv.php?id=fct
翡翠台-CH3,http://hls.168.us.kg/u/81/master.m3u8
无线新闻,http://php.jdshipin.com:8880/smt.php?id=inews_twn
无线新闻 - CH07,https://smt.1678520.xyz/smt3.2.1.php?id=inews_twn
娱乐新闻,http://php.jdshipin.com/TVOD/iptv.php?id=tvbylxw
华丽翡翠台,http://cdn10.163189.xyz/163189/jade
香港翡翠台,http://php.jdshipin.com/smt.php?id=jade_twn
香港翡翠-黄金台,http://php.jdshipin.com/smt.php?id=Tvbjade
无线功夫,http://php.jdshipin.com/TVOD/iptv.php?id=yzwx
POPC,http://bxtv.3a.ink/api.php?id=popc
NOW 新闻台,http://cdn.163189.xyz/163189/now
NOW 财经台,http://hls.168.us.kg/u/333/master.m3u8
NOW 直播台,http://hls.168.us.kg/u/331/master.m3u8
TVB PLUS,https://smt.1678520.xyz/smt3.2.1.php?id=j2_twn
TVB星河国语,http://cdn10.163189.xyz/163189/xinghe
HOY76 频道,http://hls.168.us.kg/u/76/master.m3u8
HOY78 频道,http://hls.168.us.kg/u/78/master.m3u8
翡翠台,http://rihou.cc:555/tv/[Pd]无线翡翠
翡翠台,http://php.jdshipin.com:8880/smt.php?id=jade_twn
明珠台,http://hls.168.us.kg/u/84/master.m3u8
明珠台,http://rihou.cc:555/tv/[Pd]无线明珠
明珠台,http://php.jdshipin.com/PLTV/iptv.php?id=mzt
TVB1,https://6.cdn.loc.cc/163189.php?id=tvb1
TVBJ1,http://php.jdshipin.com/TVOD/iptv.php?id=j1
TVBJ1,https://6.cdn.loc.cc/163189.php?id=j1
TVB plus,http://php.jdshipin.com:8880/TVOD/iptv.php?id=tvbp
TVB plus,http://bxtv.3a.ink/api.php?id=tvbp
TVB plus,https://cdn6.163189.xyz/163189/tvbp
TVB星河,http://rihou.cc:555/tv/[Pd]无线星河
TVB星河,http://rihou.cc:555/tv/[PL]无线星河
TVB千禧经典,http://bxtv.3a.ink/api.php?id=qxjd
TVB千禧经典,http://php.jdshipin.com/smt.php?id=Tvbclassic
TVB娱乐新闻台,http://rihou.cc:555/tv/[PL]无线娱乐
ViuTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv2
RHK31,http://php.jdshipin.com/TVOD/iptv.php?id=rthk31
RHK31,http://rihou.cc:555/tv/[PL]RTHK-31
RHK32,http://php.jdshipin.com:8880/TVOD/iptv.php?id=rthk32
RHK32,http://rihou.cc:555/tv/[PL]RTHK-32
RHK32,http://php.jdshipin.com/TVOD/iptv.php?id=rthk32
无线新闻台,http://bxtv.3a.ink/api.php?id=wxxw
凤凰中文HD,http://rihou.cc:555/tv/[PL]凤凰中文
凤凰中文HD,http://bxtv.3a.ink/api.php?id=fhzw
凤凰资讯HD,http://rihou.cc:555/tv/[PL]凤凰资讯
凤凰资讯HD,http://php.jdshipin.com:8880/smt.php?id=phoenixinfo_hd
凤凰香港台,http://rihou.cc:555/tv/[PL]凤凰香港
镜新闻,https://d36dgdk71xuzzg.cloudfront.net/v1/manifest/3a2ac8e6b6c76471996ebf627393d9c9417a60b6/linetv-6-627778910172-MediaTailor-production/c9b2313d-efdd-4777-9fae-573be8a86755/0.m3u8
镜新闻,http://rihou.cc:555/tv/[Hk]%E9%97%BD%E9%95%9C%E6%96%B0%E9%97%BB
欧洲华文电视台1,http://oh.eztv.vip/live/eztv1.m3u8
澳视Macau,http://php.jdshipin.com/TVOD/iptv.php?id=as
星空卫视,http://iot-mqqt.111yao.cn:8080/live/diyp_xingkong.m3u8
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct2
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct3
翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=fct4
明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt
明珠台,http://php.jdshipin.com/TVOD/iptv.php?id=mzt2
翡翠台北美版(TVB J1),http://php.jdshipin.com/TVOD/iptv.php?id=j1
TVB J1,http://php.jdshipin.com/TVOD/iptv.php?id=tvbj1
TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=j2
TVB Plus,http://php.jdshipin.com/TVOD/iptv.php?id=tvbp
无线新闻,http://php.jdshipin.com/TVOD/iptv.php?id=tvbxw
无线新闻,http://php.jdshipin.com/TVOD/iptv.php?id=wxxwt
VIUTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv
VIUTV,http://php.jdshipin.com/TVOD/iptv.php?id=viutv2
HOY TV,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv
HOY TV,http://php.jdshipin.com/TVOD/iptv.php?id=hoytv2
HOY剧集台,http://cdn.163189.xyz/163189/hoyjj
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw
凤凰中文,http://php.jdshipin.com/TVOD/iptv.php?id=fhzw2
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx
凤凰资讯,http://php.jdshipin.com/TVOD/iptv.php?id=fhzx2
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk
凤凰香港,http://php.jdshipin.com/TVOD/iptv.php?id=fhhk2
美亚电影,http://php.jdshipin.com/TVOD/iptv.php?id=meiya
重温经典,http://php.jdshipin.com/TVOD/iptv.php?id=cwjd
广东珠江,http://php.jdshipin.com/TVOD/iptv.php?id=gdzj
广东体育,http://php.jdshipin.com/TVOD/iptv.php?id=gdty
澳视澳门,http://php.jdshipin.com/TVOD/iptv.php?id=asam
澳视卫星,http://php.jdshipin.com/TVOD/iptv.php?id=as
澳门体育,http://cdn6.163189.xyz/163189/amty
澳门综艺,http://cdn6.163189.xyz/163189/amzy
澳门莲花,http://cdn6.163189.xyz/163189/amlh
RTHK31,http://php.jdshipin.com/TVOD/iptv.php?id=rthk31
RTHK32,http://php.jdshipin.com/TVOD/iptv.php?id=rthk32
CCTV1港澳版,http://php.jdshipin.com/TVOD/iptv.php?id=rthk33
八度空间,http://cdn6.163189.xyz/163189/8tv
CH5,http://cdn6.163189.xyz/163189/ch5
CH8,http://cdn6.163189.xyz/163189/ch8
CHU,http://cdn6.163189.xyz/163189/chu
龙华电影,http://cdn8.163189.xyz/163189/lhdy
龙华经典,http://cdn8.163189.xyz/163189/lhjd
龙华卡通,http://cdn8.163189.xyz/163189/lhkt
龙华偶像,http://cdn8.163189.xyz/163189/lhox
龙华日韩,http://cdn8.163189.xyz/163189/lhrh
龙华戏剧,http://cdn8.163189.xyz/163189/lhxj
龙华洋片,http://cdn8.163189.xyz/163189/lhyp
翡翠台,http://php.jdshipin.com/smt.php?id=jade_twn
华丽翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=huali
无线新闻台,http://php.jdshipin.com/smt.php?id=inews_twn
TVB星河,http://php.jdshipin.com/TVOD/iptv.php?id=tvbxh
千禧经典台,http://php.jdshipin.com/TVOD/iptv.php?id=tvbc
TVB娱乐新闻台,http://php.jdshipin.com/smt.php?id=Tvbentertainment
HOY资讯台,http://php.jdshipin.com:8880/smt.php?id=hoycaijing_twn
天映频道,http://php.jdshipin.com/smt.php?id=Celestial
天映经典,http://php.jdshipin.com/smt.php?id=Celestial2
Astro AOD,http://php.jdshipin.com/TVOD/iptv.php?id=aod
Astro AEC,http://php.jdshipin.com/smt.php?id=AEC
爱奇艺,http://php.jdshipin.com/smt.php?id=Qiyi
Astro QJ,http://php.jdshipin.com/smt.php?id=Quanjia
Astro欢喜台,http://php.jdshipin.com/smt.php?id=Huahee
八度空间,http://php.jdshipin.com/smt.php?id=TV8
华丽翡翠台,http://php.jdshipin.com/TVOD/iptv.php?id=huali2
亚洲武侠,http://php.jdshipin.com/TVOD/iptv.php?id=yzwx
TVB生活台,http://php.jdshipin.com/TVOD/iptv.php?id=tvbsh
TVB娱乐新闻台,http://php.jdshipin.com/TVOD/iptv.php?id=tvbylxw
无线新闻台,http://php.jdshipin.com/TVOD/iptv.php?id=wxxw
TVB星河,http://php.jdshipin.com/TVOD/iptv.php?id=xinghe
NOW新闻台,https://cdn.163189.xyz/163189/now
翡翠台(字幕),https://mytv.cdn.loc.cc/o12.php?id=fct
明珠台(字幕),https://mytv.cdn.loc.cc/o12.php?id=mzt
翡翠剧集台,https://6.cdn.loc.cc/163189.php?id=tvbd
CCTV13,http://cdn3.163189.xyz/163189/cctv13
第一财经,http://cdn3.163189.xyz/163189/dycj
五星体育,http://cdn3.163189.xyz/163189/wxty
海峡卫视,http://cdn3.163189.xyz/163189/hxws
Astro AOD(多音轨字幕),https://o11.163189.xyz/stream/live/aod/
Astro AEC(多音轨字幕),https://o11.163189.xyz/stream/live/aec/
Astro QJ(多音轨字幕),https://o11.163189.xyz/stream/live/qj/
TVB星河(多音轨字幕),https://o11.163189.xyz/stream/live/tvbxh/
爱奇艺,https://o11.163189.xyz/stream/live/iqiyi/
ASTRO-HD,https://smt.1678520.xyz/smt3.2.1.php?id=Aodhd
ASTRO-AEC,https://smt.1678520.xyz/smt3.2.1.php?id=AEC
ASTRO-欢喜台,http://php.jdshipin.com/smt.php?id=Huahee
ASTRO-QJ,https://smt.1678520.xyz/smt3.2.1.php?id=Quanjia
Astro AOD,http://php.jdshipin.com/smt.php?id=Aodhd
