采集_港台三级,#genre#
婚前试爱,https://v8.qdhdcate.com/yyv8/202310/09/gP23U1ZxYx1/video/index.m3u8
妲己传,https://v8.qdhdcate.com/yyv8/202310/09/jwZi3RCmNz1/video/index.m3u8
好色妖姬杨贵妃,https://v8.qdhdcate.com/yyv8/202310/09/i5FxLTzBnb1/video/index.m3u8
古本素女真经,https://v8.qdhdcate.com/yyv8/202310/09/1Zr4PzFAEa1/video/index.m3u8
处女思春,https://v8.qdhdcate.com/yyv8/202310/09/9L6BwrU8C41/video/index.m3u8
国产金鸡,https://v8.qdhdcate.com/yyv8/202310/09/aPUedhsGEK1/video/index.m3u8
处女情仇,https://v8.qdhdcate.com/yyv8/202310/09/r7Wvzcq6nM1/video/index.m3u8
帮帮我，爱神,https://v8.qdhdcate.com/yyv8/202310/09/a2SqAnzcSf1/video/index.m3u8
困着她的心灵,https://v8.qdhdcate.com/yyv8/202310/09/ASd3ik84hQ1/video/index.m3u8
历代名妓：红楼残梦之董小宛,https://v8.qdhdcate.com/yyv8/202310/09/caDrPLPzaP1/video/index.m3u8
和尚的一场春梦,https://v8.qdhdcate.com/yyv8/202310/09/QpBzE03f5A1/video/index.m3u8
处女奇兵,https://v8.qdhdcate.com/yyv8/202310/09/g7YFexWCnk1/video/index.m3u8
红灯区,https://v8.qdhdcate.com/yyv8/202310/09/heW4STVHKj1/video/index.m3u8
冷面杀机,https://v8.qdhdcate.com/yyv8/202310/09/qpGp5QUfFW1/video/index.m3u8
勾魂恶梦,https://v8.qdhdcate.com/yyv8/202310/09/na8BBw8Dsm1/video/index.m3u8
卡拉OK之恋,https://v8.qdhdcate.com/yyv8/202310/09/K2LaRqYtZd1/video/index.m3u8
历代名妓：悲落叶之柳如是,https://v8.qdhdcate.com/yyv8/202310/09/accJnmMtfu1/video/index.m3u8
勾魂夜合花,https://v8.qdhdcate.com/yyv8/202310/09/YALMSmEFHc1/video/index.m3u8
军阀趣史,https://v8.qdhdcate.com/yyv8/202310/09/aduwjmWCe61/video/index.m3u8
东方之珠的风流家族,https://v8.qdhdcate.com/yyv8/202310/09/pJpQzBqkQ81/video/index.m3u8
公海强奸风暴,https://v8.qdhdcate.com/yyv8/202310/09/Ss1TULVvt21/video/index.m3u8
初夜佳人,https://v8.qdhdcate.com/yyv8/202310/09/VQJTtZa4Nj1/video/index.m3u8
催花之狼,https://v8.qdhdcate.com/yyv8/202310/09/8G7vaW1wfb1/video/index.m3u8
丹麦娇娃,https://v8.qdhdcate.com/yyv8/202310/09/8UgkYfxqAk1/video/index.m3u8
古惑仔：以淫为快,https://v8.qdhdcate.com/yyv8/202310/09/JtAhQEGV2y1/video/index.m3u8
洞房初夜,https://v8.qdhdcate.com/yyv8/202310/09/eEcbPeVdYE1/video/index.m3u8
羔羊医生,https://v8.qdhdcate.com/yyv8/202310/09/E6zQ6GEJiY1/video/index.m3u8
丛林快活女,https://v8.qdhdcate.com/yyv8/202310/09/6f4DrSakf31/video/index.m3u8
军妓慰安妇,https://v8.qdhdcate.com/yyv8/202310/09/nk1xdE2g291/video/index.m3u8
赤裸羔羊,https://v8.qdhdcate.com/yyv8/202310/09/M0MqKv49rE1/video/index.m3u8
97风流梦,https://v8.qdhdcate.com/yyv8/202310/09/dqXGRiYTB51/video/index.m3u8
二奶村之杀夫,https://v8.qdhdcate.com/yyv8/202310/09/mwBqaL9cMA1/video/index.m3u8
超级床上接班人,https://v8.qdhdcate.com/yyv8/202310/09/zhixgmsGW41/video/index.m3u8
不羁的心,https://v8.qdhdcate.com/yyv8/202310/09/4hZWyquxDX1/video/index.m3u8
赶尸艳谈,https://v8.qdhdcate.com/yyv8/202310/08/LpTwmSy5WY1/video/index.m3u8
赤足惊魂,https://v8.qdhdcate.com/yyv8/202310/09/cDajW9VHeh1/video/index.m3u8
高潮,https://v8.qdhdcate.com/yyv8/202310/08/uTC59y83z71/video/index.m3u8
赤裸迷情,https://v8.qdhdcate.com/yyv8/202310/09/YQ92z5FSVs1/video/index.m3u8
豪情夜生活,https://v8.qdhdcate.com/yyv8/202310/09/XPvT43mYY21/video/index.m3u8
空姐韵谈,https://v8.qdhdcate.com/yyv8/202310/08/K0SW2VWGzd1/video/index.m3u8
樱桃嘴与大鼻子,https://v8.qdhdcate.com/yyv8/202310/06/QLDVHQ6LKw1/video/index.m3u8
情欲房,https://v6.qdhdcate.com/yyv6/202310/01/fHDnYtu0Y11/video/index.m3u8
醉后的玫瑰,https://v8.qdhdcate.com/yyv8/202310/06/iA8QfVnE8U1/video/index.m3u8
云雨生死恋,https://v8.qdhdcate.com/yyv8/202310/06/kNGBWmEizx1/video/index.m3u8
与鸭共舞,https://v8.qdhdcate.com/yyv8/202310/06/5U8GUrKMYw1/video/index.m3u8
应召名册,https://v8.qdhdcate.com/yyv8/202310/06/xvWkxGS9Ae1/video/index.m3u8
花女破处实录,https://v8.qdhdcate.com/yyv8/202310/08/RNEdjLRATE1/video/index.m3u8
94应召女郎,https://v8.qdhdcate.com/yyv8/202310/06/5TRDJBNfbM1/video/index.m3u8#国语中字$https://v8.qdhdcate.com/yyv8/202310/06/QuqwmGiQhj1/video/index.m3u8
引郎入室,https://v8.qdhdcate.com/yyv8/202310/06/Rmi4PmPCbB1/video/index.m3u8
愈穷愈见鬼,https://v8.qdhdcate.com/yyv8/202310/06/xngBhmbrWx1/video/index.m3u8
慾焰狂情,https://v8.qdhdcate.com/yyv8/202310/06/YLSqLkDnRG1/video/index.m3u8
枕边物语,https://v8.qdhdcate.com/yyv8/202310/06/3DQSbkhgfF1/video/index.m3u8
有罪2017,https://v8.qdhdcate.com/yyv8/202310/06/9ciPg6n0Aj1/video/index.m3u8
最毒妇人心,https://v8.qdhdcate.com/yyv8/202310/06/XybyMwaDv81/video/index.m3u8
欲望街车,https://v8.qdhdcate.com/yyv8/202310/06/fzAGYj10761/video/index.m3u8
樱花劫,https://v8.qdhdcate.com/yyv8/202310/06/V3Bw078pz31/video/index.m3u8
欲望保姆,https://v8.qdhdcate.com/yyv8/202310/06/hkvZT36jCi1/video/index.m3u8
欲海双艳,https://v8.qdhdcate.com/yyv8/202310/06/Lh29YsiKtE1/video/index.m3u8
欲火焚琴,https://v8.qdhdcate.com/yyv8/202310/06/9zhhztTWGy1/video/index.m3u8
欲海夫人,https://v8.qdhdcate.com/yyv8/202310/06/qEQCWTTUBn1/video/index.m3u8
欲火狂情,https://v8.qdhdcate.com/yyv8/202310/06/ZPEvzciWzp1/video/index.m3u8
欲火龙珠,https://v8.qdhdcate.com/yyv8/202310/06/M0TXqYwMuP1/video/index.m3u8
欲海情花,https://v8.qdhdcate.com/yyv8/202310/06/jwus9ceMaZ1/video/index.m3u8
影子缠身,https://v8.qdhdcate.com/yyv8/202310/06/587xZaUsrX1/video/index.m3u8
淫乱三从四德,https://v8.qdhdcate.com/yyv8/202310/06/18UKztmDTi1/video/index.m3u8
淫欲女飞贼,https://v8.qdhdcate.com/yyv8/202310/06/sQUuxS4Ph41/video/index.m3u8
淫童,https://v8.qdhdcate.com/yyv8/202310/06/H9L5SzUyAD1/video/index.m3u8
复仇女,https://v8.qdhdcate.com/yyv8/202310/06/YMU1rxUbg61/video/index.m3u8
玉蒲团现代版,https://v8.qdhdcate.com/yyv8/202310/06/caEBV7E6Ni1/video/index.m3u8
罂粟,https://v8.qdhdcate.com/yyv8/202310/06/TavjGwvBnE1/video/index.m3u8
真奶洍功夫2,https://v8.qdhdcate.com/yyv8/202310/06/iD5hdypCTH1/video/index.m3u8
玉蒲团之淫行无道,https://v8.qdhdcate.com/yyv8/202310/06/94QYjjzdQs1/video/index.m3u8
淫龙斗娇凤,https://v8.qdhdcate.com/yyv8/202310/08/JWqPZc19zu1/video/index.m3u8
艺坛照妖镜之96应召名册,https://v8.qdhdcate.com/yyv8/202310/06/q9KFHyTxtG1/video/index.m3u8
致命女人心,https://v8.qdhdcate.com/yyv8/202310/06/uCmiEVUFTD1/video/index.m3u8
欲海花,https://v8.qdhdcate.com/yyv8/202310/06/nHA0aVuBUF1/video/index.m3u8
追你一世,https://v8.qdhdcate.com/yyv8/202310/06/tzcbSAUtb51/video/index.m3u8
玉蒲团之官人我要,https://v8.qdhdcate.com/yyv8/202310/06/a4suabkT8F1/video/index.m3u8
造爱人间,https://v8.qdhdcate.com/yyv8/202310/06/LZvHkRFdxg1/video/index.m3u8
隐形淫魔之勇擒贵利双柴,https://v8.qdhdcate.com/yyv8/202310/06/GDVQg1U9MY1/video/index.m3u8
野性任务1998,https://v8.qdhdcate.com/yyv8/202310/05/LCv14e2qdk1/video/index.m3u8
香港奇案之强奸,https://v8.qdhdcate.com/yyv8/202310/05/aYAEj4X5uh1/video/index.m3u8
蜜桃成熟时3之蜜桃仙子,https://v8.qdhdcate.com/yyv8/202310/05/mkZ5ZrSsFk1/video/index.m3u8
飞凤春宵,https://v8.qdhdcate.com/yyv8/202310/05/SmnSS5cAGe1/video/index.m3u8
我来自北京,https://v6.qdhdcate.com/yyv6/202309/11/fu6H1yAxPG1/video/index.m3u8
颐和园,https://v8.qdhdcate.com/yyv8/202310/06/mMsAyQF2hX1/video/index.m3u8
镜花风月之六西施泪,https://v8.qdhdcate.com/yyv8/202310/05/qJKyNzSdCU1/video/index.m3u8
淫狼心,https://v8.qdhdcate.com/yyv8/202310/05/xUs133d0JG1/video/index.m3u8
欲火狂蜜修复版,https://v8.qdhdcate.com/yyv8/202310/05/SeK9Tgbr5t1/video/index.m3u8
旺角马场,https://v8.qdhdcate.com/yyv8/202310/05/erZwznnQxQ1/video/index.m3u8
师生畸恋,https://v8.qdhdcate.com/yyv8/202310/05/tAAyLcKfR41/video/index.m3u8
惊天桃色劫,https://v8.qdhdcate.com/yyv8/202310/05/mfiFH7zMTL1/video/index.m3u8
甩皮鬼1992,https://v8.qdhdcate.com/yyv8/202310/05/14LaSD9wFp1/video/index.m3u8
男与女1993,https://v8.qdhdcate.com/yyv8/202310/05/TtMXmEAKb81/video/index.m3u8
猛鬼迫人1985,https://v8.qdhdcate.com/yyv8/202310/05/Rnyt8m6QXL1/video/index.m3u8
1992女性宝鉴,https://v8.qdhdcate.com/yyv8/202310/05/nE6L2nnR1g1/video/index.m3u8
杀奸O娘,https://v8.qdhdcate.com/yyv8/202310/05/7BmVihxHe51/video/index.m3u8
我为卿狂,https://v8.qdhdcate.com/yyv8/202310/05/307gKTM6GG1/video/index.m3u8
情欲陷阱1987,https://v8.qdhdcate.com/yyv8/202310/05/0ms1RqEwqU1/video/index.m3u8
三级七日情,https://v8.qdhdcate.com/yyv8/202310/05/bFPkhH9CLL1/video/index.m3u8
双姝艳,https://v8.qdhdcate.com/yyv8/202310/05/WCFm9Nxkyd1/video/index.m3u8
女机械人1991,https://v8.qdhdcate.com/yyv8/202310/05/vaNf6bDCaD1/video/index.m3u8
兼差女郎,https://v8.qdhdcate.com/yyv8/202310/05/ckS0Z3wEGN1/video/index.m3u8
剑奴,https://v8.qdhdcate.com/yyv8/202310/05/RBiJGEJenw1/video/index.m3u8
夏日狂情,https://v8.qdhdcate.com/yyv8/202310/05/7rhdqy6Hu31/video/index.m3u8
致命的外遇,https://v8.qdhdcate.com/yyv8/202309/14/GeUAzhazTE1/video/index.m3u8
终极猎杀,https://v8.qdhdcate.com/yyv8/202309/14/YjSnahAxRk1/video/index.m3u8
偶遇,https://v8.qdhdcate.com/yyv8/202310/05/xXC4rmXeKv1/video/index.m3u8
整容,https://v8.qdhdcate.com/yyv8/202309/14/8z7qTn4RBM1/video/index.m3u8
足本玉蒲团,https://v8.qdhdcate.com/yyv8/202309/14/N1kyxnqD0a1/video/index.m3u8
正牌韦小宝之奉旨沟女1993,https://v8.qdhdcate.com/yyv8/202309/14/XwgH4Zt09r1/video/index.m3u8
捉奸趣事,https://v8.qdhdcate.com/yyv8/202309/14/UyvDAvdWNJ1/video/index.m3u8
早熟情人,https://v8.qdhdcate.com/yyv8/202309/14/eqYwy3vaCQ1/video/index.m3u8
暂时停止做爱,https://v8.qdhdcate.com/yyv8/202309/14/TEubrjbbwH1/video/index.m3u8
怨妇淫娃疯杀手,https://v8.qdhdcate.com/yyv8/202309/14/4Mf8tNTCYT1/video/index.m3u8
子曰：食色性也,https://v8.qdhdcate.com/yyv8/202309/14/AbbNecs41N1/video/index.m3u8
撞够本,https://v8.qdhdcate.com/yyv8/202309/14/99VefzCfmM1/video/index.m3u8
竹夫人,https://v8.qdhdcate.com/yyv8/202309/14/afyrr6w2Y31/video/index.m3u8
原始武器1999,https://v8.qdhdcate.com/yyv8/202309/14/NnreR8EcAZ1/video/index.m3u8
占有欲强的女人,https://v8.qdhdcate.com/yyv8/202309/14/4t9zA4Rn811/video/index.m3u8
再试初夜情,https://v8.qdhdcate.com/yyv8/202309/14/jXQFBn4efk1/video/index.m3u8
中港丽人,https://v8.qdhdcate.com/yyv8/202309/14/8ZcdzuJSZ31/video/index.m3u8
中国O记之血腥情人,https://v8.qdhdcate.com/yyv8/202309/14/wefN98Cach1/video/index.m3u8
坐台小姐,https://v8.qdhdcate.com/yyv8/202309/14/CNgVwm6VLx1/video/index.m3u8
中国性戏观,https://v8.qdhdcate.com/yyv8/202309/14/vSREKnShv01/video/index.m3u8
终极强奸2：原始兽性,https://v8.qdhdcate.com/yyv8/202309/14/3WBrsSXbeu1/video/index.m3u8
纵欲聊斋,https://v8.qdhdcate.com/yyv8/202309/14/Ye5733v25e1/video/index.m3u8
制服的挑逗,https://v8.qdhdcate.com/yyv8/202309/14/vtjB3j7RW41/video/index.m3u8
星探,https://v6.qdhdcate.com/yyv6/202309/12/TMVJsxFPNS1/video/index.m3u8
何日金再来,https://v6.qdhdcate.com/yyv6/202309/12/jyXM9u0Z9Y1/video/index.m3u8
巧巧,https://v6.qdhdcate.com/yyv6/202309/12/PGX6jVaGz31/video/index.m3u8
三夫,https://v6.qdhdcate.com/yyv6/202309/12/L7FKmV7tuU1/video/index.m3u8
台北晚九朝五,https://v6.qdhdcate.com/yyv6/202309/12/uqpjktnYnu1/video/index.m3u8#第2部分$https://v6.qdhdcate.com/yyv6/202309/12/bEkT5sPJxW1/video/index.m3u8
玉蒲团2之玉女心经,https://v6.qdhdcate.com/yyv6/202309/16/gSwRtDducD1/video/index.m3u8
