恐怖片,#genre#
小丑镇,https://v11.qdhdcate.com/yyv11/202408/03/UgDs0CzCPr3/video/index.m3u8
恐怖腥乐园,https://v10.qdhdcate.com/yyv10/202407/28/gy9G7NucwL15/video/index.m3u8
囡囡2022,https://v5.qdhdcate.com/yyv5/202408/01/CZuviGViTz7/video/index.m3u8
13次驱魔,https://v5.qdhdcate.com/yyv5/202407/18/7anWrSzL147/video/index.m3u8#恐怖片$https://v9.qdhdcate.com/yyv9/202407/20/j9hBfPNm5518/video/index.m3u8
相机惊魂国语,https://v12.qdhdcate.com/yyv12/202407/26/zMPGLETQCD8/video/index.m3u8
新月,https://v12.qdhdcate.com/yyv12/202408/03/V4w2Ji9zF38/video/index.m3u8
恶魔6,https://v12.qdhdcate.com/yyv12/202407/30/aY6GZnQyQK8/video/index.m3u8
镇尸币,https://v8.qdhdcate.com/yyv8/202407/20/L4NuDHLjkX14/video/index.m3u8
鬼租屋,https://v8.qdhdcate.com/yyv8/202407/30/qYS45zaEiw14/video/index.m3u8
玛克辛,https://v9.qdhdcate.com/yyv9/202407/22/81t88JkJDb18/video/index.m3u8#HD$https://v8.qdhdcate.com/yyv8/202408/02/jCmfMksAxX14/video/index.m3u8
鬼夺婴,https://v12.qdhdcate.com/yyv12/202407/28/A9UeBrFNdn8/video/index.m3u8
鬼天厦,https://v12.qdhdcate.com/yyv12/202408/02/JVescjSnfN8/video/index.m3u8
家庭主妇,https://v12.qdhdcate.com/yyv12/202407/31/qGrAdWgYcK8/video/index.m3u8
妈妈的秘密,https://v9.qdhdcate.com/yyv9/202407/29/rbdfHVNy9a18/video/index.m3u8
荒岭录像,https://v8.qdhdcate.com/yyv8/202407/28/D7QBXNx41014/video/index.m3u8
林中野兽,https://v9.qdhdcate.com/yyv9/202407/29/DSPQnxBTsp18/video/index.m3u8
僵尸新战士粤语,https://v5.qdhdcate.com/yyv5/202408/01/QyKyxWN5wc7/video/index.m3u8
僵尸新战士国语,https://v5.qdhdcate.com/yyv5/202408/01/3FCErpjZfX7/video/index.m3u8
泳池2024,https://v10.qdhdcate.com/yyv10/202407/31/2bWQsXu5UW15/video/index.m3u8
恶灵,https://v1.qdhdcate.com/yyv1/202308/19/VJi6EUVLwB2/video/index.m3u8#HD$https://v8.qdhdcate.com/yyv8/202407/29/7EbrmjHLib14/video/index.m3u8
嗜血旅馆,https://v8.qdhdcate.com/yyv8/202407/29/8PXajBXYmE14/video/index.m3u8
美女试爆场,https://v11.qdhdcate.com/yyv11/202407/26/BHsvm5Qvac3/video/index.m3u8
13号星期五,https://v10.qdhdcate.com/yyv10/202407/29/7wY0iT3gWG15/video/index.m3u8
埃默里维尔实验,https://v5.qdhdcate.com/yyv5/202407/28/Wp3hjCQqw67/video/index.m3u8
新你所不知道的世界,https://v9.qdhdcate.com/yyv9/202407/27/iPEKcTxbxS18/video/index.m3u8
毒娘,https://v12.qdhdcate.com/yyv12/202407/31/9qdJtTFspq8/video/index.m3u8
净化时间,https://v5.qdhdcate.com/yyv5/202407/28/aKfjabUpKq7/video/index.m3u8
地铁惊魂2016,https://v10.qdhdcate.com/yyv10/202407/28/Pr69W2jbd615/video/index.m3u8
恐怖列车,https://v11.qdhdcate.com/yyv11/202407/24/TMiS0qYVbX3/video/index.m3u8
巫术面具,https://v10.qdhdcate.com/yyv10/202406/10/Hw8X524Sgh15/video/index.m3u8#HD$https://v8.qdhdcate.com/yyv8/202407/28/qZ1bjpPZ3Y14/video/index.m3u8
炼狱,https://v11.qdhdcate.com/yyv11/202407/24/eLzgW9X7tn3/video/index.m3u8
恶魔印记,https://v5.qdhdcate.com/yyv5/202407/20/6PAZVRHwgp7/video/index.m3u8
恐怖歌剧,https://v5.qdhdcate.com/yyv5/202407/26/efJEQGg8rJ7/video/index.m3u8
世外桃源2024,https://v5.qdhdcate.com/yyv5/202407/27/zP2dsFnQe87/video/index.m3u8
孪生吸血鬼,https://v5.qdhdcate.com/yyv5/202407/22/SfVSgABBhB7/video/index.m3u8
夺命追随,https://v12.qdhdcate.com/yyv12/202407/27/JFdjNXkDCc8/video/index.m3u8
变身2019,https://v10.qdhdcate.com/yyv10/202407/18/yGccXjJDbv15/video/index.m3u8
71号公寓,https://v10.qdhdcate.com/yyv10/202407/18/tjQY7HVSKh15/video/index.m3u8
养鬼屋,https://v11.qdhdcate.com/yyv11/202407/18/UrtRumgwnp3/video/index.m3u8
王者潮流,https://v10.qdhdcate.com/yyv10/202407/26/vvWd63UTfv15/video/index.m3u8
鬼娃回魂1988,https://v5.qdhdcate.com/yyv5/202407/20/1f6VUdmekN7/video/index.m3u8
致命弯道2003,https://v8.qdhdcate.com/yyv8/202407/20/Ty9z4VJatC14/video/index.m3u8
童使,https://v5.qdhdcate.com/yyv5/202407/23/tSTj7tsCup7/video/index.m3u8
治疗尸,https://v8.qdhdcate.com/yyv8/202407/20/wE8v4H0Py214/video/index.m3u8
童邪,https://v8.qdhdcate.com/yyv8/202407/20/Titj61LeJj14/video/index.m3u8
鲵鱼,https://v10.qdhdcate.com/yyv10/202407/23/Mxrw4qPDhq15/video/index.m3u8
第七日,https://v12.qdhdcate.com/yyv12/202407/23/S6G5CLR9rM8/video/index.m3u8
克林顿鬼道,https://v10.qdhdcate.com/yyv10/202407/05/stRc8FLX6n15/video/index.m3u8
雾,https://v11.qdhdcate.com/yyv11/202407/18/qCqjrHREA03/video/index.m3u8
阴山守陵人,https://v12.qdhdcate.com/yyv12/202407/20/rvegbvgsGB15/video/index.m3u8
替身纸人2,https://v5.qdhdcate.com/yyv5/202407/22/K3ZeEst6447/video/index.m3u8
黎明将逝,https://v11.qdhdcate.com/yyv11/202407/20/2qqvFpjWG53/video/index.m3u8
逆转,https://v8.qdhdcate.com/yyv8/202407/17/TfqiDSv06P14/video/index.m3u8
白蛇传说,https://v1.qdhdcate.com/yyv1/202308/19/k5HBzYhHyQ2/video/index.m3u8#HD$https://v10.qdhdcate.com/yyv10/202407/14/s4Tn2sBwRu15/video/index.m3u8
幽暗哈瓦那,https://v9.qdhdcate.com/yyv9/202407/09/sLZb5nRvcm18/video/index.m3u8
黑林城堡之犬国语,https://v8.qdhdcate.com/yyv8/202407/12/Ce9AVUdSLg14/video/index.m3u8
我仍然知道你去年夏天干了什么国语,https://v12.qdhdcate.com/yyv12/202407/11/zAwpnX9ypH8/video/index.m3u8
恐怖大妈,https://v9.qdhdcate.com/yyv9/202406/30/VzPPwm1NQw18/video/index.m3u8
猛鬼惊吓,https://v11.qdhdcate.com/yyv11/202407/03/yzKW9dqitT3/video/index.m3u8
熊熊燃烧,https://v5.qdhdcate.com/yyv5/202407/05/tbfDMd1NKN7/video/index.m3u8
诅咒船长,https://v12.qdhdcate.com/yyv12/202407/07/pg4jEET9ue8/video/index.m3u8
新教,https://v11.qdhdcate.com/yyv11/202407/05/LdM7jEpqxz3/video/index.m3u8
撒旦定居点,https://v12.qdhdcate.com/yyv12/202407/11/PdUTbwi6vn8/video/index.m3u8
房客2017,https://v8.qdhdcate.com/yyv8/202407/10/eKag1ba9Gb14/video/index.m3u8
活尸的城堡,https://v10.qdhdcate.com/yyv10/202407/16/Hdb3Xxwjpu15/video/index.m3u8
黑林城堡之犬,https://v10.qdhdcate.com/yyv10/202407/13/qyjFrDaA8J15/video/index.m3u8
恐惧药物,https://v8.qdhdcate.com/yyv8/202407/19/GU0jtriBes14/video/index.m3u8
女囚灵,https://v10.qdhdcate.com/yyv10/202407/17/cYgeCiM4su15/video/index.m3u8
卑劣之人,https://v10.qdhdcate.com/yyv10/202407/18/uk34UDEtSC15/video/index.m3u8
沙漠阴影,https://v5.qdhdcate.com/yyv5/202407/07/8nnVUQGHZ47/video/index.m3u8
选举日,https://v12.qdhdcate.com/yyv12/202407/19/F8E24UyMgF18/video/index.m3u8
午夜凶铃：凶铃再现,https://v8.qdhdcate.com/yyv8/202407/18/7pTVWaV70S14/video/index.m3u8
水上乐园杀戮,https://v12.qdhdcate.com/yyv12/202407/05/uLvWJ0WrBK8/video/index.m3u8
捉迷藏2005,https://v5.qdhdcate.com/yyv5/202407/06/t2pVs7EeiN7/video/index.m3u8
司汤达综合征,https://v10.qdhdcate.com/yyv10/202407/17/Tf8w5YWjdX15/video/index.m3u8
人狼游戏：疯狂的狐狸,https://v10.qdhdcate.com/yyv10/202407/05/xvPgnvCDXQ15/video/index.m3u8
咒怨3(美版)国语,https://v12.qdhdcate.com/yyv12/202407/10/LpXKHWRwsw8/video/index.m3u8
恶魔犬,https://v5.qdhdcate.com/yyv5/202407/21/CDzLSPeTTk7/video/index.m3u8
鬼乱5国语,https://v8.qdhdcate.com/yyv8/202407/07/s48fiEs8Yp14/video/index.m3u8
淡季,https://v10.qdhdcate.com/yyv10/202407/09/EiuHXL2spE15/video/index.m3u8
树篱女巫,https://v8.qdhdcate.com/yyv8/202407/09/diLBPe5kJp14/video/index.m3u8
闪灵国语,https://v9.qdhdcate.com/yyv9/202407/07/CHfNX1fY6D18/video/index.m3u8
致命弯道国语,https://v12.qdhdcate.com/yyv12/202407/09/AaAxzjZddV8/video/index.m3u8
灯塔凶机国语,https://v10.qdhdcate.com/yyv10/202407/11/Sij8izTvhi15/video/index.m3u8
鬼作秀2国语,https://v5.qdhdcate.com/yyv5/202407/09/jr56ryqGFQ7/video/index.m3u8
鬼娃回魂2国语,https://v12.qdhdcate.com/yyv12/202407/11/eeyyJuYFwE8/video/index.m3u8
科学怪鱼,https://v8.qdhdcate.com/yyv8/202407/11/6qv9eUh5ui14/video/index.m3u8
诡奇村庄,https://v8.qdhdcate.com/yyv8/202407/11/VgwVyKgFND14/video/index.m3u8
大灰熊,https://v12.qdhdcate.com/yyv12/202407/13/cAVL0HzM1x8/video/index.m3u8
妈妈国语,https://v12.qdhdcate.com/yyv12/202407/10/ptSaZEPj7x8/video/index.m3u8
孤儿怨国语,https://v9.qdhdcate.com/yyv9/202407/09/SkYdqNZbyV18/video/index.m3u8
玩进鬼门关,https://v8.qdhdcate.com/yyv8/202407/06/tX9EWXT1sM14/video/index.m3u8
磨到死,https://v5.qdhdcate.com/yyv5/202407/07/bPmbsfeQYX7/video/index.m3u8
危险小宝贝,https://v8.qdhdcate.com/yyv8/202407/05/L1iFjSiyfH14/video/index.m3u8
源起黑暗,https://v12.qdhdcate.com/yyv12/202407/07/xXZBX9iGdQ8/video/index.m3u8
幽灵船国语,https://v11.qdhdcate.com/yyv11/202407/10/XX1ZAmMgXW3/video/index.m3u8
咒怨2,https://v10.qdhdcate.com/yyv10/202407/07/NCS2tF5FPb15/video/index.m3u8
女哭声国语,https://v5.qdhdcate.com/yyv5/202407/08/JbAPFU6Sc47/video/index.m3u8
狮口惊魂国语,https://v12.qdhdcate.com/yyv12/202407/08/9kdKyYjg1z8/video/index.m3u8
寂静岭国语,https://v12.qdhdcate.com/yyv12/202407/08/W7uyyJTXZu8/video/index.m3u8
禁断动画48,https://v10.qdhdcate.com/yyv10/202407/15/WpfgJWhH3915/video/index.m3u8
人鬼双胞胎国语,https://v9.qdhdcate.com/yyv9/202407/09/xL87jexhVV18/video/index.m3u8
老师的恩惠国语,https://v8.qdhdcate.com/yyv8/202407/08/4tmpA30dmj14/video/index.m3u8
咒怨 录像带版国语,https://v12.qdhdcate.com/yyv12/202407/13/V6cGrhbuWH8/video/index.m3u8
黑暗中的吟唱,https://v11.qdhdcate.com/yyv11/202407/15/yfv0HiUkTu3/video/index.m3u8
鼠王国语,https://v10.qdhdcate.com/yyv10/202407/10/8ATVPFw93L15/video/index.m3u8
鬼妻勿語国语,https://v10.qdhdcate.com/yyv10/202407/10/hZnKXsMMAd15/video/index.m3u8
鬼娃回魂,https://v1.qdhdcate.com/yyv1/202308/19/aCyiAtHyLh2/video/index.m3u8#HD$https://v9.qdhdcate.com/yyv9/202407/10/qikZ9zczwh18/video/index.m3u8
午夜冤灵国语,https://v10.qdhdcate.com/yyv10/202407/11/e4mbK9VT6N15/video/index.m3u8
鬼娃回魂3国语,https://v10.qdhdcate.com/yyv10/202407/10/VHR1x607dr15/video/index.m3u8
尸体沐浴,https://v10.qdhdcate.com/yyv10/202407/11/yFJS4BWe2k15/video/index.m3u8
解剖国语,https://v12.qdhdcate.com/yyv12/202407/12/ydPqbfqqQp8/video/index.m3u8
血腥列车,https://v12.qdhdcate.com/yyv12/202407/13/gYG1qZKQ1b8/video/index.m3u8
灭鼠大战国语,https://v12.qdhdcate.com/yyv12/202407/12/1bL5uLGrsj8/video/index.m3u8
昆池岩国语,https://v8.qdhdcate.com/yyv8/202407/12/1887Xz2Q1p14/video/index.m3u8
超能特警国语,https://v8.qdhdcate.com/yyv8/202407/12/39smhSzWWW14/video/index.m3u8
鬼娃新娘国语,https://v12.qdhdcate.com/yyv12/202407/12/cSu1hr7WtQ8/video/index.m3u8
世界奇妙物語 2010年春之特別篇,https://v10.qdhdcate.com/yyv10/202407/03/LBP5ZHLKdJ15/video/index.m3u8
深郁黑暗,https://v8.qdhdcate.com/yyv8/202406/30/A08PyhUCL914/video/index.m3u8
驱魔大脚怪,https://v12.qdhdcate.com/yyv12/202407/11/WTG4UpVbjZ8/video/index.m3u8
世界奇妙物语 2012年秋之特別篇,https://v10.qdhdcate.com/yyv10/202407/03/mrcLKwCUNC15/video/index.m3u8
世界奇妙物语 2014年春之特别篇,https://v10.qdhdcate.com/yyv10/202407/03/Vs7tDq3TZR15/video/index.m3u8
世界奇妙物语 2012年春之特別篇,https://v5.qdhdcate.com/yyv5/202407/03/AuQ6N4kFL17/video/index.m3u8
世界奇妙物语 25周年春季特别篇 人气漫画家竞演篇,https://v9.qdhdcate.com/yyv9/202407/03/UTEzqH8v4y18/video/index.m3u8
世界奇妙物语 2013年春之特别篇,https://v8.qdhdcate.com/yyv8/202407/03/rYis1QCNdt14/video/index.m3u8
驱魔,https://v10.qdhdcate.com/yyv10/202407/11/7QnsM1erEi15/video/index.m3u8
人道,https://v9.qdhdcate.com/yyv9/202407/03/HtizbeNTR318/video/index.m3u8
世界奇妙物语 2010秋之特别篇,https://v10.qdhdcate.com/yyv10/202407/03/VrAREXFbxu15/video/index.m3u8
衣橱国语,https://v8.qdhdcate.com/yyv8/202407/08/DWV8DuccZv14/video/index.m3u8
秘鲁奥鲁Bhairavakona,https://v10.qdhdcate.com/yyv10/202407/08/NUA9GmaV8K15/video/index.m3u8
造访惊魂,https://v5.qdhdcate.com/yyv5/202406/24/HBButzD7n07/video/index.m3u8
山鬼,https://v10.qdhdcate.com/yyv10/202406/23/fKvYAZWNwV15/video/index.m3u8
卡里加里博士的小屋,https://v10.qdhdcate.com/yyv10/202407/07/gVnVz1BiyU15/video/index.m3u8
恐怖浴室,https://v5.qdhdcate.com/yyv5/202406/23/7mYjmHbiZ37/video/index.m3u8
寂静夜,https://v5.qdhdcate.com/yyv5/202406/28/7FgdzkGfbd7/video/index.m3u8
变身国语,https://v9.qdhdcate.com/yyv9/202407/07/Dtvt2TdZrM18/video/index.m3u8
从暗处来,https://v10.qdhdcate.com/yyv10/202406/29/YL9X4DZefv15/video/index.m3u8
黑暗的反射,https://v10.qdhdcate.com/yyv10/202406/30/c66FcVArG915/video/index.m3u8
阴阳路11：撩鬼攞命,https://v12.qdhdcate.com/yyv12/202407/05/eXgzx3GFuY8/video/index.m3u8
魔人刽子手,https://v11.qdhdcate.com/yyv11/202406/30/fraEzQs7Rk3/video/index.m3u8
豺狼2017,https://v10.qdhdcate.com/yyv10/202407/08/sxQNxkxbfn15/video/index.m3u8
午夜凶铃(美版)国语,https://v12.qdhdcate.com/yyv12/202407/07/f5CeG3vVaY8/video/index.m3u8
苗岭诡事,https://v9.qdhdcate.com/yyv9/202407/06/F4qND58Mrj18/video/index.m3u8
萨拉的入会仪式,https://v10.qdhdcate.com/yyv10/202406/30/mBiUzzceut15/video/index.m3u8
阴阳路17：监房有鬼,https://v9.qdhdcate.com/yyv9/202407/05/hM4zMYxE2a18/video/index.m3u8
阴阳路15：客似魂来,https://v5.qdhdcate.com/yyv5/202407/05/v8iwCjajw47/video/index.m3u8
阴阳路18：鬼上身,https://v12.qdhdcate.com/yyv12/202407/05/sujqETBNTx8/video/index.m3u8
埃塞尔阿姨的万圣节,https://v5.qdhdcate.com/yyv5/202406/30/5kgTc7K59k7/video/index.m3u8
致命录像带,https://v5.qdhdcate.com/yyv5/202406/24/8uhiaEaQS67/video/index.m3u8
折磨1986,https://v8.qdhdcate.com/yyv8/202406/27/8JAJVM3NNZ14/video/index.m3u8
玛拉,https://v11.qdhdcate.com/yyv11/202406/28/bFPjuHt6xV3/video/index.m3u8
退水之后,https://v9.qdhdcate.com/yyv9/202406/26/1X0vJP9JYF18/video/index.m3u8
丧尸出笼：血脉,https://v9.qdhdcate.com/yyv9/202406/24/FMF2j2yBMT18/video/index.m3u8
索命万圣节,https://v9.qdhdcate.com/yyv9/202406/24/Hj6G8pbP5m18/video/index.m3u8
血之召唤,https://v10.qdhdcate.com/yyv10/202406/24/wJJ6UH0xLx15/video/index.m3u8
世界奇妙物语 25周年秋季特别篇 电影导演篇,https://v12.qdhdcate.com/yyv12/202407/02/DvS4w4LHcF8/video/index.m3u8
月光光心慌慌：终结,https://v5.qdhdcate.com/yyv5/202406/24/BC0rEe0aiU7/video/index.m3u8
窗子里的女巫,https://v8.qdhdcate.com/yyv8/202406/28/Qai99mWJuM14/video/index.m3u8
致命录像带3：病毒,https://v10.qdhdcate.com/yyv10/202406/24/iNy8YBV8V215/video/index.m3u8
恐怖玩具,https://v5.qdhdcate.com/yyv5/202406/28/yjYx1UF8Bz7/video/index.m3u8
教皇的驱魔人,https://v9.qdhdcate.com/yyv9/202406/28/82aJ1tmQ9318/video/index.m3u8
FPS,https://v12.qdhdcate.com/yyv12/202407/02/Xnmw1fPpr88/video/index.m3u8
月光光心慌慌：杀戮,https://v11.qdhdcate.com/yyv11/202406/30/MGEA9XR7bU3/video/index.m3u8
精变者,https://v5.qdhdcate.com/yyv5/202406/28/FDwdQBZV3m7/video/index.m3u8
一个人的捉迷藏,https://v2.qdhdcate.com/yyv2/202406/10/TUV52qDJk410/video/index.m3u8
死亡房间,https://v4.qdhdcate.com/yyv4/202406/10/mi71YYJSYm4/video/index.m3u8
月光光心慌慌,https://v1.qdhdcate.com/yyv1/202308/19/hEEwVgBgD32/video/index.m3u8#全集$https://v12.qdhdcate.com/yyv12/202406/03/NXy2WUU05e8/video/index.m3u8#HD$https://v5.qdhdcate.com/yyv5/202406/24/0aYeZfu2TK7/video/index.m3u8
在某人受伤害之前,https://v12.qdhdcate.com/yyv12/202406/24/ssCcTRwbq48/video/index.m3u8
月光光心慌慌4,https://v10.qdhdcate.com/yyv10/202406/24/jWdmEc398015/video/index.m3u8
诡夜迷情,https://v12.qdhdcate.com/yyv12/202406/24/ZYjuq5dTnM8/video/index.m3u8
14个摄像头,https://v6.qdhdcate.com/yyv6/202406/18/5HExna3BfF12/video/index.m3u8
一日暴毙,https://v8.qdhdcate.com/yyv8/202406/25/nW24zw4ZNs14/video/index.m3u8
争产合家欢,https://v9.qdhdcate.com/yyv9/202406/20/3fvBd40LYr18/video/index.m3u8
让我来给你收尸,https://v12.qdhdcate.com/yyv12/202406/28/VX8Ykh9anQ8/video/index.m3u8
午夜废墟,https://v10.qdhdcate.com/yyv10/202406/23/ZKwMRn5B5b15/video/index.m3u8
隔绝之巢,https://v9.qdhdcate.com/yyv9/202406/28/CkiLNY1HGr18/video/index.m3u8
杂交种,https://v1.qdhdcate.com/yyv1/202406/18/ehvSDUFyKu1/video/index.m3u8
悬案追凶,https://v5.qdhdcate.com/yyv5/202406/27/RMjaPYujg77/video/index.m3u8
神秘窥视,https://v11.qdhdcate.com/yyv11/202406/28/f0fNLN4aTG3/video/index.m3u8
大闹广昌隆1993国语,https://v12.qdhdcate.com/yyv12/202406/21/bskvLHm0Ji8/video/index.m3u8
大闹广昌隆1993粤语,https://v5.qdhdcate.com/yyv5/202406/21/fNLt1GxbX57/video/index.m3u8
留住我的灵魂,https://v8.qdhdcate.com/yyv8/202406/21/bkdJC7Eg1L14/video/index.m3u8
腐尸,https://v4.qdhdcate.com/yyv4/202406/15/DLqSau87nZ4/video/index.m3u8
巴尔的摩,https://v5.qdhdcate.com/yyv5/202406/26/72cVdLtPqD7/video/index.m3u8
凶宅幽灵,https://v9.qdhdcate.com/yyv9/202406/23/gvdzuE72mY18/video/index.m3u8
快乐猎杀,https://v1.qdhdcate.com/yyv1/202406/18/wRFtdSMB6D1/video/index.m3u8
阴影之源,https://v8.qdhdcate.com/yyv8/202406/18/FnqsacxmhC14/video/index.m3u8
至死方休,https://v11.qdhdcate.com/yyv11/202406/20/36riUf1SUn3/video/index.m3u8
尸咒,https://v12.qdhdcate.com/yyv12/202404/21/nyKJF8Z7148/video/index.m3u8#官方中字$https://v5.qdhdcate.com/yyv5/202406/23/6bJKRSwsbu7/video/index.m3u8
我心略狂,https://v9.qdhdcate.com/yyv9/202406/19/3ZR1VVrH8D18/video/index.m3u8
阴阳眼之瞳灵公馆,https://v5.qdhdcate.com/yyv5/202406/23/MicHRtL0zu7/video/index.m3u8
猫：看见死亡的双眼,https://v12.qdhdcate.com/yyv12/202406/19/txKrBZCFCj8/video/index.m3u8
血船,https://v8.qdhdcate.com/yyv8/202406/18/VyLSGAQMrT14/video/index.m3u8
诡新娘,https://v5.qdhdcate.com/yyv5/202406/23/FF5BVMdU2w7/video/index.m3u8
黑水巷,https://v12.qdhdcate.com/yyv12/202406/24/ZMAecnzJcS8/video/index.m3u8
伊万娜,https://v12.qdhdcate.com/yyv12/202406/18/G1t2bFhKN98/video/index.m3u8
重启之深渊疑冢,https://v9.qdhdcate.com/yyv9/202406/23/zMT2GxGLrq18/video/index.m3u8
神偷伊克巴尔,https://v8.qdhdcate.com/yyv8/202406/22/CdSD3vXkCX14/video/index.m3u8
危险室友,https://v8.qdhdcate.com/yyv8/202406/22/wzsuwDSEHL14/video/index.m3u8
午夜6号房,https://v12.qdhdcate.com/yyv12/202406/22/U8qcaib1H08/video/index.m3u8
吸血夜惊魂,https://v7.qdhdcate.com/yyv7/202406/15/3VkJ1XE4Nf13/video/index.m3u8
夜夜破胆,https://v8.qdhdcate.com/yyv8/202406/13/bwM7EBthBw14/video/index.m3u8
夺命之爱,https://v10.qdhdcate.com/yyv10/202406/19/nwgk4vA5Qq15/video/index.m3u8
CCTV杀人案件,https://v9.qdhdcate.com/yyv9/202406/12/XL4QVcTNYf18/video/index.m3u8
开学悸,https://v8.qdhdcate.com/yyv8/202406/18/81948nuvDB14/video/index.m3u8
室友,https://v12.qdhdcate.com/yyv12/202406/15/NwB8mEaGeF8/video/index.m3u8
嗜血本性,https://v10.qdhdcate.com/yyv10/202406/15/xFdE5zLWs615/video/index.m3u8
民间憋宝传说,https://v10.qdhdcate.com/yyv10/202406/18/bevpJVH3c115/video/index.m3u8
破胆三次2,https://v6.qdhdcate.com/yyv6/202406/13/MvbS4rpP5C12/video/index.m3u8
古堡守灵人,https://v12.qdhdcate.com/yyv12/202406/17/XnF1FFZ9cH8/video/index.m3u8
解剖,https://v5.qdhdcate.com/yyv5/202406/13/iDb4w62sc87/video/index.m3u8
白井,https://v4.qdhdcate.com/yyv4/202406/14/uZxU43WEUG4/video/index.m3u8
玩具熊的五夜惊魂,https://v11.qdhdcate.com/yyv11/202406/12/fdCuRcQBHV3/video/index.m3u8
荧屏在发光,https://v5.qdhdcate.com/yyv5/202406/17/ZR4cypFN4k7/video/index.m3u8
幽闭空间,https://v3.qdhdcate.com/yyv3/202406/10/euWyJiLhct2/video/index.m3u8
搭车遇狼惊魂记,https://v5.qdhdcate.com/yyv5/202406/11/mKJuPQ1JtB7/video/index.m3u8
十月建造的房屋,https://v3.qdhdcate.com/yyv3/202406/10/raRAzBacJi2/video/index.m3u8
祭坛,https://v12.qdhdcate.com/yyv12/202406/15/7Jr6m17iUF8/video/index.m3u8
疗养怨,https://v8.qdhdcate.com/yyv8/202406/10/WfJEZcghJa14/video/index.m3u8
猛男军中鬼故事2,https://v2.qdhdcate.com/yyv2/202406/14/7S4piRdnuu10/video/index.m3u8
水诡新娘,https://v6.qdhdcate.com/yyv6/202406/13/pbdeL3z3Cd12/video/index.m3u8
灵异恩典,https://v5.qdhdcate.com/yyv5/202406/10/9HLVGBWVN17/video/index.m3u8
残虐你，娱乐我,https://v7.qdhdcate.com/yyv7/202406/09/S7CdFhJxd513/video/index.m3u8
银瀑2：重现,https://v4.qdhdcate.com/yyv4/202406/08/scAxAF6MhD4/video/index.m3u8
黑暗 死亡 可怕,https://v10.qdhdcate.com/yyv10/202406/05/AsMdLSJJmT15/video/index.m3u8
孤岛惊魂2011,https://v9.qdhdcate.com/yyv9/202406/11/SKFX84bGfi18/video/index.m3u8
碟仙,https://v9.qdhdcate.com/yyv9/202406/09/zqAdt8AQuK18/video/index.m3u8
奇怪的夜晚,https://v9.qdhdcate.com/yyv9/202406/11/Xw3kywbHAu18/video/index.m3u8
地狱,https://v1.qdhdcate.com/yyv1/202308/19/1xk3qTqfC22/video/index.m3u8#HD$https://v2.qdhdcate.com/yyv2/202406/06/3TRFLYbgTd10/video/index.m3u8
魔袋谎言,https://v5.qdhdcate.com/yyv5/202406/10/AC818RaJUu7/video/index.m3u8
解除好友2：暗网,https://v3.qdhdcate.com/yyv3/202406/04/8ak2DXszgU2/video/index.m3u8
鬼眼刑警粤语,https://v10.qdhdcate.com/yyv10/202406/04/ikd6VKwzRc15/video/index.m3u8
嗜血派对,https://v10.qdhdcate.com/yyv10/202406/06/L4vqPSCBDk15/video/index.m3u8
愿大家拥有幸福,https://v11.qdhdcate.com/yyv11/202406/07/wxZYudvmDX3/video/index.m3u8
真心话大冒险,https://v8.qdhdcate.com/yyv8/202406/01/E4vjBqy6ix14/video/index.m3u8
死亡占卜2：恶灵始源,https://v7.qdhdcate.com/yyv7/202406/04/NqT3knnEj613/video/index.m3u8
恐惧制造,https://v8.qdhdcate.com/yyv8/202406/07/x2t06gWAwr14/video/index.m3u8
鬼眼刑警国语,https://v10.qdhdcate.com/yyv10/202406/04/3f6qW6zXr015/video/index.m3u8
魔鬼同意令,https://v2.qdhdcate.com/yyv2/202406/01/JPUVRJpXaF10/video/index.m3u8
魔鬼碟仙,https://v6.qdhdcate.com/yyv6/202406/01/p1hqHVfk1r12/video/index.m3u8
十三号星期五：终结篇,https://v3.qdhdcate.com/yyv3/202406/04/8j1fdR4mpM2/video/index.m3u8
鬼妻勿語,https://v11.qdhdcate.com/yyv11/202405/31/HbZaATaJEU3/video/index.m3u8
诡屋惊魂,https://v3.qdhdcate.com/yyv3/202405/27/AZffAgiZ4n2/video/index.m3u8
怒火1984,https://v9.qdhdcate.com/yyv9/202405/29/W0hmGstZzQ18/video/index.m3u8
闹鬼校园,https://v12.qdhdcate.com/yyv12/202405/28/JBvKknNGfG8/video/index.m3u8
去地狱的派对巴士,https://v2.qdhdcate.com/yyv2/202405/29/QVAPCC6AJS10/video/index.m3u8
魔鬼名校,https://v2.qdhdcate.com/yyv2/202405/31/DnpmLTHRi010/video/index.m3u8
马斯特马,https://v3.qdhdcate.com/yyv3/202406/02/BDk4Bdksm32/video/index.m3u8
致命塔罗,https://v2.qdhdcate.com/yyv2/202405/29/pUhtkxdxgz10/video/index.m3u8
地狱屋2：阴曹酒店,https://v3.qdhdcate.com/yyv3/202405/26/DbPU0WjUya2/video/index.m3u8
山村老尸3：恶灵缠身,https://v9.qdhdcate.com/yyv9/202405/29/8VsP68fX4n18/video/index.m3u8
山村老尸2：色之恶鬼,https://v10.qdhdcate.com/yyv10/202405/29/sK0asqYhm815/video/index.m3u8
恐怖游湖,https://v5.qdhdcate.com/yyv5/202405/21/ZvUnBMY8kb7/video/index.m3u8
