喜剧片,#genre#
我的傲娇女友,https://v5.qdhdcate.com/yyv5/202408/23/1HgMXhsc857/video/index.m3u8
重新爱你粤语,https://v10.qdhdcate.com/yyv10/202408/23/VRda76NQLa15/video/index.m3u8
营生,https://v8.qdhdcate.com/yyv8/202408/27/eqghk3t39q14/video/index.m3u8
大卫·A·阿诺德：弱者不宜,https://v8.qdhdcate.com/yyv8/202408/29/EKNYjqcxGV14/video/index.m3u8
重新爱你国语,https://v10.qdhdcate.com/yyv10/202408/23/pMiurcdQ1q15/video/index.m3u8
爱是唯一,https://v5.qdhdcate.com/yyv5/202408/23/kPQDaUBdyN7/video/index.m3u8
凯南·吉尔：此致敬礼,https://v8.qdhdcate.com/yyv8/202408/29/XMQiDZEU1W14/video/index.m3u8
皇家赌船,https://v11.qdhdcate.com/yyv11/202408/29/EBQJfksHHh3/video/index.m3u8
轻松愉快,https://v10.qdhdcate.com/yyv10/202408/27/Pp2Wdf9k1h15/video/index.m3u8
混出新高度,https://v12.qdhdcate.com/yyv12/202408/22/MwkBFD55JT8/video/index.m3u8
爸爸爱妈妈,https://v8.qdhdcate.com/yyv8/202408/23/9MGkwkeD0r14/video/index.m3u8
华人侦探陈查理之中国猫,https://v5.qdhdcate.com/yyv5/202408/27/LaENStzjuE7/video/index.m3u8
克丽丝汀,https://v11.qdhdcate.com/yyv11/202408/27/0HFxunzcQy3/video/index.m3u8
你恋爱了吗？,https://v8.qdhdcate.com/yyv8/202408/27/gwZc8Rpndw14/video/index.m3u8
侦探麦来乱,https://v5.qdhdcate.com/yyv5/202408/25/FLWF47204B7/video/index.m3u8
埃莱扎·施莱辛格：冰火两重天,https://v8.qdhdcate.com/yyv8/202408/27/vqb5achrjp14/video/index.m3u8
米歇尔·沃尔夫：玩笑秀,https://v10.qdhdcate.com/yyv10/202408/19/Pf0BBU813d15/video/index.m3u8
拉塞尔·皮特斯：即将成名,https://v8.qdhdcate.com/yyv8/202408/27/2P1CKBT5gU14/video/index.m3u8
骗徒臭事多,https://v8.qdhdcate.com/yyv8/202408/23/3RajcHdVJ614/video/index.m3u8
月度最佳,https://v11.qdhdcate.com/yyv11/202408/17/DDStzfSQTV3/video/index.m3u8
好莱坞医生,https://v10.qdhdcate.com/yyv10/202408/28/EHUgMgR90y15/video/index.m3u8
被狮子吃掉了,https://v5.qdhdcate.com/yyv5/202408/18/2CGygURnjB7/video/index.m3u8
疯狂单身夜,https://v12.qdhdcate.com/yyv12/202408/17/NZ6NcAe9wr8/video/index.m3u8
变身飞人2,https://v5.qdhdcate.com/yyv5/202408/27/zbmgKTz6WJ7/video/index.m3u8
Tom Segura: Mostly Stories,https://v8.qdhdcate.com/yyv8/202408/27/0bPbipVtvs14/video/index.m3u8
哈罗德和紫色蜡笔,https://v10.qdhdcate.com/yyv10/202408/28/7WdVjYMN8B15/video/index.m3u8
搞鬼公馆大电影,https://v12.qdhdcate.com/yyv12/202408/17/f6NzqXPaqE8/video/index.m3u8
弗罗里达,https://v8.qdhdcate.com/yyv8/202408/17/XuizuRcmiM14/video/index.m3u8
漫画王,https://v10.qdhdcate.com/yyv10/202408/17/tuKm4NjW1n15/video/index.m3u8
红地毯,https://v11.qdhdcate.com/yyv11/202408/17/iTgDBK6kTG3/video/index.m3u8
亚当·桑德勒：爱你,https://v10.qdhdcate.com/yyv10/202408/27/1muewezJf815/video/index.m3u8
搞鬼公馆大电影国语,https://v8.qdhdcate.com/yyv8/202408/17/WL41h1sYqy14/video/index.m3u8
自制英雄,https://v8.qdhdcate.com/yyv8/202408/27/SRxp0LBnrm14/video/index.m3u8
印度制造,https://v11.qdhdcate.com/yyv11/202408/27/WCHzWxDeEg3/video/index.m3u8
少年亚当,https://v10.qdhdcate.com/yyv10/202408/18/a0KAb0KKd315/video/index.m3u8
我很好，谢谢，我爱你,https://v5.qdhdcate.com/yyv5/202408/18/FBcQgNMpfR7/video/index.m3u8
曼哈顿工程,https://v9.qdhdcate.com/yyv9/202408/18/Rs3vg51wdp18/video/index.m3u8
父愁者联盟,https://v11.qdhdcate.com/yyv11/202408/19/mAd3VKC46Y3/video/index.m3u8
我们只剩下犯罪了,https://v9.qdhdcate.com/yyv9/202408/19/BDsQWzhgMh18/video/index.m3u8
流氓高校生,https://v5.qdhdcate.com/yyv5/202408/19/Xjy76URjjx7/video/index.m3u8
赢钱专家,https://v5.qdhdcate.com/yyv5/202408/23/xqcws8bGhf7/video/index.m3u8
善良的种类,https://v5.qdhdcate.com/yyv5/202408/27/peKyhsJGtq7/video/index.m3u8
肥伊不容易,https://v8.qdhdcate.com/yyv8/202408/18/Ujk9n1scUB14/video/index.m3u8
幻日奇遇,https://v9.qdhdcate.com/yyv9/202408/19/Zw33Lpnxx818/video/index.m3u8
条条大道通罗马,https://v12.qdhdcate.com/yyv12/202408/18/vCM8QcTzLd8/video/index.m3u8
第九分局,https://v10.qdhdcate.com/yyv10/202408/17/56iX3Et8jq15/video/index.m3u8
马桶妖怪,https://v8.qdhdcate.com/yyv8/202408/17/TV6qGua21W14/video/index.m3u8
顾大嫂与孙新,https://v12.qdhdcate.com/yyv12/202408/17/iyeSxG4NrD8/video/index.m3u8
行尸村里走,https://v8.qdhdcate.com/yyv8/202408/19/5fGNv1chKf14/video/index.m3u8
短句之国,https://v9.qdhdcate.com/yyv9/202408/26/BS5BZdKunq18/video/index.m3u8
抛妻奇谈,https://v5.qdhdcate.com/yyv5/202408/19/5LbCGV8w3C7/video/index.m3u8
真爱达人战,https://v10.qdhdcate.com/yyv10/202408/19/UHPtqN6sLK15/video/index.m3u8
练爱清单,https://v5.qdhdcate.com/yyv5/202408/19/rypZ0nAz2y7/video/index.m3u8
我是王,https://v11.qdhdcate.com/yyv11/202408/18/suzKDMkNFa3/video/index.m3u8
超人高校国语,https://v9.qdhdcate.com/yyv9/202408/19/NyC71PkPU518/video/index.m3u8
DEAW13：泰式单口喜剧,https://v10.qdhdcate.com/yyv10/202408/17/mUE00ncSGb15/video/index.m3u8
疯狂星期五,https://v9.qdhdcate.com/yyv9/202408/17/vuPdEpqNEZ18/video/index.m3u8
食人虻入侵,https://v8.qdhdcate.com/yyv8/202408/19/NiPRtgsJjS14/video/index.m3u8
双傻出海,https://v12.qdhdcate.com/yyv12/202408/23/UTJdad8pQ18/video/index.m3u8
囚鸟,https://v8.qdhdcate.com/yyv8/202408/25/EPkBV1fdKp14/video/index.m3u8
嘻哈僧侣2,https://v5.qdhdcate.com/yyv5/202408/23/pxw91ic9f47/video/index.m3u8
华人侦探陈查理之猩红的线索,https://v12.qdhdcate.com/yyv12/202408/23/8TtSjAxbBp8/video/index.m3u8
外星人报到,https://v12.qdhdcate.com/yyv12/202408/23/9En5RLTiZR8/video/index.m3u8
嘻哈僧侣,https://v9.qdhdcate.com/yyv9/202408/23/GXhBLnbPeP18/video/index.m3u8
嘻哈僧侣3,https://v11.qdhdcate.com/yyv11/202408/23/H1MPscsttW3/video/index.m3u8
第二道彩虹国语,https://v12.qdhdcate.com/yyv12/202408/14/YLwqShzTLY8/video/index.m3u8
罗布奥特曼剧场版：决定了！羁绊的水晶国语,https://v8.qdhdcate.com/yyv8/202408/14/5C2ef7u59V14/video/index.m3u8
第二道彩虹粤语,https://v9.qdhdcate.com/yyv9/202408/14/69XL6hW2Sk18/video/index.m3u8
伯特·克赖舍：嘿！大块头,https://v5.qdhdcate.com/yyv5/202408/17/SrtjGjx4Cn7/video/index.m3u8
荒岛酒池,https://v10.qdhdcate.com/yyv10/202408/14/Dp0vZBtWqk15/video/index.m3u8
达纳·卡维：六十岁的直白男,https://v11.qdhdcate.com/yyv11/202408/17/5g43Dcy0Je3/video/index.m3u8
ReggieWatts:Spatial,https://v12.qdhdcate.com/yyv12/202408/17/4GFne269Qr8/video/index.m3u8
二人世界,https://v5.qdhdcate.com/yyv5/202408/17/txtiF7cFBC7/video/index.m3u8
罗布奥特曼剧场版：决定了！羁绊的水晶,https://v5.qdhdcate.com/yyv5/202408/14/uRhNEcPbk37/video/index.m3u8
伯特·克赖舍：秘密时间,https://v10.qdhdcate.com/yyv10/202408/17/Y5Aa1StWmH15/video/index.m3u8
千机变粤语,https://v5.qdhdcate.com/yyv5/202408/19/XdkyeRVTPz7/video/index.m3u8
神猫密探队,https://v9.qdhdcate.com/yyv9/202408/19/6SS5ucRqEX18/video/index.m3u8
罗伯施奈德：亚裔妈妈，墨西哥孩子,https://v11.qdhdcate.com/yyv11/202408/19/X5GZ0JLS633/video/index.m3u8
便利人生,https://v9.qdhdcate.com/yyv9/202408/23/Dq07eEThgu18/video/index.m3u8
卡萨布兰卡之夜,https://v10.qdhdcate.com/yyv10/202408/23/GiMB8525JM15/video/index.m3u8
合约男女国语,https://v9.qdhdcate.com/yyv9/202408/23/pEV5dizKtN18/video/index.m3u8
神骡大闹足球场,https://v5.qdhdcate.com/yyv5/202408/19/VPYRH2az9v7/video/index.m3u8
麻辣兄弟之疯狂一夜,https://v9.qdhdcate.com/yyv9/202408/24/3jfbhyBf0H18/video/index.m3u8
天才小捣蛋,https://v5.qdhdcate.com/yyv5/202408/23/c0CgpBNdu27/video/index.m3u8
天才小捣蛋2,https://v8.qdhdcate.com/yyv8/202408/23/zF1HCTtMgP14/video/index.m3u8
合约男女粤语,https://v10.qdhdcate.com/yyv10/202408/23/2Mh6qpdjy015/video/index.m3u8
高中新丁,https://v9.qdhdcate.com/yyv9/202408/23/Pgi8LJa5SQ18/video/index.m3u8
鬼马校园粤语,https://v10.qdhdcate.com/yyv10/202408/14/q5Yhq6C5BA15/video/index.m3u8
蛋糕合唱团,https://v10.qdhdcate.com/yyv10/202408/15/rdYe6EbVMB15/video/index.m3u8
4G僧侣,https://v11.qdhdcate.com/yyv11/202408/17/NQ1wFbSr6f3/video/index.m3u8
黑社会.com国语,https://v10.qdhdcate.com/yyv10/202408/14/GWrTDG8QqE15/video/index.m3u8
傻傻爱,https://v5.qdhdcate.com/yyv5/202408/17/hGDmG43Yjt7/video/index.m3u8
功夫厨神国语,https://v12.qdhdcate.com/yyv12/202408/17/4uFAh8TqEt8/video/index.m3u8
古堡,https://v8.qdhdcate.com/yyv8/202408/17/19iNT3zia014/video/index.m3u8
黑社会.com粤语,https://v9.qdhdcate.com/yyv9/202408/14/703tLyygJQ18/video/index.m3u8
魂魄唔齐粤语,https://v12.qdhdcate.com/yyv12/202408/14/iyVN4Ub6aK8/video/index.m3u8
功夫厨神粤语,https://v12.qdhdcate.com/yyv12/202408/17/pHWER2HsjC8/video/index.m3u8
虎父无犬女,https://v5.qdhdcate.com/yyv5/202408/19/mFSyfXZ0c27/video/index.m3u8
罗马假日2017,https://v10.qdhdcate.com/yyv10/202408/23/VLgbHxJQEj15/video/index.m3u8
会更好的,https://v8.qdhdcate.com/yyv8/202408/18/iqabejmgzS14/video/index.m3u8
十万伙急,https://v12.qdhdcate.com/yyv12/202408/19/BNcssd6EqE8/video/index.m3u8
尼斯警花,https://v11.qdhdcate.com/yyv11/202408/21/TeyBd8vrmf3/video/index.m3u8
南法撩妹记,https://v11.qdhdcate.com/yyv11/202408/19/pJK21A4CkH3/video/index.m3u8
一路向南2024,https://v5.qdhdcate.com/yyv5/202408/22/WbVv925krh7/video/index.m3u8
迈克尔·麦金泰尔：爱秀,https://v9.qdhdcate.com/yyv9/202408/19/RAXHkKbHH018/video/index.m3u8
魔幻女儿国,https://v11.qdhdcate.com/yyv11/202408/21/6QS48fBC753/video/index.m3u8
请说你想要什么,https://v9.qdhdcate.com/yyv9/202408/21/iezaVbueUb18/video/index.m3u8
借口公司2,https://v12.qdhdcate.com/yyv12/202408/21/A0hK06m7Tb8/video/index.m3u8
爱出猫国语,https://v5.qdhdcate.com/yyv5/202408/14/2Q11aVY6EL7/video/index.m3u8
比佛利拜金狗3,https://v11.qdhdcate.com/yyv11/202408/13/6eRycY94zL3/video/index.m3u8
求爱指南,https://v11.qdhdcate.com/yyv11/202408/13/4bbsGu82ry3/video/index.m3u8
裸体海滩,https://v10.qdhdcate.com/yyv10/202408/19/8tpsbyN3fq15/video/index.m3u8
爱出猫粤语,https://v10.qdhdcate.com/yyv10/202408/14/N24g7uj8pf15/video/index.m3u8
爱情谜语粤语,https://v10.qdhdcate.com/yyv10/202408/14/bUaDzZXnav15/video/index.m3u8
爱情谜语国语,https://v12.qdhdcate.com/yyv12/202408/14/JF11TKdyqh8/video/index.m3u8
爱斗大国语,https://v9.qdhdcate.com/yyv9/202408/14/Cwth67tqfU18/video/index.m3u8
杰克与吉尔,https://v5.qdhdcate.com/yyv5/202408/13/pqdWkVBdqU7/video/index.m3u8
樱桃小丸子 真人版1,https://v8.qdhdcate.com/yyv8/202408/08/928VqYLW4G14/video/index.m3u8
欢场国语,https://v9.qdhdcate.com/yyv9/202408/14/X8rp7Tbpnr18/video/index.m3u8
爱斗大粤语,https://v11.qdhdcate.com/yyv11/202408/14/Z8MfSx1kpp3/video/index.m3u8
恶灵释放,https://v8.qdhdcate.com/yyv8/202408/08/pD5Dkc3Hs114/video/index.m3u8
加德·艾尔马莱：美国梦,https://v8.qdhdcate.com/yyv8/202408/19/5e6TYN25AJ14/video/index.m3u8
欢场粤语,https://v10.qdhdcate.com/yyv10/202408/14/gbJcYEJsJJ15/video/index.m3u8
香蕉船,https://v10.qdhdcate.com/yyv10/202408/14/fPshBv2Gdz15/video/index.m3u8
曼森兄弟午夜僵尸大屠杀,https://v8.qdhdcate.com/yyv8/202408/08/EGF7z0W9V714/video/index.m3u8
黑衣人3国语,https://v11.qdhdcate.com/yyv11/202408/17/ve2ZDrkdHr3/video/index.m3u8
灵幻天师粤语,https://v9.qdhdcate.com/yyv9/202408/14/HZxDFL8Rk018/video/index.m3u8
黑衣人国语,https://v11.qdhdcate.com/yyv11/202408/17/14zPRCgZi83/video/index.m3u8
身骄肉贵粤语,https://v5.qdhdcate.com/yyv5/202408/06/4By7XDbwna7/video/index.m3u8
黑衣人2国语,https://v12.qdhdcate.com/yyv12/202408/17/nej9LDVCBD8/video/index.m3u8
江湖无难事,https://v11.qdhdcate.com/yyv11/202408/09/HJupDZ5wzD3/video/index.m3u8
鬼使神差1987,https://v9.qdhdcate.com/yyv9/202408/17/Xut9qKkBLC18/video/index.m3u8
呷醋大丈夫国语,https://v12.qdhdcate.com/yyv12/202408/19/V0fERMZu0Y8/video/index.m3u8
福音合唱团,https://v10.qdhdcate.com/yyv10/202408/09/AUVt2VFUBp15/video/index.m3u8
身骄肉贵国语,https://v8.qdhdcate.com/yyv8/202408/06/Ha3dRHBLEn14/video/index.m3u8
一咬OK国语,https://v10.qdhdcate.com/yyv10/202408/09/ivUevXNAKN15/video/index.m3u8
特警黑道杀手,https://v8.qdhdcate.com/yyv8/202408/14/QmzjhVqnm814/video/index.m3u8
我的间谍前男友,https://v11.qdhdcate.com/yyv11/202403/20/pd7LdD8KGJ4/video/index.m3u8#HD中字$https://v12.qdhdcate.com/yyv12/202408/17/kyGs4rf8TU8/video/index.m3u8
圣诞绮缘,https://v11.qdhdcate.com/yyv11/202408/14/yZvzJmWkaT3/video/index.m3u8
弹指威龙,https://v5.qdhdcate.com/yyv5/202408/12/CyckUYzzzV7/video/index.m3u8
一咬OK粤语,https://v12.qdhdcate.com/yyv12/202408/09/kDEjkqkand8/video/index.m3u8
性别议程,https://v12.qdhdcate.com/yyv12/202408/12/pEm6Ks2sc88/video/index.m3u8
星际旅行4：抢救未来国语,https://v8.qdhdcate.com/yyv8/202408/11/bYrUvf8iDN14/video/index.m3u8
红毯先生,https://v10.qdhdcate.com/yyv10/202406/21/jRBDEEAPnt15/video/index.m3u8#HD$https://v8.qdhdcate.com/yyv8/202408/17/FRGvrbwGq714/video/index.m3u8
午后的演出,https://v8.qdhdcate.com/yyv8/202408/17/c31z2D9VST14/video/index.m3u8
超高频,https://v9.qdhdcate.com/yyv9/202408/17/FsC8LZaUzy18/video/index.m3u8
帅哥们,https://v5.qdhdcate.com/yyv5/202408/16/jupmA1vmGt7/video/index.m3u8
蒂法有麻烦了,https://v10.qdhdcate.com/yyv10/202408/09/AA7e371Acy15/video/index.m3u8
荒唐镜三气胭脂马粤语,https://v12.qdhdcate.com/yyv12/202408/03/j2BUgn2eSQ8/video/index.m3u8
爱情冻住了,https://v5.qdhdcate.com/yyv5/202408/09/BrEkXqn1gH7/video/index.m3u8
智勇双妹唛粤语,https://v11.qdhdcate.com/yyv11/202408/09/4i0JJbcgus3/video/index.m3u8
旺德福！梁细妹,https://v5.qdhdcate.com/yyv5/202408/09/weYbRaMyx47/video/index.m3u8
人妖打排球2,https://v11.qdhdcate.com/yyv11/202408/14/kfaVATxics3/video/index.m3u8
最佳拍档之醉街拍档,https://v8.qdhdcate.com/yyv8/202408/09/jDU2gSQycd14/video/index.m3u8
人妖打排球,https://v11.qdhdcate.com/yyv11/202408/14/UbQeidqWba3/video/index.m3u8
毒魔复仇2,https://v10.qdhdcate.com/yyv10/202408/08/Auz5mNs4gw15/video/index.m3u8
单身部落国语,https://v5.qdhdcate.com/yyv5/202408/14/AUA9MDB9ns7/video/index.m3u8
继母与女儿的蓝调 2022年谨贺新年SP,https://v12.qdhdcate.com/yyv12/202408/01/5DDaCy1N5z8/video/index.m3u8
初恋从打嗝开始,https://v8.qdhdcate.com/yyv8/202408/14/tcsmTdAzCy14/video/index.m3u8
单身部落粤语,https://v8.qdhdcate.com/yyv8/202408/14/qEqiaJirCr14/video/index.m3u8
哎哟母亲大人,https://v12.qdhdcate.com/yyv12/202408/09/TathafTQx08/video/index.m3u8
死亡大乐透,https://v5.qdhdcate.com/yyv5/202408/15/2cW7PTDAcH7/video/index.m3u8
出更二人组粤语,https://v5.qdhdcate.com/yyv5/202408/14/JfsBXLSPpi7/video/index.m3u8
乡村小屋,https://v10.qdhdcate.com/yyv10/202408/09/5ThLMp6VtE15/video/index.m3u8
爱封了,https://v8.qdhdcate.com/yyv8/202408/13/LMX9MKxBS614/video/index.m3u8
留级之王,https://v8.qdhdcate.com/yyv8/202408/13/gkqiDfq2vE14/video/index.m3u8
终极游戏,https://v12.qdhdcate.com/yyv12/202408/13/gr4NLN9KYU8/video/index.m3u8
虫样年华,https://v8.qdhdcate.com/yyv8/202408/13/W1BHT00BTB14/video/index.m3u8
重见天日2024,https://v12.qdhdcate.com/yyv12/202408/15/cBXCvC4BgG8/video/index.m3u8
汉娜?盖茨比：那些美好的事,https://v5.qdhdcate.com/yyv5/202408/03/M9WNbzR1W67/video/index.m3u8
超级轰天雷,https://v8.qdhdcate.com/yyv8/202408/01/PurVBcJzKW14/video/index.m3u8
这是三里屯,https://v11.qdhdcate.com/yyv11/202408/13/ve5FK3jyUt3/video/index.m3u8
美眉的野心,https://v8.qdhdcate.com/yyv8/202408/13/FMA80W59GY14/video/index.m3u8
两个刁蛮女三气萧月白粤语,https://v11.qdhdcate.com/yyv11/202408/04/EbqbpQ9PhG3/video/index.m3u8
尴尬时刻,https://v11.qdhdcate.com/yyv11/202408/14/4GJkfQeb8s3/video/index.m3u8
老家伙2009,https://v5.qdhdcate.com/yyv5/202408/09/gacJnELTPT7/video/index.m3u8
魅力四射：战斗到最后一刻,https://v5.qdhdcate.com/yyv5/202408/09/sqJFaPhdWU7/video/index.m3u8
你好，再见,https://v5.qdhdcate.com/yyv5/202408/09/CkK5CQ9sKF7/video/index.m3u8
老娘要当妈,https://v11.qdhdcate.com/yyv11/202408/12/F2Pk29Y3Qf3/video/index.m3u8
三月女郎,https://v8.qdhdcate.com/yyv8/202408/13/7jnmcncL7Q14/video/index.m3u8
信仰2015,https://v9.qdhdcate.com/yyv9/202408/09/E3R1tnMhFL18/video/index.m3u8
因爱富有2,https://v11.qdhdcate.com/yyv11/202408/09/wcb0PyauA33/video/index.m3u8
车速过快,https://v11.qdhdcate.com/yyv11/202408/12/f2v7fQ0Yde3/video/index.m3u8
你好！兄弟,https://v12.qdhdcate.com/yyv12/202408/09/XLMDELqRPZ8/video/index.m3u8
登月大计划,https://v9.qdhdcate.com/yyv9/202408/13/0BRkrPQW7w18/video/index.m3u8
反斗智多星2,https://v8.qdhdcate.com/yyv8/202408/09/TYpPGD8ctF14/video/index.m3u8
假装情侣,https://v9.qdhdcate.com/yyv9/202408/13/QXeVZkB9z218/video/index.m3u8
兔子和公牛,https://v5.qdhdcate.com/yyv5/202408/13/ZYpkpRJfup7/video/index.m3u8
反斗智多星,https://v12.qdhdcate.com/yyv12/202408/13/iv6J5RrbdE8/video/index.m3u8
以眼杀人,https://v8.qdhdcate.com/yyv8/202408/13/cmUJP9mkcF14/video/index.m3u8
五个相扑的少年,https://v12.qdhdcate.com/yyv12/202408/07/ZnQJMZWL2a8/video/index.m3u8#第01集$https://v3.qdhdcate.com/yyv3/202308/24/3bD7icdesK2/video/index.m3u8#第02集$https://v3.qdhdcate.com/yyv3/202308/24/zcYunHhx5d2/video/index.m3u8#第03集$https://v3.qdhdcate.com/yyv3/202308/24/fqb9ELzCpq2/video/index.m3u8#第04集$https://v3.qdhdcate.com/yyv3/202308/24/6bNqszZdTP2/video/index.m3u8#第05集$https://v3.qdhdcate.com/yyv3/202308/24/7DuFbyYSy72/video/index.m3u8#第06集$https://v3.qdhdcate.com/yyv3/202308/24/T71tJZ8w7t2/video/index.m3u8#第07集$https://v3.qdhdcate.com/yyv3/202308/24/JpHLbGnnz82/video/index.m3u8#第08集$https://v3.qdhdcate.com/yyv3/202308/24/VJ3vNxyZsG2/video/index.m3u8#第09集$https://v3.qdhdcate.com/yyv3/202308/24/fFY1fWAYQg2/video/index.m3u8#第10集$https://v3.qdhdcate.com/yyv3/202308/24/8wUipDQ1Ls2/video/index.m3u8
巴里·穆迪,https://v5.qdhdcate.com/yyv5/202408/13/TDJ8XFb8VD7/video/index.m3u8
偷情先生粤语,https://v12.qdhdcate.com/yyv12/202408/07/RrY3VFdNwV8/video/index.m3u8
偷情先生国语,https://v5.qdhdcate.com/yyv5/202408/07/3wPVSPz5397/video/index.m3u8
初来乍到,https://v12.qdhdcate.com/yyv12/202408/13/NXLwZBn17b8/video/index.m3u8
新魅力四射：全球万人迷,https://v11.qdhdcate.com/yyv11/202408/13/vZNSjNW5pd3/video/index.m3u8
楊八妹招親粤语,https://v9.qdhdcate.com/yyv9/202408/07/XuAfj2j6wH18/video/index.m3u8
银河护卫队3国语,https://v12.qdhdcate.com/yyv12/202408/06/BnaWsgLh6a8/video/index.m3u8
她的微笑和圈套,https://v8.qdhdcate.com/yyv8/202408/07/wGmPny9Dza14/video/index.m3u8
分开同居,https://v10.qdhdcate.com/yyv10/202408/11/3iqpWmZbBJ15/video/index.m3u8
莱斯莉·琼斯：时间机器,https://v12.qdhdcate.com/yyv12/202408/07/z4qsuYVE3S8/video/index.m3u8
我的冒牌男友,https://v10.qdhdcate.com/yyv10/202408/07/AW5mcgZkxY15/video/index.m3u8
我的女人,https://v5.qdhdcate.com/yyv5/202408/07/8u6fnJmtCr7/video/index.m3u8
飞行员呆呆鸟,https://v11.qdhdcate.com/yyv11/202408/10/DBNbdXbWq63/video/index.m3u8
魔鬼上司,https://v5.qdhdcate.com/yyv5/202408/09/n07XRcbcUz7/video/index.m3u8
糖果罐,https://v12.qdhdcate.com/yyv12/202408/07/RnCLCcWuAn8/video/index.m3u8
哈喽！有事吗,https://v5.qdhdcate.com/yyv5/202408/09/qmgzfM8uJz7/video/index.m3u8
全家度蜜月,https://v12.qdhdcate.com/yyv12/202407/30/8TGBNPg1Pf8/video/index.m3u8
跨界任务,https://v8.qdhdcate.com/yyv8/202408/09/pTX9Pk2Gvu14/video/index.m3u8
难兄难弟1986,https://v8.qdhdcate.com/yyv8/202408/01/pzadTr1pVK14/video/index.m3u8
盲拳怪招粤语,https://v12.qdhdcate.com/yyv12/202408/04/Dcs4C42LiU8/video/index.m3u8
练爱ING,https://v10.qdhdcate.com/yyv10/202408/04/LdzNW15eM015/video/index.m3u8
厕所骑士,https://v11.qdhdcate.com/yyv11/202408/05/6dsVBxwAiX3/video/index.m3u8
加菲猫国语,https://v11.qdhdcate.com/yyv11/202408/03/sfZS4KHdpG3/video/index.m3u8
女生联谊会的美女粘球,https://v10.qdhdcate.com/yyv10/202408/04/sL7yQiqqkM15/video/index.m3u8
莫妮克：自我介绍一下,https://v12.qdhdcate.com/yyv12/202408/04/6JK5Zneq9s8/video/index.m3u8
耐撕侦探,https://v11.qdhdcate.com/yyv11/202405/05/RvruZvGVbN3/video/index.m3u8#4K$https://v9.qdhdcate.com/yyv9/202402/06/CRg9QTLj1v1/video/index.m3u8
回到未来3国语,https://v9.qdhdcate.com/yyv9/202408/07/nN14HFCS0E18/video/index.m3u8
旺卡,https://v5.qdhdcate.com/yyv5/202404/13/3JAE4dt2SX3/video/index.m3u8#HD英语$https://v5.qdhdcate.com/yyv5/202404/13/6C4d62LDxK8/video/index.m3u8
回到未来2国语,https://v5.qdhdcate.com/yyv5/202408/07/umwcucQx7G7/video/index.m3u8
戏杀,https://v5.qdhdcate.com/yyv5/202404/10/txWyiFugmw15/video/index.m3u8
回到未来,https://v1.qdhdcate.com/yyv1/202308/19/KazWHVJh222/video/index.m3u8#HD$https://v5.qdhdcate.com/yyv5/202408/07/vzFX6hpSQZ7/video/index.m3u8
大“反”派,https://v6.qdhdcate.com/yyv6/202404/12/nxTWr9jXkF8/video/index.m3u8
老师！是裂口女！,https://v10.qdhdcate.com/yyv10/202408/07/akv9L05S5G15/video/index.m3u8
我与长指甲,https://v9.qdhdcate.com/yyv9/202408/07/vhhnV44etD18/video/index.m3u8
加菲猫2,https://v1.qdhdcate.com/yyv1/202308/19/VFEHTikMB12/video/index.m3u8#HD$https://v5.qdhdcate.com/yyv5/202408/03/bJHb4eA3Qm7/video/index.m3u8
蒜香满屋,https://v11.qdhdcate.com/yyv11/202408/08/DcQfUEe9zL3/video/index.m3u8
表错7日情国语,https://v9.qdhdcate.com/yyv9/202407/25/T5mB35bmXS18/video/index.m3u8
吧战,https://v9.qdhdcate.com/yyv9/202407/31/yDXhdvzEPx18/video/index.m3u8
三傻英雄,https://v12.qdhdcate.com/yyv12/202407/26/1fjBc5hifh8/video/index.m3u8
剽悍少年,https://v10.qdhdcate.com/yyv10/202407/31/Yk2icARhcQ15/video/index.m3u8
表错7日情粤语,https://v10.qdhdcate.com/yyv10/202407/25/Ggd18wVqzR15/video/index.m3u8
世上第一个圣诞节,https://v12.qdhdcate.com/yyv12/202407/26/wDvLnVnudz8/video/index.m3u8
炮弹飞车粤语,https://v12.qdhdcate.com/yyv12/202407/26/W2hiejN4AE8/video/index.m3u8
哈拉猛男秀2:欧洲种马,https://v5.qdhdcate.com/yyv5/202407/31/LVwhQmLBiK7/video/index.m3u8
大煞星与小妹头国语,https://v10.qdhdcate.com/yyv10/202407/31/rfjsZ2ZQEx15/video/index.m3u8
罗德里戈·桑塔纳：我出柜了！,https://v8.qdhdcate.com/yyv8/202407/26/XpDeM2zSLh14/video/index.m3u8
亲吻亭2,https://v11.qdhdcate.com/yyv11/202407/30/SC7wJn4dHR3/video/index.m3u8
拜伦·鲍尔斯脱口秀,https://v9.qdhdcate.com/yyv9/202407/30/ukXWL3FT8K18/video/index.m3u8
惊弓之鸟1967,https://v8.qdhdcate.com/yyv8/202408/03/0yXAyTKHFH14/video/index.m3u8
鬼头大兵,https://v12.qdhdcate.com/yyv12/202407/30/JA9CAeD56C8/video/index.m3u8
吉姆·杰弗里斯：蠢上天,https://v9.qdhdcate.com/yyv9/202407/30/7GmJKe7g1c18/video/index.m3u8
狂欢宴,https://v10.qdhdcate.com/yyv10/202408/06/4H5YLpJkS115/video/index.m3u8
咬痕,https://v11.qdhdcate.com/yyv11/202404/26/LYhBh5W2Jt3/video/index.m3u8#HD$https://v8.qdhdcate.com/yyv8/202407/26/XKCPEHgEHw14/video/index.m3u8
