剧情片,#genre#
更美好的明天,https://v13.qdhdcate.com/yyv13/202507/01/sfbYhd4gB219/video/index.m3u8
冠军2025,https://v14.qdhdcate.com/yyv14/202507/01/qnG6YKD65a19/video/index.m3u8
玛雅2023,https://v14.qdhdcate.com/yyv14/202507/01/gZqRYZNPHM24/video/index.m3u8
狄仁杰之通天谜案,https://v13.qdhdcate.com/yyv13/202506/25/KS3TK2aUjc19/video/index.m3u8
人生开门红,https://v4.qdhdcate.com/yyv4/202505/04/aCTtd8AaZV19/video/index.m3u8#HD$https://v13.qdhdcate.com/yyv13/202506/27/WX9pHdcU0c20/video/index.m3u8
血月惊魂,https://v13.qdhdcate.com/yyv13/202506/27/0EtW7WndCu20/video/index.m3u8
拉丁血与泪：巴西歌王的不羁星途,https://v13.qdhdcate.com/yyv13/202506/25/YG2HmZGC4320/video/index.m3u8
超级仓鼠2,https://v14.qdhdcate.com/yyv14/202507/05/JGpSssLL1120/video/index.m3u8
暗影王冠,https://v13.qdhdcate.com/yyv13/202506/21/6iCYx2JmzV20/video/index.m3u8
某种疯狂,https://v14.qdhdcate.com/yyv14/202506/19/34496NbCGV19/video/index.m3u8
值得的等待,https://v13.qdhdcate.com/yyv13/202506/19/Q6d58X9Dbg24/video/index.m3u8
焦点悬疑,https://v13.qdhdcate.com/yyv13/202506/21/w707p3FT3k22/video/index.m3u8
折射2024,https://v14.qdhdcate.com/yyv14/202506/19/iVECEjSY4f19/video/index.m3u8
我们一生中只能使用一次魔法,https://v13.qdhdcate.com/yyv13/202506/21/gBYat0fau422/video/index.m3u8
猎金游戏,https://v6.qdhdcate.com/yyv6/202505/04/LQWsfCxDXD21/video/index.m3u8#HD$https://v13.qdhdcate.com/yyv13/202506/20/27udQnabPW23/video/index.m3u8
隔楼女孩：我们之间的层距,https://v13.qdhdcate.com/yyv13/202506/18/3KJudib8ws19/video/index.m3u8
盲点,https://v1.qdhdcate.com/yyv1/202308/19/9aZ4FP7Msa2/video/index.m3u8#第09集$https://v13.qdhdcate.com/yyv13/202506/08/tJaSkpHUmt23/video/index.m3u8
大风杀,https://v4.qdhdcate.com/yyv4/202505/04/Dh7ayE5Wjq19/video/index.m3u8#HD$https://v13.qdhdcate.com/yyv13/202506/18/yeNDVHnz8f20/video/index.m3u8
玉贞姐姐,https://v13.qdhdcate.com/yyv13/202506/15/SK1Z8QWzb324/video/index.m3u8
肮脏天使,https://v13.qdhdcate.com/yyv13/202506/15/90ZWVcHgDN19/video/index.m3u8
凯萨里第二章：札连瓦拉园屠杀案的未竟故事,https://v14.qdhdcate.com/yyv14/202506/14/w75z5gKmgw19/video/index.m3u8
恋曲尘封,https://v14.qdhdcate.com/yyv14/202506/15/MV0F2yFY4522/video/index.m3u8
傲慢与善良,https://v13.qdhdcate.com/yyv13/202506/24/ZXYxHRn9UP20/video/index.m3u8
战栗1978,https://v13.qdhdcate.com/yyv13/202506/15/ubDsFmCTcJ21/video/index.m3u8
从水深0米开始,https://v14.qdhdcate.com/yyv14/202506/22/ckv7NyXXQv19/video/index.m3u8
幽灵陷阱,https://v13.qdhdcate.com/yyv13/202506/14/3eyXxhzFPe19/video/index.m3u8
生活万岁！,https://v14.qdhdcate.com/yyv14/202506/14/tbUR4nEgcn24/video/index.m3u8
以早乙女香夏子为例,https://v14.qdhdcate.com/yyv14/202506/14/uZ7T1gHaNq19/video/index.m3u8
致演奏风的你,https://v13.qdhdcate.com/yyv13/202506/14/JVNbzKM0gd21/video/index.m3u8
幽惧,https://v13.qdhdcate.com/yyv13/202506/14/VUKS4WnR2120/video/index.m3u8
世界之爱2023,https://v14.qdhdcate.com/yyv14/202506/11/M4uprYQQi424/video/index.m3u8
战地之声,https://v13.qdhdcate.com/yyv13/202506/14/AL80SeuwHi20/video/index.m3u8
回声谷,https://v13.qdhdcate.com/yyv13/202506/13/HUBHC0Wzk322/video/index.m3u8
体育俱乐部,https://v13.qdhdcate.com/yyv13/202506/14/FABiHnVCqJ21/video/index.m3u8
逃离人间,https://v13.qdhdcate.com/yyv13/202506/11/YWyfLNzYgV24/video/index.m3u8
阳光照耀青春里,https://v14.qdhdcate.com/yyv14/202506/13/zuwqYbjx4x21/video/index.m3u8
不安之邻,https://v14.qdhdcate.com/yyv14/202506/11/SJbxE4Sx2Y21/video/index.m3u8
LuckyLouie,https://v14.qdhdcate.com/yyv14/202506/11/kkidBtgYBB24/video/index.m3u8
明月几时有粤语,https://v13.qdhdcate.com/yyv13/202506/10/QTsa3mkMBM19/video/index.m3u8
荒漠黎明,https://v13.qdhdcate.com/yyv13/202506/09/7aZYW92D0120/video/index.m3u8
有病才会喜欢你,https://v13.qdhdcate.com/yyv13/202506/10/5TjgRfHSx520/video/index.m3u8
不请自来2025,https://v14.qdhdcate.com/yyv14/202506/09/xLLGSRBUMS24/video/index.m3u8
夏日之书2024,https://v13.qdhdcate.com/yyv13/202506/09/em2Crzir5622/video/index.m3u8
不再征服世界,https://v14.qdhdcate.com/yyv14/202506/09/vJCdGjM9R321/video/index.m3u8
旺角黑夜粤语,https://v13.qdhdcate.com/yyv13/202506/07/LWr1mUbyEi22/video/index.m3u8
缺失的部分,https://v13.qdhdcate.com/yyv13/202506/07/SadpW8Sk1F23/video/index.m3u8
狼族之中,https://v13.qdhdcate.com/yyv13/202506/11/MdjhRytHEx22/video/index.m3u8
救命稻草,https://v13.qdhdcate.com/yyv13/202506/06/0RQcvmbihL22/video/index.m3u8
睡着的女人,https://v13.qdhdcate.com/yyv13/202506/06/qxsHeWuCt020/video/index.m3u8
奥普拉维奥拉：Netflix特别节目,https://v4.qdhdcate.com/yyv4/202408/29/ieUUWkNxxe15/video/index.m3u8
野性钻石,https://v13.qdhdcate.com/yyv13/202506/02/AigMD2FtcF20/video/index.m3u8
头山2025,https://v13.qdhdcate.com/yyv13/202506/01/VYLk0LGwUM20/video/index.m3u8
玩火的儿子,https://v14.qdhdcate.com/yyv14/202506/04/pp5smCqrbu19/video/index.m3u8
中华英雄粤语,https://v13.qdhdcate.com/yyv13/202506/02/CpfezJjke421/video/index.m3u8
她的重生,https://v13.qdhdcate.com/yyv13/202506/04/CCH37hCBKz21/video/index.m3u8
未来天后,https://v13.qdhdcate.com/yyv13/202505/31/zeiAXaByAi21/video/index.m3u8
情剑,https://v13.qdhdcate.com/yyv13/202506/02/HMJzjT25Cd19/video/index.m3u8
心之所爱,https://v13.qdhdcate.com/yyv13/202505/31/S4XUG926cB24/video/index.m3u8
爱着,https://v13.qdhdcate.com/yyv13/202505/31/NA7FPZifLV22/video/index.m3u8
歹徒们,https://v13.qdhdcate.com/yyv13/202505/31/kUDLGstKjm20/video/index.m3u8
誓约归隐,https://v13.qdhdcate.com/yyv13/202505/31/CLr7a1WNw919/video/index.m3u8
英雄利沙比：农民起义,https://v13.qdhdcate.com/yyv13/202505/29/dfrcmsBiK122/video/index.m3u8
每当变幻时国语,https://v13.qdhdcate.com/yyv13/202505/31/mfmqxmhmVt23/video/index.m3u8
神圣之夜：恶魔猎人,https://v13.qdhdcate.com/yyv13/202505/29/z5Bi7kCmLx19/video/index.m3u8
致命玩偶2025,https://v13.qdhdcate.com/yyv13/202505/29/GGGHudRiRn20/video/index.m3u8
爱与命,https://v14.qdhdcate.com/yyv14/202506/06/Ag9MDrBSbW21/video/index.m3u8
复仇之影,https://v13.qdhdcate.com/yyv13/202505/29/PFSYBwKNjg19/video/index.m3u8
每当变幻时粤语,https://v13.qdhdcate.com/yyv13/202505/31/jVZHuegcDU21/video/index.m3u8
永远微笑,https://v13.qdhdcate.com/yyv13/202505/29/xRgzxXWzRV23/video/index.m3u8
无声无息,https://v6.qdhdcate.com/yyv6/202505/27/Vt6sDmutfL23/video/index.m3u8
至暗米里亚姆,https://v13.qdhdcate.com/yyv13/202505/29/eajf1S7Aqi23/video/index.m3u8
爱将我们分开,https://v4.qdhdcate.com/yyv4/202505/27/MsU368b2d621/video/index.m3u8
D日24小时倒计时,https://v4.qdhdcate.com/yyv4/202505/27/Bdg37GhT4L19/video/index.m3u8
斗士2025,https://v4.qdhdcate.com/yyv4/202505/27/DTfvxDPu4R21/video/index.m3u8
马可,https://v13.qdhdcate.com/yyv13/202505/29/mgXgj6yBCe19/video/index.m3u8
该死的赫梅,https://v4.qdhdcate.com/yyv4/202505/27/BzYWKAhk6X19/video/index.m3u8
寻秘不老泉,https://v6.qdhdcate.com/yyv6/202505/23/d8T9zpRnUV21/video/index.m3u8
直到黎明,https://v5.qdhdcate.com/yyv5/202505/23/2P5U7yur3A23/video/index.m3u8
向阳·花,https://v6.qdhdcate.com/yyv6/202505/23/tDfxh0aUTY23/video/index.m3u8
猎毒风暴,https://v6.qdhdcate.com/yyv6/202505/23/KZPcEnhxqh24/video/index.m3u8
病毒2025,https://v5.qdhdcate.com/yyv5/202505/23/STtw8ZDGkB19/video/index.m3u8
一起跑酷,https://v4.qdhdcate.com/yyv4/202505/21/rnvy2RPDPJ22/video/index.m3u8
主要音调,https://v6.qdhdcate.com/yyv6/202505/20/zTiDtTVgRX19/video/index.m3u8
我推的孩子·终幕,https://v4.qdhdcate.com/yyv4/202505/21/8tM9zM0g0a19/video/index.m3u8
快马驰情,https://v13.qdhdcate.com/yyv13/202505/29/FALuyRERUv22/video/index.m3u8
人生滑起来2,https://v4.qdhdcate.com/yyv4/202505/27/LC4VZgUc7Z19/video/index.m3u8
无耻之徒2024,https://v5.qdhdcate.com/yyv5/202505/20/yt5YKNkWbB21/video/index.m3u8
迷失2023,https://v6.qdhdcate.com/yyv6/202505/20/7VB5HiKqMn21/video/index.m3u8
教堂,https://v6.qdhdcate.com/yyv6/202505/14/7LUHtmZDUY23/video/index.m3u8
我想住火星,https://v6.qdhdcate.com/yyv6/202505/20/TFBY38ecew22/video/index.m3u8
永远-永远,https://v5.qdhdcate.com/yyv5/202505/14/jV1jexduHr21/video/index.m3u8
不说话的爱,https://v6.qdhdcate.com/yyv6/202505/16/56rSyigx1j24/video/index.m3u8
白雪公主2025,https://v5.qdhdcate.com/yyv5/202505/14/RXkyxnJLvX23/video/index.m3u8
我属于谁,https://v5.qdhdcate.com/yyv5/202505/14/ipbhj1mWyF19/video/index.m3u8
侥幸逃生的司机,https://v5.qdhdcate.com/yyv5/202505/14/eUj4GtxFpC24/video/index.m3u8
丽塔,https://v5.qdhdcate.com/yyv5/202505/14/ArMCnTT3x823/video/index.m3u8
公主复仇记,https://v1.qdhdcate.com/yyv1/202308/19/mkgKfBJLmE2/video/index.m3u8#HD$https://v6.qdhdcate.com/yyv6/202505/12/b3G7R1MuAM24/video/index.m3u8
公主复仇记粤语,https://v4.qdhdcate.com/yyv4/202505/12/e2qL0RtN9n24/video/index.m3u8
急弯,https://v6.qdhdcate.com/yyv6/202505/11/QNk3wJbDwM24/video/index.m3u8
束草的冬天,https://v5.qdhdcate.com/yyv5/202505/11/iHPBnA5fsP20/video/index.m3u8
万里归省,https://v4.qdhdcate.com/yyv4/202505/11/ae4hM3k7Aw23/video/index.m3u8
默视录,https://v4.qdhdcate.com/yyv4/202505/11/4X6HmCUsui21/video/index.m3u8
一路生花2025,https://v4.qdhdcate.com/yyv4/202505/11/qhzzfwLf1H21/video/index.m3u8
擂台女王,https://v4.qdhdcate.com/yyv4/202505/11/kE9REnaY6323/video/index.m3u8
加州之王,https://v4.qdhdcate.com/yyv4/202505/11/ykWfyGCP1424/video/index.m3u8
喜宴2025,https://v6.qdhdcate.com/yyv6/202505/14/7HWZdm4E1u21/video/index.m3u8
杀机粤语,https://v5.qdhdcate.com/yyv5/202505/04/x2jQ8yBxsR21/video/index.m3u8
丑陋的继姐,https://v6.qdhdcate.com/yyv6/202505/11/3WRt33NjHq20/video/index.m3u8
杀手胭脂泪粤语,https://v6.qdhdcate.com/yyv6/202505/04/cb5p6pZerp22/video/index.m3u8
杀出个黄昏粤语,https://v5.qdhdcate.com/yyv5/202505/04/pk3aLG7Ejz20/video/index.m3u8
散打粤语,https://v5.qdhdcate.com/yyv5/202505/04/U71Qqy9jTj21/video/index.m3u8
愿望树粤语,https://v5.qdhdcate.com/yyv5/202505/10/3U9q37rjPk20/video/index.m3u8
公平之雨,https://v4.qdhdcate.com/yyv4/202505/09/GY0cWVMU1a22/video/index.m3u8
三狼奇案国语,https://v10.qdhdcate.com/yyv10/202407/20/xbtYYzVuPG15/video/index.m3u8#HD$https://v6.qdhdcate.com/yyv6/202505/04/RnxqGgNmXX22/video/index.m3u8
美国幸运儿,https://v4.qdhdcate.com/yyv4/202505/09/eFwtmawcqZ19/video/index.m3u8
我会好好的,https://v5.qdhdcate.com/yyv5/202505/09/qNuXTQv5U724/video/index.m3u8
日落日出2024,https://v6.qdhdcate.com/yyv6/202505/09/ZD1BrZ18dH24/video/index.m3u8
三狼奇案粤语,https://v12.qdhdcate.com/yyv12/202407/20/Dyyea43iXh8/video/index.m3u8#HD$https://v4.qdhdcate.com/yyv4/202505/04/eGu41vb4U920/video/index.m3u8
终极对弈,https://v6.qdhdcate.com/yyv6/202505/08/fUDtmgZHPf20/video/index.m3u8
上海皇帝之雄霸天下国语,https://v6.qdhdcate.com/yyv6/202505/04/wr4ZQ77tFh19/video/index.m3u8
评估2025,https://v5.qdhdcate.com/yyv5/202505/08/GsyQ4qwS6Z21/video/index.m3u8
苍茫的天涯是我的爱,https://v6.qdhdcate.com/yyv6/202505/06/pTxtsfxeeP19/video/index.m3u8
战·争,https://v6.qdhdcate.com/yyv6/202505/07/ndKrW2bvUm24/video/index.m3u8
上海皇帝之雄霸天下粤语,https://v6.qdhdcate.com/yyv6/202505/04/DjsHAWku3723/video/index.m3u8
鬼们之蝴蝶大厦,https://v4.qdhdcate.com/yyv4/202505/05/qipL9u98NZ19/video/index.m3u8
谁杀了比利比莉,https://v6.qdhdcate.com/yyv6/202505/05/xPzvAdhWcN23/video/index.m3u8
群鸟东径,https://v6.qdhdcate.com/yyv6/202505/05/1nKYM4zzCd20/video/index.m3u8
罪证子弹3,https://v6.qdhdcate.com/yyv6/202505/07/K4FjUVtuPN23/video/index.m3u8
游说,https://v5.qdhdcate.com/yyv5/202505/03/TT1ruTykkq21/video/index.m3u8
六个说谎的大学生,https://v6.qdhdcate.com/yyv6/202505/03/LH5whnbjTd24/video/index.m3u8
救赎2025,https://v6.qdhdcate.com/yyv6/202505/03/Gqd46XSRa222/video/index.m3u8
366日,https://v6.qdhdcate.com/yyv6/202505/04/cxCwsHT2GA24/video/index.m3u8#第01集$https://v11.qdhdcate.com/yyv11/202404/09/KBBiipzJtF8/video/index.m3u8#第02集$https://v10.qdhdcate.com/yyv10/202404/16/B8QfhagtkJ15/video/index.m3u8#第03集$https://v10.qdhdcate.com/yyv10/202404/23/1XmNKsmHhy15/video/index.m3u8#第04集$https://v11.qdhdcate.com/yyv11/202404/30/26TMHJZbqk3/video/index.m3u8#第05集$https://v11.qdhdcate.com/yyv11/202405/07/QVmfd3wMVn3/video/index.m3u8#第06集$https://v12.qdhdcate.com/yyv12/202405/14/rGsWuW07pL8/video/index.m3u8#第07集$https://v6.qdhdcate.com/yyv6/202405/21/s9EqcL6KyF12/video/index.m3u8#第08集$https://v12.qdhdcate.com/yyv12/202405/28/BmTu2cGgqZ8/video/index.m3u8#第09集$https://v9.qdhdcate.com/yyv9/202406/04/Nr9r7N174R18/video/index.m3u8#第10集$https://v10.qdhdcate.com/yyv10/202406/11/T8qhUWTtZD15/video/index.m3u8#第11集$https://v7.qdhdcate.com/yyv7/202406/18/3dJEiYPf9M13/video/index.m3u8
锈烂,https://v4.qdhdcate.com/yyv4/202505/03/ARZtpYBrgu22/video/index.m3u8
我谈的那场恋爱,https://v5.qdhdcate.com/yyv5/202505/03/MxKytVzHHK19/video/index.m3u8
角头：大桥头,https://v5.qdhdcate.com/yyv5/202505/01/Vimf61nqhB21/video/index.m3u8
第六个嫌疑人2025,https://v6.qdhdcate.com/yyv6/202505/02/C1dnqLQEmm19/video/index.m3u8
我的企鹅老师,https://v5.qdhdcate.com/yyv5/202504/30/Ekg0nAtnhM20/video/index.m3u8
大洪水2024,https://v6.qdhdcate.com/yyv6/202504/30/3HYJ7PZy0c21/video/index.m3u8
守望相助,https://v4.qdhdcate.com/yyv4/202504/30/0jB1gpLv4u20/video/index.m3u8
夏日之子,https://v6.qdhdcate.com/yyv6/202504/30/APhY3MCmgm24/video/index.m3u8
滕达伯里,https://v5.qdhdcate.com/yyv5/202504/30/jC8J1zQXjT24/video/index.m3u8
爱的暂停键,https://v6.qdhdcate.com/yyv6/202504/30/qsPL03wYJU19/video/index.m3u8
观众们！,https://v4.qdhdcate.com/yyv4/202504/30/mN8ivK2Wea24/video/index.m3u8
同意2023,https://v4.qdhdcate.com/yyv4/202505/04/xw8b8n4weB23/video/index.m3u8
女儿的女儿,https://v5.qdhdcate.com/yyv5/202505/02/VLFx1JsCg924/video/index.m3u8
篮中弃婴,https://v5.qdhdcate.com/yyv5/202504/29/wDGnCi5wgN22/video/index.m3u8
黑道警察,https://v4.qdhdcate.com/yyv4/202504/29/QDaRwJ3j5j20/video/index.m3u8
隔空投送,https://v4.qdhdcate.com/yyv4/202504/29/vHp1z0VsQ524/video/index.m3u8
博莱罗,https://v4.qdhdcate.com/yyv4/202504/27/thwmDddBFV19/video/index.m3u8
最后的里程,https://v5.qdhdcate.com/yyv5/202504/25/3jTZekdhTq22/video/index.m3u8
阳台上的女人们,https://v5.qdhdcate.com/yyv5/202504/25/vYvea39wM221/video/index.m3u8
天堂旅行团,https://v4.qdhdcate.com/yyv4/202504/25/z9dbmVitiy21/video/index.m3u8
叶问：终极一战粤语,https://v4.qdhdcate.com/yyv4/202504/25/kqMyG1nD2R22/video/index.m3u8
珍奇之物,https://v4.qdhdcate.com/yyv4/202504/25/C8K87SjU0a24/video/index.m3u8
命中罪爱,https://v6.qdhdcate.com/yyv6/202504/27/LVxbSW5M5Q21/video/index.m3u8
七号房的礼物2,https://v5.qdhdcate.com/yyv5/202504/25/HPVZX6UTXr23/video/index.m3u8
探清水河：重生,https://v4.qdhdcate.com/yyv4/202504/24/cfmzUGRxz921/video/index.m3u8
失忆杀人,https://v4.qdhdcate.com/yyv4/202504/25/ThwLXNL5c319/video/index.m3u8
埃里克·拉鲁,https://v5.qdhdcate.com/yyv5/202504/23/sT8HMbpiiD23/video/index.m3u8
我丈夫的情妇,https://v5.qdhdcate.com/yyv5/202504/23/ctWBuJfGuA24/video/index.m3u8
辰巳,https://v6.qdhdcate.com/yyv6/202504/23/uraMwrB10p24/video/index.m3u8
行军粉末,https://v4.qdhdcate.com/yyv4/202504/23/XdyjmesLEZ22/video/index.m3u8
泄密者粤语,https://v6.qdhdcate.com/yyv6/202504/06/0WutZUtFFe22/video/index.m3u8
秋天的童话粤语,https://v4.qdhdcate.com/yyv4/202504/06/z62SiJ0git22/video/index.m3u8
黑太阳731续集之杀人工厂国语,https://v6.qdhdcate.com/yyv6/202504/10/62PWmjKqCU21/video/index.m3u8
黑太阳731续集之杀人工厂粤语,https://v5.qdhdcate.com/yyv5/202504/10/wSYsHAbTAY24/video/index.m3u8
秋天的童话国语,https://v4.qdhdcate.com/yyv4/202504/06/wAiLeaG7C723/video/index.m3u8
泄密者国语,https://v6.qdhdcate.com/yyv6/202504/06/UanUZE6hBz22/video/index.m3u8
黑马王子国语,https://v4.qdhdcate.com/yyv4/202504/10/fSEsAMQQdP21/video/index.m3u8
黑社会粤语,https://v6.qdhdcate.com/yyv6/202504/10/sY6xJrRFrG20/video/index.m3u8
慌心假期国语,https://v5.qdhdcate.com/yyv5/202504/10/kRvTZX4rzR21/video/index.m3u8
黑马王子粤语,https://v6.qdhdcate.com/yyv6/202504/10/rjTkTHD55G19/video/index.m3u8
想飞的女孩,https://v5.qdhdcate.com/yyv5/202504/23/0am6K4SJ8M21/video/index.m3u8
命案国语,https://v5.qdhdcate.com/yyv5/202504/11/3UsbNLGnhw22/video/index.m3u8
黑社会2：以和为贵粤语,https://v5.qdhdcate.com/yyv5/202504/10/BjBMAFsmkz21/video/index.m3u8
黑社会2：以和为贵国语,https://v6.qdhdcate.com/yyv6/202504/10/7wScDt9yVU19/video/index.m3u8
同谋国语,https://v6.qdhdcate.com/yyv6/202504/12/4g6QNCTUYZ24/video/index.m3u8
慌心假期粤语,https://v5.qdhdcate.com/yyv5/202504/10/kvCeLRhVn920/video/index.m3u8
行运一条龙国语,https://v6.qdhdcate.com/yyv6/202504/06/7HEHdNeDrb19/video/index.m3u8
不死情谜粤语,https://v5.qdhdcate.com/yyv5/202504/13/vm8WFPiPyS22/video/index.m3u8
黄飞鸿之二：男儿当自强粤语,https://v5.qdhdcate.com/yyv5/202504/10/m2kr613erA20/video/index.m3u8
在巨大的洋葱之下,https://v6.qdhdcate.com/yyv6/202504/13/zhyVCH4D6r20/video/index.m3u8
幼狮,https://v5.qdhdcate.com/yyv5/202504/13/8HUjfR9xmY20/video/index.m3u8
天使的信仰,https://v4.qdhdcate.com/yyv4/202504/13/Hs6i67zXVn19/video/index.m3u8
当我准备好了,https://v4.qdhdcate.com/yyv4/202504/13/C0MEDeEn5i24/video/index.m3u8
奇迹之城,https://v4.qdhdcate.com/yyv4/202504/13/rNzLjVXYzs22/video/index.m3u8
共同的语言,https://v5.qdhdcate.com/yyv5/202504/13/rRcSh1GV2g19/video/index.m3u8
七层纱,https://v6.qdhdcate.com/yyv6/202504/13/yJdpUuKWLQ21/video/index.m3u8
燃烧身体的记忆,https://v6.qdhdcate.com/yyv6/202504/13/EnxvWuVuFA21/video/index.m3u8
无声咆哮,https://v6.qdhdcate.com/yyv6/202504/13/S0eGyKL5pR21/video/index.m3u8
绿洲2024,https://v6.qdhdcate.com/yyv6/202504/13/vH7MpRwj6922/video/index.m3u8
父子变形记,https://v5.qdhdcate.com/yyv5/202503/26/g8C1NP5EWj19/video/index.m3u8
火2025,https://v5.qdhdcate.com/yyv5/202504/13/PBDy351VmW19/video/index.m3u8
炊达萨米一家：棒打鸳鸯,https://v5.qdhdcate.com/yyv5/202504/13/4gvXSR2h4v20/video/index.m3u8
疯狂一天,https://v4.qdhdcate.com/yyv4/202504/13/2TLdqC9Dnt19/video/index.m3u8
评估2024,https://v6.qdhdcate.com/yyv6/202504/13/zsQmTqXMLT19/video/index.m3u8
热血雪雕队,https://v6.qdhdcate.com/yyv6/202504/13/NcbqwcQ6fx23/video/index.m3u8
黑道中人,https://v5.qdhdcate.com/yyv5/202504/12/yjrhqG5gBA20/video/index.m3u8
烽火木兰山,https://v4.qdhdcate.com/yyv4/202503/26/EF1dWL6cV522/video/index.m3u8
男生日记2005,https://v6.qdhdcate.com/yyv6/202503/26/m0e4KMy3Qy22/video/index.m3u8
爆款好人,https://v3.qdhdcate.com/yyv3/202503/26/HVAk20SC9z21/video/index.m3u8
红尖尖,https://v5.qdhdcate.com/yyv5/202503/26/QSzB5LbE3D21/video/index.m3u8
生旦净末丑之千年女妖,https://v3.qdhdcate.com/yyv3/202503/26/7MjZYHwkX723/video/index.m3u8
碧海丹心,https://v3.qdhdcate.com/yyv3/202503/26/JC3Y3VQywL22/video/index.m3u8
梦幻恋人,https://v6.qdhdcate.com/yyv6/202503/26/qVLv9qLYtf19/video/index.m3u8
第37届香港电影金像奖颁奖典礼,https://v5.qdhdcate.com/yyv5/202504/02/WxY6LTWnPJ19/video/index.m3u8
犬犬之心,https://v3.qdhdcate.com/yyv3/202503/26/cVD4b6cJM520/video/index.m3u8
表姐，你好嘢！粤语,https://v5.qdhdcate.com/yyv5/202504/02/brfAigNLnt19/video/index.m3u8
评估,https://v6.qdhdcate.com/yyv6/202504/10/eyeHx8YuMK24/video/index.m3u8
忘记你的方法,https://v4.qdhdcate.com/yyv4/202504/10/rYGfrY45Be20/video/index.m3u8
高三女生部落格,https://v2.qdhdcate.com/yyv2/202503/26/a77vrZ1va723/video/index.m3u8
喋血双雄国语,https://v6.qdhdcate.com/yyv6/202504/04/7qgUg2uNJS24/video/index.m3u8
多想和你再见一面,https://v4.qdhdcate.com/yyv4/202504/10/zWmu1T1yBX20/video/index.m3u8
颠覆,https://v3.qdhdcate.com/yyv3/202503/26/S2EadfjgXd20/video/index.m3u8
秘术,https://v4.qdhdcate.com/yyv4/202503/26/bCxCkUY4gS19/video/index.m3u8
一息尚存,https://v4.qdhdcate.com/yyv4/202504/10/zNr18Cer5122/video/index.m3u8
青龙剑,https://v4.qdhdcate.com/yyv4/202503/26/W82dLSHGXz22/video/index.m3u8
兴隆山下菜花香,https://v6.qdhdcate.com/yyv6/202503/26/QzbGrQ7Ewt23/video/index.m3u8
霹雳玫瑰,https://v6.qdhdcate.com/yyv6/202504/09/3AhMEVcBwu19/video/index.m3u8
无限复活国语,https://v6.qdhdcate.com/yyv6/202504/06/fScnJm18BP24/video/index.m3u8
肝胆相照国语,https://v5.qdhdcate.com/yyv5/202504/05/q8CYWHAvp321/video/index.m3u8
刘二上访记,https://v4.qdhdcate.com/yyv4/202503/26/cwu7vm8n3S22/video/index.m3u8
魔徒,https://v6.qdhdcate.com/yyv6/202503/26/kgf76UZL2b21/video/index.m3u8
无限复活粤语,https://v4.qdhdcate.com/yyv4/202504/06/0ai1YEa6Mj22/video/index.m3u8
莱拉,https://v4.qdhdcate.com/yyv4/202504/08/3qqL3XVskg22/video/index.m3u8
此生尽是你,https://v5.qdhdcate.com/yyv5/202504/08/9quCTkjFRY23/video/index.m3u8
奇迹国语,https://v4.qdhdcate.com/yyv4/202504/06/pVU5YkCi5r20/video/index.m3u8
高凤山,https://v2.qdhdcate.com/yyv2/202503/26/rprhigYxHf20/video/index.m3u8
罪魁祸首2025,https://v4.qdhdcate.com/yyv4/202504/08/MpNq8UTb0h23/video/index.m3u8
他选择谋杀,https://v2.qdhdcate.com/yyv2/202503/26/TPmYTAR7iS23/video/index.m3u8
一触即发2024,https://v5.qdhdcate.com/yyv5/202504/08/ksy3hw3pFn20/video/index.m3u8
世界将颤抖,https://v5.qdhdcate.com/yyv5/202504/08/9azPTGTx8e22/video/index.m3u8
15年2023,https://v5.qdhdcate.com/yyv5/202504/08/u1NiJprLSn24/video/index.m3u8
稍后见，汉娜！,https://v5.qdhdcate.com/yyv5/202504/08/V2xkCss2nQ19/video/index.m3u8
八号地块,https://v6.qdhdcate.com/yyv6/202503/26/b5NCUezsE721/video/index.m3u8
兰梅记,https://v5.qdhdcate.com/yyv5/202503/26/r4DkXCDPp323/video/index.m3u8
五郎八卦棍粤语,https://v5.qdhdcate.com/yyv5/202504/06/YBwsYc8Sy021/video/index.m3u8
信天游,https://v4.qdhdcate.com/yyv4/202503/26/SyWsiTJzBT22/video/index.m3u8
冼星海1994,https://v3.qdhdcate.com/yyv3/202503/26/Rgf92VDQH220/video/index.m3u8
五郎八卦棍国语,https://v6.qdhdcate.com/yyv6/202504/06/2FLfZRUDaN23/video/index.m3u8
关东女侠,https://v6.qdhdcate.com/yyv6/202503/26/PFPN2RNCdn22/video/index.m3u8
会飞的葡萄,https://v4.qdhdcate.com/yyv4/202503/26/7PkHyL5Ume20/video/index.m3u8
保密局的枪声1979,https://v6.qdhdcate.com/yyv6/202503/26/vWNNiDsUyt19/video/index.m3u8
绝对底线,https://v6.qdhdcate.com/yyv6/202503/26/UpwtYS0BLn20/video/index.m3u8
暗潮汹涌之惊魂12小时,https://v5.qdhdcate.com/yyv5/202504/08/DKyjc34ewV21/video/index.m3u8
第三个被谋杀者,https://v3.qdhdcate.com/yyv3/202503/26/RHQbFW8UjP23/video/index.m3u8
红泥屋,https://v6.qdhdcate.com/yyv6/202503/26/nTyaaE1h5u24/video/index.m3u8
胡老四守灵,https://v2.qdhdcate.com/yyv2/202503/26/yhbyutmPTx22/video/index.m3u8
逆境追凶,https://v5.qdhdcate.com/yyv5/202503/26/UyGVDVDJiv20/video/index.m3u8
