动作片,#genre#
X战警2,https://v1.qdhdcate.com/yyv1/202308/19/i2pLPfsjnT2/video/index.m3u8#HD$https://v8.qdhdcate.com/yyv8/202408/06/0Wp9tJx7kL14/video/index.m3u8
加勒比海盗4：惊涛怪浪国语,https://v12.qdhdcate.com/yyv12/202408/08/1JK2BQbvzf8/video/index.m3u8
加勒比海盗2：亡灵的宝藏国语,https://v8.qdhdcate.com/yyv8/202408/08/h7xT2HyGUF14/video/index.m3u8
袭击33号医院,https://v8.qdhdcate.com/yyv8/202408/09/kYpw8fvSsw14/video/index.m3u8
天罡星下凡,https://v8.qdhdcate.com/yyv8/202408/07/C87YrwZ4P614/video/index.m3u8
铁血战士2018国语,https://v10.qdhdcate.com/yyv10/202408/09/UVgqQENyne15/video/index.m3u8
新铁血战士国语,https://v5.qdhdcate.com/yyv5/202408/09/HNR2uxZRme7/video/index.m3u8
荒漠枭雄,https://v10.qdhdcate.com/yyv10/202408/12/R03SsUHTfY15/video/index.m3u8
生化危机5：惩罚国语,https://v12.qdhdcate.com/yyv12/202408/12/QC238t5SKg8/video/index.m3u8
生化危机：终章国语,https://v9.qdhdcate.com/yyv9/202408/12/QDZsxmUKNP18/video/index.m3u8
过境救援,https://v8.qdhdcate.com/yyv8/202408/11/RfvXd9t9Wh14/video/index.m3u8
霍比特人1：意外之旅国语,https://v10.qdhdcate.com/yyv10/202407/29/u3XBwHecs815/video/index.m3u8
霍比特人2：史矛革之战国语,https://v5.qdhdcate.com/yyv5/202407/29/NQKigbNfXw7/video/index.m3u8
佐罗的印记,https://v11.qdhdcate.com/yyv11/202408/09/RASmw8rPD23/video/index.m3u8
拳神国语,https://v9.qdhdcate.com/yyv9/202408/06/ZwXVG2Qf6x18/video/index.m3u8
霍比特人3：五军之战国语,https://v5.qdhdcate.com/yyv5/202407/29/ngaKz5ZWFd7/video/index.m3u8
拳神粤语,https://v12.qdhdcate.com/yyv12/202408/06/GXCREwGMHj8/video/index.m3u8
加勒比海盗3：世界的尽头国语,https://v8.qdhdcate.com/yyv8/202408/08/7AA5sYmgjT14/video/index.m3u8
仁者无敌,https://v10.qdhdcate.com/yyv10/202408/13/uwaXZnhpkA15/video/index.m3u8#第01集$https://v4.qdhdcate.com/yyv4/202308/31/Fh48rzGMpt1/video/index.m3u8#第02集$https://v4.qdhdcate.com/yyv4/202308/31/icg2fQYcWb1/video/index.m3u8#第03集$https://v4.qdhdcate.com/yyv4/202308/31/LGmtiuQLXe1/video/index.m3u8#第04集$https://v4.qdhdcate.com/yyv4/202308/31/BVAQqSCi2W1/video/index.m3u8#第05集$https://v4.qdhdcate.com/yyv4/202308/31/nwW4a3RNXt1/video/index.m3u8#第06集$https://v4.qdhdcate.com/yyv4/202308/31/6XYzB3CK1M1/video/index.m3u8#第07集$https://v9.qdhdcate.com/yyv9/202309/07/Wf6w3KZQpK1/video/index.m3u8#第08集$https://v9.qdhdcate.com/yyv9/202309/07/qaV8vkMykR1/video/index.m3u8#第09集$https://v4.qdhdcate.com/yyv4/202309/05/HipG5LmsZe1/video/index.m3u8#第10集$https://v9.qdhdcate.com/yyv9/202309/07/a1NzCJmCUL1/video/index.m3u8#第11集$https://v4.qdhdcate.com/yyv4/202309/05/r2SiWbzC8X1/video/index.m3u8#第12集$https://v9.qdhdcate.com/yyv9/202309/07/huraiVbpeZ1/video/index.m3u8#第13集$https://v4.qdhdcate.com/yyv4/202308/31/ffT6sDHeXP1/video/index.m3u8#第14集$https://v4.qdhdcate.com/yyv4/202308/31/z2aZMSmLRf1/video/index.m3u8#第15集$https://v4.qdhdcate.com/yyv4/202308/31/P3rHfFJPM31/video/index.m3u8#第16集$https://v4.qdhdcate.com/yyv4/202309/05/cMxkg2QvX71/video/index.m3u8#第17集$https://v4.qdhdcate.com/yyv4/202308/31/XtVui2nT7S1/video/index.m3u8#第18集$https://v9.qdhdcate.com/yyv9/202309/07/6BvVsS73by1/video/index.m3u8#第19集$https://v4.qdhdcate.com/yyv4/202308/31/ZueQqXX8291/video/index.m3u8#第20集$https://v4.qdhdcate.com/yyv4/202309/06/hDPr1r9w591/video/index.m3u8#第21集$https://v4.qdhdcate.com/yyv4/202308/27/KnWVjmRzJQ1/video/index.m3u8#第22集$https://v4.qdhdcate.com/yyv4/202308/27/jBH4QYEqmm1/video/index.m3u8#第23集$https://v4.qdhdcate.com/yyv4/202308/27/G26VshgDQM1/video/index.m3u8#第24集$https://v4.qdhdcate.com/yyv4/202308/27/kpzKu2twUW1/video/index.m3u8#第25集$https://v4.qdhdcate.com/yyv4/202308/27/TvQneWhcmF1/video/index.m3u8#第26集$https://v4.qdhdcate.com/yyv4/202308/27/N4Bke7AXCy1/video/index.m3u8#第27集$https://v4.qdhdcate.com/yyv4/202308/27/LnGhcePSRs1/video/index.m3u8#第28集$https://v4.qdhdcate.com/yyv4/202308/27/HAwWTjyunj1/video/index.m3u8#第29集$https://v4.qdhdcate.com/yyv4/202308/27/gatfLdYXD01/video/index.m3u8#第30集$https://v4.qdhdcate.com/yyv4/202308/27/LiCe9dwZ5y1/video/index.m3u8#第31集$https://v4.qdhdcate.com/yyv4/202308/27/pnyhPwEWk21/video/index.m3u8#第32集$https://v4.qdhdcate.com/yyv4/202308/27/7bvjaSWg4g1/video/index.m3u8
暴雨骄阳,https://v10.qdhdcate.com/yyv10/202408/12/ZhM39wUYar15/video/index.m3u8
金刚：骷髅岛国语,https://v8.qdhdcate.com/yyv8/202408/06/c1WvPPcbN414/video/index.m3u8
牛×,https://v8.qdhdcate.com/yyv8/202408/12/yTiCiUL1dA14/video/index.m3u8
侏罗纪公园2：失落的世界国语,https://v9.qdhdcate.com/yyv9/202407/30/emHuDc6uG718/video/index.m3u8
龙卷风2024,https://v11.qdhdcate.com/yyv11/202407/14/6wDgh9jiMh3/video/index.m3u8#HD$https://v8.qdhdcate.com/yyv8/202408/12/3WzCQRXvhD14/video/index.m3u8#V2$https://v5.qdhdcate.com/yyv5/202407/23/e8uGjZvWLP7/video/index.m3u8
因果报应,https://v12.qdhdcate.com/yyv12/202408/12/6UTDLN9Rzj8/video/index.m3u8
飘香剑雨,https://v5.qdhdcate.com/yyv5/202408/06/GigWb3Yr9k7/video/index.m3u8#第01集$https://v7.qdhdcate.com/yyv7/202309/12/AhYP91UGB81/video/index.m3u8#第02集$https://v7.qdhdcate.com/yyv7/202309/12/537Y1zr0dP1/video/index.m3u8#第03集$https://v7.qdhdcate.com/yyv7/202309/12/rzYa9H2KBm1/video/index.m3u8#第04集$https://v7.qdhdcate.com/yyv7/202309/12/RqrNT7tuVn1/video/index.m3u8#第05集$https://v7.qdhdcate.com/yyv7/202309/12/6LauZfaRFT1/video/index.m3u8#第06集$https://v7.qdhdcate.com/yyv7/202309/12/Sd4MZe7CsQ1/video/index.m3u8#第07集$https://v7.qdhdcate.com/yyv7/202309/12/k5Y7zJPNk01/video/index.m3u8#第08集$https://v7.qdhdcate.com/yyv7/202309/12/nD68UK7tT11/video/index.m3u8#第09集$https://v7.qdhdcate.com/yyv7/202309/12/6A8MX48RwR1/video/index.m3u8#第10集$https://v7.qdhdcate.com/yyv7/202309/12/kUfD8Kpp5w1/video/index.m3u8#第11集$https://v7.qdhdcate.com/yyv7/202309/12/09JgDwPxhu1/video/index.m3u8#第12集$https://v7.qdhdcate.com/yyv7/202309/12/rtiQUuuPnv1/video/index.m3u8#第13集$https://v7.qdhdcate.com/yyv7/202309/12/BHK8iCBR4W1/video/index.m3u8#第14集$https://v7.qdhdcate.com/yyv7/202309/12/rS0dJjSPVb1/video/index.m3u8#第15集$https://v7.qdhdcate.com/yyv7/202309/12/U4BbTc3Jm31/video/index.m3u8#第16集$https://v7.qdhdcate.com/yyv7/202309/12/2Nrm8vAh3h1/video/index.m3u8#第17集$https://v7.qdhdcate.com/yyv7/202309/12/GShHVNL2y01/video/index.m3u8#第18集$https://v7.qdhdcate.com/yyv7/202309/12/p9X4FAh6mM1/video/index.m3u8#第19集$https://v7.qdhdcate.com/yyv7/202309/12/YiSF6LBEMS1/video/index.m3u8#第20集$https://v7.qdhdcate.com/yyv7/202309/12/xq884Zf4Qw1/video/index.m3u8#第21集$https://v7.qdhdcate.com/yyv7/202309/12/rU4zJYYY9F1/video/index.m3u8#第22集$https://v7.qdhdcate.com/yyv7/202309/12/quC8EmpH9k1/video/index.m3u8#第23集$https://v7.qdhdcate.com/yyv7/202309/12/WbB7iQWjP21/video/index.m3u8#第24集$https://v7.qdhdcate.com/yyv7/202309/12/8fbi4RZYbA1/video/index.m3u8#第25集$https://v7.qdhdcate.com/yyv7/202309/12/2TSQTLD09C1/video/index.m3u8#第26集$https://v7.qdhdcate.com/yyv7/202309/12/r33tTe2bLm1/video/index.m3u8#第27集$https://v7.qdhdcate.com/yyv7/202309/12/QuTjm1qqiQ1/video/index.m3u8#第28集$https://v7.qdhdcate.com/yyv7/202309/12/agPwjisJeD1/video/index.m3u8#第29集$https://v7.qdhdcate.com/yyv7/202309/12/MBPZc5EWS21/video/index.m3u8#第30集$https://v7.qdhdcate.com/yyv7/202309/12/nF7h1kVHks1/video/index.m3u8#第31集$https://v7.qdhdcate.com/yyv7/202309/12/wbDf5dWmzB1/video/index.m3u8#第32集$https://v7.qdhdcate.com/yyv7/202309/12/i0SDcs8mwQ1/video/index.m3u8#第33集$https://v7.qdhdcate.com/yyv7/202309/12/mEjcmwSqEB1/video/index.m3u8#第34集$https://v7.qdhdcate.com/yyv7/202309/12/A3V9reRJEM1/video/index.m3u8#第35集$https://v7.qdhdcate.com/yyv7/202309/12/js8Ce6GZG31/video/index.m3u8#第36集$https://v7.qdhdcate.com/yyv7/202309/12/eKktWAfkym1/video/index.m3u8
星际旅行2：可汗怒吼国语,https://v12.qdhdcate.com/yyv12/202408/11/rAfr7Y4M9H8/video/index.m3u8
武林三凤（大結局）粤语,https://v11.qdhdcate.com/yyv11/202408/07/pqSr4ZynB23/video/index.m3u8
鬼剑奇兵,https://v10.qdhdcate.com/yyv10/202408/06/J6y8g4JJJN15/video/index.m3u8
复仇长官,https://v11.qdhdcate.com/yyv11/202408/10/NYWCUhs6MY3/video/index.m3u8
北方之刺,https://v8.qdhdcate.com/yyv8/202408/11/xDfstvm4DH14/video/index.m3u8
极速天使粤语,https://v8.qdhdcate.com/yyv8/202407/30/68FWhb9rRB14/video/index.m3u8
星际旅行3：石破天惊国语,https://v10.qdhdcate.com/yyv10/202408/11/Pm91H8Mbk915/video/index.m3u8
王者天下,https://v11.qdhdcate.com/yyv11/202408/07/8dFHx3kiPq3/video/index.m3u8
热血天使,https://v11.qdhdcate.com/yyv11/202408/10/1XLHwFymSN3/video/index.m3u8
极速天使国语,https://v11.qdhdcate.com/yyv11/202407/30/RtWABAKP283/video/index.m3u8
鬼侠粤语,https://v5.qdhdcate.com/yyv5/202408/03/Z1gbYeA9w37/video/index.m3u8
金头鹰粤语,https://v5.qdhdcate.com/yyv5/202408/03/3Zj4DKeSq87/video/index.m3u8
开挂的拉维警长,https://v12.qdhdcate.com/yyv12/202408/04/BNq40AX5ML8/video/index.m3u8
X战警：天启国语,https://v11.qdhdcate.com/yyv11/202408/07/YknwkMqKYP3/video/index.m3u8
加勒比海盗国语,https://v11.qdhdcate.com/yyv11/202408/07/v5mqFRBUte3/video/index.m3u8
快人一步,https://v11.qdhdcate.com/yyv11/202408/08/SEAW105T0t3/video/index.m3u8
大明锦衣之暗夜风云,https://v8.qdhdcate.com/yyv8/202408/08/fSwXH6RdKm14/video/index.m3u8
银河护卫队2国语,https://v8.qdhdcate.com/yyv8/202408/06/6KQXpkHDCG14/video/index.m3u8
侏罗纪世界2,https://v1.qdhdcate.com/yyv1/202308/19/E78JycUYhY2/video/index.m3u8#HD$https://v8.qdhdcate.com/yyv8/202407/31/cpUdYFHpra14/video/index.m3u8
银河护卫队国语,https://v9.qdhdcate.com/yyv9/202408/06/u0XAJUR36c18/video/index.m3u8
热血杀手,https://v8.qdhdcate.com/yyv8/202408/08/zAEGGC3dfG14/video/index.m3u8
纳尼亚传奇2：凯斯宾王子国语,https://v8.qdhdcate.com/yyv8/202408/02/5wKUwa8bRh14/video/index.m3u8
新木乃伊,https://v1.qdhdcate.com/yyv1/202308/19/HK8NVcDbVM2/video/index.m3u8#HD$https://v11.qdhdcate.com/yyv11/202408/03/JeBJByBYvr3/video/index.m3u8
木乃伊3国语,https://v12.qdhdcate.com/yyv12/202408/03/prjf4jQzzG8/video/index.m3u8
杀神十号,https://v12.qdhdcate.com/yyv12/202408/07/HhuixRQ32C8/video/index.m3u8
破毒行动,https://v10.qdhdcate.com/yyv10/202404/10/JjiL3RLqKQ3/video/index.m3u8
古墓丽影国语,https://v5.qdhdcate.com/yyv5/202408/03/KfYxm19Lhs7/video/index.m3u8
复仇者联盟3：无限战争国语,https://v10.qdhdcate.com/yyv10/202408/02/j4tHHzveYr15/video/index.m3u8
古墓丽影2国语,https://v9.qdhdcate.com/yyv9/202408/03/8P0WkMVpS518/video/index.m3u8
金刚复活国语,https://v8.qdhdcate.com/yyv8/202408/06/pG5LMYLZQ814/video/index.m3u8
黄飞鸿虎鹤斗五狼粤语,https://v5.qdhdcate.com/yyv5/202408/03/cXWL07PT8s7/video/index.m3u8
黑沙村大決鬥粤语,https://v9.qdhdcate.com/yyv9/202408/03/1BYkevsbBR18/video/index.m3u8
卧底,https://v12.qdhdcate.com/yyv12/202408/07/u5tc1prWt88/video/index.m3u8
雷神国语,https://v11.qdhdcate.com/yyv11/202408/04/40MUpptTEC3/video/index.m3u8
钢铁侠2,https://v1.qdhdcate.com/yyv1/202308/20/qmEjbUHdMR2/video/index.m3u8#HD$https://v11.qdhdcate.com/yyv11/202408/05/hUUdZg32193/video/index.m3u8
霹雳娇娃2国语,https://v8.qdhdcate.com/yyv8/202408/05/LpWiEb7NGC14/video/index.m3u8
碟中谍4国语,https://v12.qdhdcate.com/yyv12/202407/30/JqnS20EZ9M8/video/index.m3u8
雷神2：黑暗世界国语,https://v11.qdhdcate.com/yyv11/202408/04/TcEru1tH133/video/index.m3u8
少林高徒粤语,https://v9.qdhdcate.com/yyv9/202408/06/j0VMSr559U18/video/index.m3u8
紧急搜捕令,https://v8.qdhdcate.com/yyv8/202408/05/SkiRy1ut8f14/video/index.m3u8
霹雳娇娃国语,https://v5.qdhdcate.com/yyv5/202408/05/kftsTRZA5e7/video/index.m3u8
碟中谍6：全面瓦解国语,https://v11.qdhdcate.com/yyv11/202407/30/EnH3S97Wmx3/video/index.m3u8
钢铁侠国语,https://v11.qdhdcate.com/yyv11/202408/05/KBe662qm033/video/index.m3u8
复仇者联盟国语,https://v8.qdhdcate.com/yyv8/202408/02/Ak1pMTLJi614/video/index.m3u8
沙漠袭击,https://v8.qdhdcate.com/yyv8/202408/05/bcc0NSGrb614/video/index.m3u8
钢铁侠3国语,https://v12.qdhdcate.com/yyv12/202408/05/A95VqpCDz48/video/index.m3u8
007之雷霆谷国语,https://v5.qdhdcate.com/yyv5/202407/26/gJ02eM4H0S7/video/index.m3u8
梦比优斯奥特曼和奥特兄弟,https://v10.qdhdcate.com/yyv10/202407/25/pAr7VEHtjW15/video/index.m3u8
雷神3：诸神黄昏国语,https://v5.qdhdcate.com/yyv5/202408/05/CsUUmpUXLr7/video/index.m3u8
007之霹雳弹国语,https://v9.qdhdcate.com/yyv9/202407/26/nPfHbyhbj818/video/index.m3u8
007之金手指国语,https://v12.qdhdcate.com/yyv12/202407/26/xheVEBKPwZ8/video/index.m3u8
007之金枪人国语,https://v9.qdhdcate.com/yyv9/202407/26/rT9JNVETc818/video/index.m3u8
007之金刚钻国语,https://v8.qdhdcate.com/yyv8/202407/26/QpisnVBNcC14/video/index.m3u8
007之八爪女国语,https://v5.qdhdcate.com/yyv5/202407/28/xkncS5p6y17/video/index.m3u8
复仇者联盟2：奥创纪元国语,https://v9.qdhdcate.com/yyv9/202408/02/cYWpN8NPAe18/video/index.m3u8
007之黎明生机国语,https://v10.qdhdcate.com/yyv10/202407/28/LRBHKfEKyT15/video/index.m3u8
浪人国语,https://v9.qdhdcate.com/yyv9/202407/26/L2eUTTfFuv18/video/index.m3u8
007之太空城国语,https://v8.qdhdcate.com/yyv8/202407/28/UJ8w22TNiu14/video/index.m3u8
007之女王密使国语,https://v5.qdhdcate.com/yyv5/202407/26/PvctsCQZ7q7/video/index.m3u8
公元2000AD粤语,https://v8.qdhdcate.com/yyv8/202408/03/AjfDWcQ0yf14/video/index.m3u8
公元2000AD国语,https://v5.qdhdcate.com/yyv5/202408/03/kFwFY4xXQz7/video/index.m3u8
碟中谍5：神秘国度国语,https://v9.qdhdcate.com/yyv9/202407/30/vqCESxS1Sk18/video/index.m3u8
古墓丽影：源起之战国语,https://v10.qdhdcate.com/yyv10/202408/03/kHg9pQ8Sji15/video/index.m3u8
木乃伊归来国语,https://v10.qdhdcate.com/yyv10/202408/03/inaMZdTZaS15/video/index.m3u8
行动代号：三色旗,https://v9.qdhdcate.com/yyv9/202407/30/ZSxuuT6Phn18/video/index.m3u8
勇敢者的游戏2：太空飞行棋国语,https://v5.qdhdcate.com/yyv5/202407/31/ZCcJ0xA6YS7/video/index.m3u8
侏罗纪世界国语,https://v11.qdhdcate.com/yyv11/202407/31/X5gYABia0p3/video/index.m3u8
勇敢者的游戏国语,https://v12.qdhdcate.com/yyv12/202407/31/ep6WQvEnwf8/video/index.m3u8
侏罗纪世界3国语,https://v9.qdhdcate.com/yyv9/202407/31/JZhNMyWmvv18/video/index.m3u8
侏罗纪公园3国语,https://v10.qdhdcate.com/yyv10/202407/31/4XDwKQA2rv15/video/index.m3u8
夺魂旗(下集)粤语,https://v10.qdhdcate.com/yyv10/202408/03/mH1BtYfEw215/video/index.m3u8
醉后一拳,https://v8.qdhdcate.com/yyv8/202408/03/8mcccJAchP14/video/index.m3u8
飓风奇劫国语,https://v12.qdhdcate.com/yyv12/202407/16/K0TRNeaKCK8/video/index.m3u8
扎克·施奈德版正义联盟国语,https://v11.qdhdcate.com/yyv11/202407/21/kY9kTLZ9h63/video/index.m3u8
三个火枪手国语,https://v10.qdhdcate.com/yyv10/202407/19/sKMpR7tecY15/video/index.m3u8
剧场版 超·假面骑士电王Decade 新世代 鬼之岛的战舰,https://v5.qdhdcate.com/yyv5/202407/25/4AVvmWBnik7/video/index.m3u8
高踢少女,https://v11.qdhdcate.com/yyv11/202407/30/SKyuXaYRNQ3/video/index.m3u8
无人过境,https://v12.qdhdcate.com/yyv12/202408/01/Qt6vwwcmYD8/video/index.m3u8
剧场版 假面骑士Decade 全体骑士对大修卡,https://v8.qdhdcate.com/yyv8/202407/25/U7eDbwks1j14/video/index.m3u8
不惧风暴国语,https://v11.qdhdcate.com/yyv11/202407/19/TAB6jU3fJ63/video/index.m3u8
黄沙战神,https://v5.qdhdcate.com/yyv5/202407/31/RMYXY9gE177/video/index.m3u8
长船,https://v9.qdhdcate.com/yyv9/202407/26/UTBnWG4nZt18/video/index.m3u8
碟中谍国语,https://v9.qdhdcate.com/yyv9/202407/29/w2jD4BgyGq18/video/index.m3u8
文豪野犬BEAST国语,https://v5.qdhdcate.com/yyv5/202407/26/gxh8hLHyjZ7/video/index.m3u8
文豪野犬BEAST,https://v11.qdhdcate.com/yyv11/202407/26/JweWiGdmgp3/video/index.m3u8
燃烧2013,https://v5.qdhdcate.com/yyv5/202407/24/gJHE4EYLrq7/video/index.m3u8
驱魔警探,https://v5.qdhdcate.com/yyv5/202407/29/YRDPZKMMti7/video/index.m3u8
骇命实验,https://v5.qdhdcate.com/yyv5/202407/28/LBYp0V964U7/video/index.m3u8
无法无天2007,https://v11.qdhdcate.com/yyv11/202407/27/FA6wY7tCtP3/video/index.m3u8
法外之徒2019,https://v12.qdhdcate.com/yyv12/202407/27/k9AaWQB8cT8/video/index.m3u8
碟中谍3国语,https://v9.qdhdcate.com/yyv9/202407/29/6f0hqcFePp18/video/index.m3u8
碟中谍2国语,https://v11.qdhdcate.com/yyv11/202407/29/bW4mwtvVxA3/video/index.m3u8
狂野飞车国语,https://v9.qdhdcate.com/yyv9/202407/26/etRAx8Wv3918/video/index.m3u8
铁血战士：狩猎,https://v10.qdhdcate.com/yyv10/202407/26/C8Yh1KQgEL15/video/index.m3u8
妇女之友,https://v12.qdhdcate.com/yyv12/202407/23/xdArRHbqMx8/video/index.m3u8
暴动,https://v11.qdhdcate.com/yyv11/202407/21/jVqpEp2PHW3/video/index.m3u8
地心历险记2：神秘岛国语,https://v5.qdhdcate.com/yyv5/202407/29/R0xEHurAdn7/video/index.m3u8
扎职2：江湖陌路国语,https://v12.qdhdcate.com/yyv12/202407/26/EehdqxRjjK8/video/index.m3u8
殊死一搏,https://v8.qdhdcate.com/yyv8/202407/31/bgcGxPXmnT14/video/index.m3u8
倒数救援战,https://v11.qdhdcate.com/yyv11/202407/24/wjDLQkRZKd3/video/index.m3u8
庞尼因·塞尔文：第一部分,https://v10.qdhdcate.com/yyv10/202407/30/4xVrMnJut815/video/index.m3u8
玄虚解语,https://v9.qdhdcate.com/yyv9/202407/26/kD42JVL3rp18/video/index.m3u8
扎职2：江湖陌路粤语,https://v10.qdhdcate.com/yyv10/202407/26/t1j9jHFqFr15/video/index.m3u8
007：大破量子危机国语,https://v8.qdhdcate.com/yyv8/202407/27/g3JJyKc5EC14/video/index.m3u8
007之诺博士国语,https://v5.qdhdcate.com/yyv5/202407/27/WYJq6SEzT87/video/index.m3u8
007之黑日危机国语,https://v9.qdhdcate.com/yyv9/202407/27/ms8PCGgEFG18/video/index.m3u8
007：幽灵党国语,https://v5.qdhdcate.com/yyv5/202407/27/KLemjb5Cwx7/video/index.m3u8
007之黄金眼国语,https://v9.qdhdcate.com/yyv9/202407/27/9jjpEDXnvt18/video/index.m3u8
浪人,https://v8.qdhdcate.com/yyv8/202407/26/nXdQW20UAL14/video/index.m3u8
007之俄罗斯之恋,https://v1.qdhdcate.com/yyv1/202308/19/zEAgeLrUfk2/video/index.m3u8#HD$https://v8.qdhdcate.com/yyv8/202407/27/uefdFQFzNN14/video/index.m3u8
007之择日而亡国语,https://v11.qdhdcate.com/yyv11/202407/27/rA7aSJt3333/video/index.m3u8
007：大破天幕杀机国语,https://v10.qdhdcate.com/yyv10/202407/27/8rb7m1WyQc15/video/index.m3u8
007之明日帝国国语,https://v9.qdhdcate.com/yyv9/202407/27/yaNPYYfVMw18/video/index.m3u8
007之雷霆杀机国语,https://v8.qdhdcate.com/yyv8/202407/28/1wb8LKgtCj14/video/index.m3u8
007之杀人执照国语,https://v9.qdhdcate.com/yyv9/202407/28/YHtpBx9Q5F18/video/index.m3u8
007之最高机密国语,https://v12.qdhdcate.com/yyv12/202407/28/y45EvBN3Nz8/video/index.m3u8
死亡飞车国语,https://v10.qdhdcate.com/yyv10/202407/24/F7wV0s9ckH15/video/index.m3u8
未来水世界国语,https://v8.qdhdcate.com/yyv8/202407/23/xxFwrMQZB914/video/index.m3u8
007外传之巡弋飞弹国语,https://v5.qdhdcate.com/yyv5/202407/28/DRZTVArD8i7/video/index.m3u8
勇闯夺命岛国语,https://v10.qdhdcate.com/yyv10/202407/21/mx3ujhP1Y315/video/index.m3u8
007：无暇赴死国语,https://v11.qdhdcate.com/yyv11/202407/28/XKRhJRpbRm3/video/index.m3u8
野牛,https://v5.qdhdcate.com/yyv5/202407/21/ZRE9Td24GF7/video/index.m3u8
007之海底城国语,https://v12.qdhdcate.com/yyv12/202407/28/jFdb7TLKBk8/video/index.m3u8
海神号国语,https://v11.qdhdcate.com/yyv11/202407/24/eW2s0gbufT3/video/index.m3u8
无敌大猩猩国语,https://v8.qdhdcate.com/yyv8/202407/25/3jBMFPWTMY14/video/index.m3u8
星球大战2：帝国反击战,https://v5.qdhdcate.com/yyv5/202407/26/PwafUG07FP7/video/index.m3u8
剧场版 假面骑士剑 MISSING ACE,https://v11.qdhdcate.com/yyv11/202407/25/nSEkbS8tN53/video/index.m3u8
末日崩塌,https://v1.qdhdcate.com/yyv1/202308/19/RwF0Pm7grv2/video/index.m3u8#HD$https://v11.qdhdcate.com/yyv11/202407/25/pvgQeCQRv23/video/index.m3u8
星球大战前传3：西斯的反击国语,https://v11.qdhdcate.com/yyv11/202407/26/Xr9QhY87ad3/video/index.m3u8
星球大战前传3：西斯的反击,https://v8.qdhdcate.com/yyv8/202407/26/HsPtDkN8GS14/video/index.m3u8
星球大战2：帝国反击战国语,https://v12.qdhdcate.com/yyv12/202407/26/pWZvkV4zrp8/video/index.m3u8
怒火战猴,https://v8.qdhdcate.com/yyv8/202405/11/3HKQ1tP4Ud14/video/index.m3u8#HD$https://v10.qdhdcate.com/yyv10/202407/27/VhT9qSeRKY15/video/index.m3u8
赊刀人,https://v9.qdhdcate.com/yyv9/202407/27/bMn30PQZcE18/video/index.m3u8
独立日国语,https://v5.qdhdcate.com/yyv5/202407/20/VmLc2R1RVL7/video/index.m3u8
釜山行国语,https://v10.qdhdcate.com/yyv10/202407/22/L58y1s3psN15/video/index.m3u8
功夫之王国语,https://v12.qdhdcate.com/yyv12/202407/21/25kJzB98NH8/video/index.m3u8
韩赛尔与格蕾特：女巫猎人国语,https://v5.qdhdcate.com/yyv5/202407/23/vk3BGb5wqm7/video/index.m3u8
赌彩黑名单,https://v8.qdhdcate.com/yyv8/202407/24/KVA27yZx2k14/video/index.m3u8
零一Others假面骑士灭亡迅雷国语,https://v10.qdhdcate.com/yyv10/202407/23/xtZg3Be2sV15/video/index.m3u8
毒液：致命守护者国语,https://v12.qdhdcate.com/yyv12/202407/20/vW3GDq3j0M8/video/index.m3u8
航班蛇患,https://v1.qdhdcate.com/yyv1/202308/19/6EDzYu6x8R2/video/index.m3u8#HD$https://v11.qdhdcate.com/yyv11/202407/17/d4hnLtprrA3/video/index.m3u8
寻龙迷棺,https://v8.qdhdcate.com/yyv8/202407/24/HcQzruFSLy14/video/index.m3u8
奇异博士,https://v1.qdhdcate.com/yyv1/202308/19/zVZtgszkQM2/video/index.m3u8#HD$https://v12.qdhdcate.com/yyv12/202407/04/JaKsRFaCq28/video/index.m3u8
奥特曼vs假面骑士,https://v12.qdhdcate.com/yyv12/202407/11/yqykzqx4Qm8/video/index.m3u8
惊魂夺宝,https://v12.qdhdcate.com/yyv12/202407/09/dXkdZ7uNUQ8/video/index.m3u8
异形总动员国语,https://v12.qdhdcate.com/yyv12/202407/09/9kRcwXbWSS8/video/index.m3u8
天崩地裂国语,https://v11.qdhdcate.com/yyv11/202407/18/Lz73AhLpJ33/video/index.m3u8
行动代号：黑衣人,https://v12.qdhdcate.com/yyv12/202407/18/TgSC6vWyfH8/video/index.m3u8
异种1995,https://v10.qdhdcate.com/yyv10/202407/18/GYLYy1U1J515/video/index.m3u8
佐罗的面具国语,https://v8.qdhdcate.com/yyv8/202407/19/UtR2SmfWcL14/video/index.m3u8
白象2011,https://v10.qdhdcate.com/yyv10/202407/21/nit5zM3thN15/video/index.m3u8
黑鹰坠落国语,https://v8.qdhdcate.com/yyv8/202407/16/0uxkzGDXmV14/video/index.m3u8
24小时：末路重生国语,https://v9.qdhdcate.com/yyv9/202407/19/KxhQGtGT2118/video/index.m3u8
绝地战警：生死与共,https://v8.qdhdcate.com/yyv8/202406/11/vNcVJLsTMF14/video/index.m3u8#HD$https://v11.qdhdcate.com/yyv11/202407/23/DHUMJeFx2M3/video/index.m3u8
神秘保镖,https://v9.qdhdcate.com/yyv9/202407/19/8J26qXVpJw18/video/index.m3u8
白雪公主与猎人国语,https://v10.qdhdcate.com/yyv10/202407/21/RmCGyxEJPB15/video/index.m3u8
龙卷风国语,https://v10.qdhdcate.com/yyv10/202407/21/NXF7cyg0BK15/video/index.m3u8
少林木人巷粤语,https://v9.qdhdcate.com/yyv9/202407/21/rSzQDQvs1w18/video/index.m3u8
