爱情片,#genre#
午夜阳光,https://v11.qdhdcate.com/yyv11/202403/15/qsLGWq7Y2p4/video/index.m3u8
照片里的伴娘,https://v11.qdhdcate.com/yyv11/202403/14/1LE7w8U2gs4/video/index.m3u8
偷心艺术,https://v11.qdhdcate.com/yyv11/202403/15/1UsJdscxBN3/video/index.m3u8
过道,https://v11.qdhdcate.com/yyv11/202403/15/0uQBBFdeqp3/video/index.m3u8
心路历程,https://v11.qdhdcate.com/yyv11/202403/13/38k3gu7wZq4/video/index.m3u8
七剑下天山之七情花,https://v11.qdhdcate.com/yyv11/202403/13/3KwsqVajr64/video/index.m3u8
七剑下天山之修罗眼,https://v11.qdhdcate.com/yyv11/202403/13/wVpEh36Fmp4/video/index.m3u8
第七天堂,https://v11.qdhdcate.com/yyv11/202403/13/cxCyrfm18x4/video/index.m3u8
恋爱好滋味,https://v11.qdhdcate.com/yyv11/202403/15/GcEGpr0Pch4/video/index.m3u8
热恋中的他2024,https://v11.qdhdcate.com/yyv11/202403/11/VdgqpezfKD3/video/index.m3u8
恶之华,https://v11.qdhdcate.com/yyv11/202403/10/iJsuQu1tGY4/video/index.m3u8
男人与女人2013,https://v11.qdhdcate.com/yyv11/202403/08/dVV4aGvxEg3/video/index.m3u8
蕾切尔的婚礼,https://v11.qdhdcate.com/yyv11/202403/11/bb8rmH6eVk4/video/index.m3u8
亡命边缘,https://v8.qdhdcate.com/yyv8/202403/01/00TrP6zdJr1/video/index.m3u8
接招吧！那边的女孩,https://v12.qdhdcate.com/yyv12/202403/09/qe05K0wXRc4/video/index.m3u8
十万分之一,https://v11.qdhdcate.com/yyv11/202403/10/X6rdBiiwTA4/video/index.m3u8
女人是男人的未来,https://v11.qdhdcate.com/yyv11/202403/08/zbNUNnDdMw3/video/index.m3u8
我的百变皇后,https://v11.qdhdcate.com/yyv11/202403/06/xydmEWxDsj3/video/index.m3u8
虫不知,https://v8.qdhdcate.com/yyv8/202403/01/7YgrsPTL4F1/video/index.m3u8
逃出坎大哈,https://v8.qdhdcate.com/yyv8/202403/01/Tjunmbp1hC1/video/index.m3u8
悬崖上的小号,https://v12.qdhdcate.com/yyv12/202403/08/Ne9ijLjJsY4/video/index.m3u8
最好的婚礼,https://v11.qdhdcate.com/yyv11/202403/03/b8SXHjBEEe3/video/index.m3u8
逆光2021,https://v12.qdhdcate.com/yyv12/202403/08/mDRpmycatT4/video/index.m3u8
曾经安静的男人,https://v11.qdhdcate.com/yyv11/202403/08/vMcRn8rG1E3/video/index.m3u8
F,https://v12.qdhdcate.com/yyv12/202403/08/qMFFc06zPB4/video/index.m3u8
当男人恋爱时2014,https://v11.qdhdcate.com/yyv11/202403/08/DCawMYzmmS3/video/index.m3u8
完美世界2018,https://v11.qdhdcate.com/yyv11/202403/04/5kPNHG72mB3/video/index.m3u8
查泰莱夫人的情人2015,https://v11.qdhdcate.com/yyv11/202403/03/qUfsfub7Zn3/video/index.m3u8
孔雀公主,https://v11.qdhdcate.com/yyv11/202403/01/KtNtDgUX9a3/video/index.m3u8
最好的相遇2023,https://v12.qdhdcate.com/yyv12/202403/02/iJHJ4hXMk64/video/index.m3u8
荒井小姐的秘密生活,https://v11.qdhdcate.com/yyv11/202403/02/t3P08WKMKJ3/video/index.m3u8
公主新娘,https://v8.qdhdcate.com/yyv8/202402/17/YEUh1Rs9ev1/video/index.m3u8
伯爵夫人的耳环,https://v11.qdhdcate.com/yyv11/202403/03/ttsC96qCtd3/video/index.m3u8
初恋日记粤语,https://v11.qdhdcate.com/yyv11/202402/29/f09asSQsxh3/video/index.m3u8
初恋日记国语,https://v11.qdhdcate.com/yyv11/202402/29/JLXvWydsM83/video/index.m3u8
面包店的女孩,https://v11.qdhdcate.com/yyv11/202402/29/cHRunEfQMx3/video/index.m3u8
安妮·李斯特的秘密日记,https://v11.qdhdcate.com/yyv11/202403/02/8WSm9tNJSk3/video/index.m3u8
很高兴遇见·你,https://v11.qdhdcate.com/yyv11/202402/28/45ptR3pzM33/video/index.m3u8
第二次约会性指南,https://v11.qdhdcate.com/yyv11/202402/29/06zKn1CZar3/video/index.m3u8
路基完,https://v12.qdhdcate.com/yyv12/202403/01/1gQwx2QS7g4/video/index.m3u8
我盛大的希腊婚礼3,https://v12.qdhdcate.com/yyv12/202402/28/XvdHmvUPd64/video/index.m3u8
恋如雨止,https://v11.qdhdcate.com/yyv11/202402/27/RhAiypGw6r3/video/index.m3u8
海明威与盖尔霍恩,https://v11.qdhdcate.com/yyv11/202402/27/9VYvgqdRj53/video/index.m3u8
月光恋,https://v11.qdhdcate.com/yyv11/202402/28/yMpmTtNcSH3/video/index.m3u8
与君相恋100次,https://v11.qdhdcate.com/yyv11/202402/26/Ez1iNBya6S3/video/index.m3u8
你的婚礼2018,https://v11.qdhdcate.com/yyv11/202402/27/FsaAPjf8833/video/index.m3u8
恋之光,https://v11.qdhdcate.com/yyv11/202402/28/vN0FDJzLEJ3/video/index.m3u8
住在你的灵魂里,https://v11.qdhdcate.com/yyv11/202402/26/fdLm2rStK33/video/index.m3u8
念念手纪,https://v11.qdhdcate.com/yyv11/202402/26/0ZFctJwTSG3/video/index.m3u8
青夏：恋上你的30日,https://v11.qdhdcate.com/yyv11/202402/26/eWqcMwkX1N3/video/index.m3u8
可怜的东西,https://v12.qdhdcate.com/yyv12/202402/27/2GTwNsz3Sw4/video/index.m3u8
前度国语,https://v11.qdhdcate.com/yyv11/202402/25/TbyqLBtkxP3/video/index.m3u8
一封陌生女子的来信,https://v11.qdhdcate.com/yyv11/202402/26/SEujnx7xtJ3/video/index.m3u8
龙眼粥,https://v11.qdhdcate.com/yyv11/202402/25/phRy3j6E1y3/video/index.m3u8
前度粤语,https://v11.qdhdcate.com/yyv11/202402/25/fuCSCLm8Kb3/video/index.m3u8
不要杀我,https://v11.qdhdcate.com/yyv11/202402/25/HQMRbd5MEH3/video/index.m3u8
失恋治疗所,https://v12.qdhdcate.com/yyv12/202402/26/YCTyf3eExi4/video/index.m3u8
G调的玛瑙红,https://v11.qdhdcate.com/yyv11/202402/21/ANzJN59P4G3/video/index.m3u8
时间商行,https://v12.qdhdcate.com/yyv12/202402/21/sWfn0nC8iX4/video/index.m3u8
索维托爱情故事,https://v12.qdhdcate.com/yyv12/202402/26/L70ZGHC1Wj4/video/index.m3u8
友爱圣诞,https://v11.qdhdcate.com/yyv11/202402/20/bLLvWQR0JT3/video/index.m3u8
少女卡米拉,https://v3.qdhdcate.com/yyv3/202402/22/CdkLKY11TR2/video/index.m3u8
我的村我的家,https://v11.qdhdcate.com/yyv11/202402/19/L5sTD4M2JN3/video/index.m3u8
怒2016,https://v11.qdhdcate.com/yyv11/202402/19/xNy4qEvujP3/video/index.m3u8
心恋,https://v11.qdhdcate.com/yyv11/202402/18/CmndfxAatb3/video/index.m3u8
阿尔玛和奥斯卡,https://v11.qdhdcate.com/yyv11/202402/20/NyjCMxZacJ3/video/index.m3u8
秋歌,https://v11.qdhdcate.com/yyv11/202402/17/B4CCn3ktv13/video/index.m3u8
初恋无罪,https://v11.qdhdcate.com/yyv11/202402/17/2Nf4WRrgi23/video/index.m3u8
如果声音不记得,https://v11.qdhdcate.com/yyv11/202402/17/6HVdrtSwrW3/video/index.m3u8
珠城之恋,https://v11.qdhdcate.com/yyv11/202402/15/31bFGETk6x3/video/index.m3u8
只是陌生人,https://v11.qdhdcate.com/yyv11/202402/10/iQzBPCNtGc3/video/index.m3u8
孟婆传之缘起,https://v12.qdhdcate.com/yyv12/202402/25/ziJf9fA6wn4/video/index.m3u8
侦探物语,https://v11.qdhdcate.com/yyv11/202402/10/mjHAsY8weP3/video/index.m3u8
一闪一闪亮星星2023,https://v11.qdhdcate.com/yyv11/202402/13/gUhH3NTzZz3/video/index.m3u8
天堂日落,https://v11.qdhdcate.com/yyv11/202402/17/q39SWKeuRK3/video/index.m3u8
只想爱你,https://v8.qdhdcate.com/yyv8/202402/08/P199Xjze9e1/video/index.m3u8
庐山恋,https://v11.qdhdcate.com/yyv11/202402/06/d8VvRQmnjp3/video/index.m3u8
女朋友1955,https://v11.qdhdcate.com/yyv11/202402/06/fRbDLjNL6M3/video/index.m3u8$
绿夜2023,https://v8.qdhdcate.com/yyv8/202402/03/5yR5EnJngT1/video/index.m3u8
天地雄心,https://v8.qdhdcate.com/yyv8/202401/25/Y3dkDHbGyN1/video/index.m3u8
不能说的秘密2007,https://v3.qdhdcate.com/yyv3/202402/03/xYQiujtZvj2/video/index.m3u8
新吸血僵尸,https://v8.qdhdcate.com/yyv8/202401/25/aRxmUyYYy51/video/index.m3u8
兽王,https://v8.qdhdcate.com/yyv8/202402/04/wM6Ss78aqJ1/video/index.m3u8
双虎屠龙,https://v3.qdhdcate.com/yyv3/202402/04/TkGXMJpR032/video/index.m3u8
双枪侠,https://v3.qdhdcate.com/yyv3/202402/04/GvbKUQyLjG2/video/index.m3u8
骏马,https://v3.qdhdcate.com/yyv3/202402/04/27amqccrDv2/video/index.m3u8
惊情四百年,https://v8.qdhdcate.com/yyv8/202401/25/9dwhQ9D6Mp1/video/index.m3u8
你美丽了我的人生,https://v3.qdhdcate.com/yyv3/202402/02/CVYaKzwgMW2/video/index.m3u8
之后5,https://v8.qdhdcate.com/yyv8/202402/01/YM0VeKnaUh1/video/index.m3u8
红色生活,https://v8.qdhdcate.com/yyv8/202402/01/baKstwiWXR1/video/index.m3u8
邻居同居2,https://v3.qdhdcate.com/yyv3/202402/01/eF46tv4WC02/video/index.m3u8
野山百里香,https://v8.qdhdcate.com/yyv8/202402/01/Z3Hb6j01nT1/video/index.m3u8
邻居同居,https://v3.qdhdcate.com/yyv3/202402/01/KKesN28rzg2/video/index.m3u8
一夕风流恨事多,https://v3.qdhdcate.com/yyv3/202401/28/zJcj0185Qh2/video/index.m3u8
靠近我一点,https://v8.qdhdcate.com/yyv8/202402/01/ibAVP2pMDR1/video/index.m3u8
附注：我爱你,https://v3.qdhdcate.com/yyv3/202401/26/eMQajzhxS12/video/index.m3u8
变鬼3.1,https://v8.qdhdcate.com/yyv8/202401/25/scJAPx2LSQ1/video/index.m3u8
美人鱼之死亡湖,https://v8.qdhdcate.com/yyv8/202401/23/CkAQyKwLsx1/video/index.m3u8
阿龙的故事,https://v3.qdhdcate.com/yyv3/202401/23/Zfbi6eMLqx2/video/index.m3u8
心灵之地,https://v3.qdhdcate.com/yyv3/202401/21/wSAsPFQ5Gi2/video/index.m3u8
爱丽丝：从仙境来的少年,https://v3.qdhdcate.com/yyv3/202401/21/VFgp73Pm4Y2/video/index.m3u8
寻：电影版,https://v3.qdhdcate.com/yyv3/202401/19/2j1bq8p5A82/video/index.m3u8
你的婚礼,https://v8.qdhdcate.com/yyv8/202401/21/Q2w1qAsZJ91/video/index.m3u8$#
网事情缘,https://v3.qdhdcate.com/yyv3/202401/25/sRRfLVqy6T2/video/index.m3u8
穿制服的女孩,https://v3.qdhdcate.com/yyv3/202401/19/AEAfFZ81kp2/video/index.m3u8
你的眼睛在追问,https://v1.qdhdcate.com/yyv1/202308/19/crvRZSJSDH2/video/index.m3u8
爱的路,https://v3.qdhdcate.com/yyv3/202401/20/8fdVZdLAi92/video/index.m3u8
想飞2014,https://v3.qdhdcate.com/yyv3/202401/18/J99jWycfCE2/video/index.m3u8
鱼心河忍,https://v3.qdhdcate.com/yyv3/202401/18/ZnWEga0y2A2/video/index.m3u8
爱我敢不敢,https://v3.qdhdcate.com/yyv3/202401/18/qnDSa7dLAL2/video/index.m3u8
之后,https://v3.qdhdcate.com/yyv3/202401/17/FaxzgF6ygs2/video/index.m3u8
之后2,https://v3.qdhdcate.com/yyv3/202401/17/Rnm3HmMUDJ2/video/index.m3u8
华丽之后国语,https://v3.qdhdcate.com/yyv3/202401/17/2tQqwcqcZL2/video/index.m3u8
天后小助理,https://v8.qdhdcate.com/yyv8/202401/17/b5Cs7tPTj71/video/index.m3u8
想飞粤语,https://v3.qdhdcate.com/yyv3/202401/17/TUTRaREBiX2/video/index.m3u8
绝命时钟2:22,https://v3.qdhdcate.com/yyv3/202401/17/KLUGaqmiMx2/video/index.m3u8
华丽之后粤语,https://v3.qdhdcate.com/yyv3/202401/17/iZhd15teU92/video/index.m3u8
我是爱,https://v3.qdhdcate.com/yyv3/202401/15/jzXYL38NpD2/video/index.m3u8
结伴前行,https://v8.qdhdcate.com/yyv8/202401/16/jheLva8jCC1/video/index.m3u8
难为情,https://v3.qdhdcate.com/yyv3/202401/15/9qRXNXg4Xg2/video/index.m3u8
恋爱暴击,https://v3.qdhdcate.com/yyv3/202401/16/eDPkyJjstc2/video/index.m3u8
去里斯本的夜车,https://v3.qdhdcate.com/yyv3/202401/16/wUw8US6pdm2/video/index.m3u8
想飞国语,https://v3.qdhdcate.com/yyv3/202401/17/Nvdydui3hz2/video/index.m3u8
原谅他77次粤语,https://v3.qdhdcate.com/yyv3/202401/14/6sUTmkssAr2/video/index.m3u8
爱丽丝和特蕾丝的梦幻工厂,https://pptv.1080tg.com/202401/15/XCN23gcuyf3/video/index.m3u8
每一天,https://v3.qdhdcate.com/yyv3/202401/16/MgtkAYTEVG2/video/index.m3u8
原谅他77次国语,https://v3.qdhdcate.com/yyv3/202401/14/vnxuvQwEe22/video/index.m3u8
冰淇淋般的爱恋,https://v8.qdhdcate.com/yyv8/202401/12/eqchEcuqPr1/video/index.m3u8
潜水员,https://v3.qdhdcate.com/yyv3/202401/14/5d1n9TzPUu2/video/index.m3u8
我走我路,https://v3.qdhdcate.com/yyv3/202401/14/AXeWKWwYya2/video/index.m3u8
熄灭的日光,https://v8.qdhdcate.com/yyv8/202401/13/788VRAZdiU1/video/index.m3u8
星期六到星期日,https://v3.qdhdcate.com/yyv3/202401/14/5LR6LBCG6w2/video/index.m3u8
最短的距离是圆的2：雨和苏打水,https://v8.qdhdcate.com/yyv8/202401/10/DCrTuLrjMk1/video/index.m3u8
那年我对你的承诺,https://v3.qdhdcate.com/yyv3/202401/12/E5WpjugwUN2/video/index.m3u8
求爱嫁期,https://v8.qdhdcate.com/yyv8/202401/09/rFFQ8Qdemc1/video/index.m3u8
异空危情,https://v8.qdhdcate.com/yyv8/202401/09/FAgZkep9b31/video/index.m3u8
金发男子,https://v8.qdhdcate.com/yyv8/202401/10/VYuHqFgtkH1/video/index.m3u8
分手，不分手,https://v8.qdhdcate.com/yyv8/202401/05/s0EZaFkfnE1/video/index.m3u8
狐仙,https://v8.qdhdcate.com/yyv8/202401/09/exjZFjkbsM1/video/index.m3u8
行尸崛起之丧尸新娘,https://v8.qdhdcate.com/yyv8/202401/05/WgPiSmZxza1/video/index.m3u8
海外特派员,https://v3.qdhdcate.com/yyv3/202401/04/b8WrSdBPFw2/video/index.m3u8
坟地喜事,https://v8.qdhdcate.com/yyv8/202401/03/q4rakJsAFX1/video/index.m3u8
上古仙女秘闻,https://v8.qdhdcate.com/yyv8/202401/03/Z0GuY7yZ3E1/video/index.m3u8
我的同学不是人,https://v8.qdhdcate.com/yyv8/202401/05/y5XH7rtDAE1/video/index.m3u8
天亮就去见你,https://v8.qdhdcate.com/yyv8/202401/07/Wzi5KxjnY81/video/index.m3u8
向天真的女生投降,https://v8.qdhdcate.com/yyv8/202401/03/iJnsZG85rT1/video/index.m3u8
恋爱禁区,https://v8.qdhdcate.com/yyv8/202401/05/vp9wGNZKj81/video/index.m3u8
夜行夜珍惜,https://v8.qdhdcate.com/yyv8/202401/03/vzbzaCqZ0U1/video/index.m3u8
夏天19岁的肖像,https://v8.qdhdcate.com/yyv8/202401/03/xdRU3vL6hj1/video/index.m3u8
寻找女神@娇阿依,https://v8.qdhdcate.com/yyv8/202401/03/v65mYKe73F1/video/index.m3u8
当我成为你,https://v8.qdhdcate.com/yyv8/202401/03/LkiTeHJKRS1/video/index.m3u8
异能男友,https://v8.qdhdcate.com/yyv8/202401/03/yRMu2xdtiH1/video/index.m3u8
泡妞大师,https://v8.qdhdcate.com/yyv8/202401/03/iKutcmbY7L1/video/index.m3u8
麻痹2022,https://v8.qdhdcate.com/yyv8/202401/01/uSx57apvX01/video/index.m3u8
预言家请睁眼,https://v8.qdhdcate.com/yyv8/202401/03/w1F7NLRTLZ1/video/index.m3u8
嗨！亲爱的,https://v3.qdhdcate.com/yyv3/202312/29/SHps35ULAc2/video/index.m3u8
吾妻之话,https://v3.qdhdcate.com/yyv3/202312/28/pAuaVBcXMM2/video/index.m3u8
当爱情失去记忆,https://v3.qdhdcate.com/yyv3/202312/26/njti2VXApC2/video/index.m3u8
奇遇天缘,https://v8.qdhdcate.com/yyv8/202312/25/Cut7wpnLzi1/video/index.m3u8
新弦,https://v8.qdhdcate.com/yyv8/202312/24/UejuKPMfZu1/video/index.m3u8
百分百感觉粤语,https://v3.qdhdcate.com/yyv3/202312/24/9YQQmCbkmH2/video/index.m3u8
单身首尔,https://v8.qdhdcate.com/yyv8/202312/25/bKNq1zbE661/video/index.m3u8
心密码,https://v8.qdhdcate.com/yyv8/202312/22/BYirn51wiG1/video/index.m3u8
恋爱烹饪术,https://v3.qdhdcate.com/yyv3/202312/23/AdY9b1FEPJ2/video/index.m3u8
百分百感觉国语,https://v3.qdhdcate.com/yyv3/202312/24/5TXC0UmFFm2/video/index.m3u8
神探磨辘粤语,https://v3.qdhdcate.com/yyv3/202312/24/1zfX07L7yh2/video/index.m3u8
同班绯闻,https://v8.qdhdcate.com/yyv8/202312/25/mkAPdhVV6C1/video/index.m3u8
聊斋之极道天师,https://v8.qdhdcate.com/yyv8/202312/22/KHAtg6DBXS1/video/index.m3u8
男主大甩卖,https://v3.qdhdcate.com/yyv3/202312/22/bmVqTi3N6u2/video/index.m3u8
真爱,https://v3.qdhdcate.com/yyv3/202312/22/6erN9Dm5GL2/video/index.m3u8
爱的故事广州篇,https://v8.qdhdcate.com/yyv8/202312/22/4bWZSK4Cxu1/video/index.m3u8
白夜行2009,https://v3.qdhdcate.com/yyv3/202312/22/6JzgBzt2YF2/video/index.m3u8
爱琴海历险记,https://v3.qdhdcate.com/yyv3/202312/22/bEUJv1qnYd2/video/index.m3u8
第一次,https://v3.qdhdcate.com/yyv3/202312/22/wwQNTXurc72/video/index.m3u8
紫禁秘录,https://v3.qdhdcate.com/yyv3/202312/22/i1xMZnzHvt2/video/index.m3u8
葡萄庄园的圣诞节,https://v8.qdhdcate.com/yyv8/202312/22/PtsdKQyEAP1/video/index.m3u8
疯狂试爱之勇敢爱,https://v8.qdhdcate.com/yyv8/202312/22/Ew1f758ege1/video/index.m3u8
简单爱,https://v3.qdhdcate.com/yyv3/202312/21/FDKVpL0FgH2/video/index.m3u8
福冈恋爱白书15不会消散的恋爱花火,https://v3.qdhdcate.com/yyv3/202312/19/b2nYTB082B2/video/index.m3u8
美人皮,https://v3.qdhdcate.com/yyv3/202312/21/eXGTYNgtR52/video/index.m3u8
爱情麻辣烫之情定终身,https://v3.qdhdcate.com/yyv3/202312/20/x91Q3AABpc2/video/index.m3u8
稍微想起一些,https://v3.qdhdcate.com/yyv3/202312/20/q0GnjTrPKF2/video/index.m3u8
爱情来时,https://v3.qdhdcate.com/yyv3/202312/20/jBCzBJqqAH2/video/index.m3u8
结局X,https://v3.qdhdcate.com/yyv3/202312/21/vjnxcr0FPs2/video/index.m3u8
灰姑娘的故事：明星之恋,https://v3.qdhdcate.com/yyv3/202312/20/CjkXRUtsnW2/video/index.m3u8
天旋地恋粤语,https://v3.qdhdcate.com/yyv3/202312/17/6AC7rLNZKW2/video/index.m3u8
爱的蟹逅,https://v3.qdhdcate.com/yyv3/202312/21/bKYePRtRMB2/video/index.m3u8
星星月亮太阳[下集],https://v8.qdhdcate.com/yyv8/202312/17/2Hjb40xEvw1/video/index.m3u8
最爱,https://v8.qdhdcate.com/yyv8/202312/19/CRrvFEUGSH1/video/index.m3u8
西湖传奇,https://v3.qdhdcate.com/yyv3/202312/19/4YN5SCmDNW2/video/index.m3u8
星星月亮太阳[上集],https://v8.qdhdcate.com/yyv8/202312/17/ahSHfgc9Bf1/video/index.m3u8
西施,https://v8.qdhdcate.com/yyv8/202312/17/GiNR5KCbqv1/video/index.m3u8
半支情粤语,https://v3.qdhdcate.com/yyv3/202312/17/yk9qteNdmW2/video/index.m3u8
桃花扇,https://v8.qdhdcate.com/yyv8/202312/17/wcrLmAXANt1/video/index.m3u8
搜书院,https://v8.qdhdcate.com/yyv8/202312/17/qvMQNiKJc41/video/index.m3u8
半支情国语,https://v3.qdhdcate.com/yyv3/202312/17/XyXWDJfBtZ2/video/index.m3u8
爱在深秋,https://v3.qdhdcate.com/yyv3/202312/17/ruf6he37b22/video/index.m3u8
牡丹仙子之皇帝诏曰,https://v3.qdhdcate.com/yyv3/202312/16/yzjuJycgxc2/video/index.m3u8
甜言蜜语1999粤语,https://v3.qdhdcate.com/yyv3/202312/17/vsrNQx73Hx2/video/index.m3u8
独家记忆番外之勇敢爱,https://v3.qdhdcate.com/yyv3/202312/16/yeAAfvAd5d2/video/index.m3u8
爱情诅咒,https://v3.qdhdcate.com/yyv3/202312/16/EqxC0cXk9Q2/video/index.m3u8
纽约圣诞节,https://v3.qdhdcate.com/yyv3/202312/17/SyzLrqhUz42/video/index.m3u8
美女与野兽2014,https://v3.qdhdcate.com/yyv3/202312/17/zu0tPgVTsB2/video/index.m3u8
甜言蜜语1999国语,https://v3.qdhdcate.com/yyv3/202312/17/tuz9UqBt6L2/video/index.m3u8
独家记忆番外之相信爱,https://v3.qdhdcate.com/yyv3/202312/16/bTJ7LzYP7q2/video/index.m3u8
独家记忆番外之再见爱,https://v3.qdhdcate.com/yyv3/202312/17/ygx55byUFU2/video/index.m3u8
美女与野兽2017,https://v3.qdhdcate.com/yyv3/202312/16/ErJ6kLS4gN2/video/index.m3u8
花咒,https://v3.qdhdcate.com/yyv3/202312/17/Qam6U5w24e2/video/index.m3u8
情深似海,https://v8.qdhdcate.com/yyv8/202312/16/njyVpckT7j1/video/index.m3u8
鸳鸯帕,https://v8.qdhdcate.com/yyv8/202312/16/eNJVp8DJWz1/video/index.m3u8
富贵荣华第一家,https://v8.qdhdcate.com/yyv8/202312/16/9zFsFBrJzL1/video/index.m3u8
温柔乡,https://v8.qdhdcate.com/yyv8/202312/16/2tqTgc7CiM1/video/index.m3u8
芳醇,https://v3.qdhdcate.com/yyv3/202312/17/Mp75CMVt742/video/index.m3u8
家在香港,https://v8.qdhdcate.com/yyv8/202312/13/vGvZJkNB0J1/video/index.m3u8
薰衣草国语,https://v3.qdhdcate.com/yyv3/202312/15/P9VEJxD17y2/video/index.m3u8
薰衣草粤语,https://v3.qdhdcate.com/yyv3/202312/15/g6d46z7utf2/video/index.m3u8
逆爱,https://v3.qdhdcate.com/yyv3/202312/15/99HQq2eg0k2/video/index.m3u8
真实罗曼史,https://v3.qdhdcate.com/yyv3/202312/15/xUUcechsCe2/video/index.m3u8
白医生，余生请多指教,https://v3.qdhdcate.com/yyv3/202312/15/nRDz41k3dU2/video/index.m3u8
遇见你,https://v3.qdhdcate.com/yyv3/202312/15/Wv7bwRQKEv2/video/index.m3u8
花仔多情粤语,https://v3.qdhdcate.com/yyv3/202312/13/eVpnad6RZw2/video/index.m3u8
聊斋志异续集,https://v8.qdhdcate.com/yyv8/202312/13/XdX5dAhu601/video/index.m3u8
男爵的同桌小女生,https://v3.qdhdcate.com/yyv3/202312/14/Ke7Pkqc2i52/video/index.m3u8
花仔多情国语,https://v3.qdhdcate.com/yyv3/202312/13/mk3JC92snR2/video/index.m3u8
西伯利亚,https://v3.qdhdcate.com/yyv3/202312/15/V4f11uTkBV2/video/index.m3u8
野玫瑰之恋,https://v8.qdhdcate.com/yyv8/202312/13/JBQDmBtRjM1/video/index.m3u8
甜美错步,https://v3.qdhdcate.com/yyv3/202312/13/RhgLbEhuyD2/video/index.m3u8
第二个夏天，不再遇见的你,https://v3.qdhdcate.com/yyv3/202312/13/BiDKAxWSeK2/video/index.m3u8
等到烟暖雨收电影版,https://v3.qdhdcate.com/yyv3/202312/13/rWMmrmHSS42/video/index.m3u8
虚拟情人,https://v3.qdhdcate.com/yyv3/202312/12/mZe5v2GKFH2/video/index.m3u8
今夜好时光,https://v8.qdhdcate.com/yyv8/202312/13/62hKFN9s3M1/video/index.m3u8
危爱,https://v8.qdhdcate.com/yyv8/202312/11/FAWasxmUTZ1/video/index.m3u8
穿越时空的少女2010,https://v3.qdhdcate.com/yyv3/202312/13/DM7MxQJ2Mn2/video/index.m3u8
穿越时空的少女1983,https://v3.qdhdcate.com/yyv3/202312/14/zfs9Wt6H682/video/index.m3u8
和全世界一起爱你,https://v8.qdhdcate.com/yyv8/202312/11/cG3BtF97P31/video/index.m3u8
迷魂记,https://v3.qdhdcate.com/yyv3/202312/12/GCmrZetZuq2/video/index.m3u8
男狐聊斋2兰若寺,https://v3.qdhdcate.com/yyv3/202312/12/g2hJJgMK3W2/video/index.m3u8
致所有我曾爱过的男孩,https://v3.qdhdcate.com/yyv3/202312/11/v8eugi7xLm2/video/index.m3u8
祝愿你：我心中你的旋律（电影版）,https://v3.qdhdcate.com/yyv3/202312/11/83gkKWtdSx2/video/index.m3u8
非狐外传,https://v3.qdhdcate.com/yyv3/202312/11/5B1pqkDAmu2/video/index.m3u8
跑马地的月光粤语,https://v3.qdhdcate.com/yyv3/202312/10/Brn4ZKftfw2/video/index.m3u8
生日快乐国语,https://v3.qdhdcate.com/yyv3/202312/10/2BA7pUYprs2/video/index.m3u8
请爱我的女朋友,https://v3.qdhdcate.com/yyv3/202312/10/T8U74QtXYa2/video/index.m3u8
请叫我救世主,https://v3.qdhdcate.com/yyv3/202312/12/8VF2cdwVfh2/video/index.m3u8
走到底,https://v3.qdhdcate.com/yyv3/202312/11/g3y48A1Z3B2/video/index.m3u8
南提洛的夏日时光,https://v8.qdhdcate.com/yyv8/202312/11/4iNLxmQ44V1/video/index.m3u8
蝴蝶公墓,https://v3.qdhdcate.com/yyv3/202312/10/upKUEKe0Cu2/video/index.m3u8
倩女幽魂2：人间道,https://v8.qdhdcate.com/yyv8/202312/09/MpGKZCHvTP1/video/index.m3u8
看了又看,https://v3.qdhdcate.com/yyv3/202312/10/2W1PVteZsm2/video/index.m3u8
白蛇：缘起,https://v3.qdhdcate.com/yyv3/202312/10/KeXT4iE11p2/video/index.m3u8
倩女幽魂2：人间道粤语,https://v8.qdhdcate.com/yyv8/202312/09/70ZCs89dda1/video/index.m3u8
阴阳爱粤语,https://v3.qdhdcate.com/yyv3/202312/09/FEAUqzLtnu2/video/index.m3u8
生日快乐粤语,https://v3.qdhdcate.com/yyv3/202312/10/PNbc5XF9uN2/video/index.m3u8
阴阳爱国语,https://v3.qdhdcate.com/yyv3/202312/09/VYcZ2vnrZU2/video/index.m3u8
超新星,https://v3.qdhdcate.com/yyv3/202312/09/a2ckMpDPUJ2/video/index.m3u8
谁说我们不会爱,https://v3.qdhdcate.com/yyv3/202312/10/2ga6A4tg2f2/video/index.m3u8
爱在零纬度,https://v3.qdhdcate.com/yyv3/202312/09/4itpJL9X7H2/video/index.m3u8
追忆迷局,https://v3.qdhdcate.com/yyv3/202312/09/mBgywrAZ4r2/video/index.m3u8
纹身女友,https://v3.qdhdcate.com/yyv3/202312/09/aFw73n8jdS2/video/index.m3u8
香气,https://v3.qdhdcate.com/yyv3/202312/08/jRemnsmF4w2/video/index.m3u8
追球,https://v3.qdhdcate.com/yyv3/202312/08/vPVLK3Q0Hr2/video/index.m3u8
阿诗玛,https://v3.qdhdcate.com/yyv3/202312/08/VjqEcGKiSB2/video/index.m3u8
跨越时空去爱你,https://v3.qdhdcate.com/yyv3/202312/08/EmkfuiguG92/video/index.m3u8
萌系男友是燃燃的橘色,https://v3.qdhdcate.com/yyv3/202312/09/1WdgvraKZH2/video/index.m3u8
